Date;Hour;Day_type;Origin;Destination;Immobility;Home_Category;Activity_Category;Observation_Zone;Mode;Volume
2020-02-13;06:00:00;JO;Equateur;Kinshasa;1h;Outside_Resident;Outside_Worker;ZoneGlobale;All_modes;230
2020-02-13;06:00:00;JO;Haut-Katanga;Lualaba;1h;Outside_Resident;Outside_Worker;ZoneGlobale;All_modes;87
2020-02-13;06:00:00;JO;Haut-Katanga;Lualaba;1h;Outside_Resident;Destination_Zone_Worker;ZoneGlobale;All_modes;65
2020-02-13;06:00:00;JO;Haut-Katanga;Lualaba;1h;Outside_Resident;Origin_Zone_Worker;ZoneGlobale;All_modes;131
2020-02-13;06:00:00;JO;Haut-Katanga;Lualaba;1h;Destination_Zone_Resident;Destination_Zone_Worker;ZoneGlobale;All_modes;109
2020-02-13;06:00:00;JO;Haut-Katanga;Lualaba;1h;Origin_Zone_Resident;Destination_Zone_Worker;ZoneGlobale;All_modes;196
2020-02-13;06:00:00;JO;Haut-Katanga;Lualaba;1h;Origin_Zone_Resident;Origin_Zone_Worker;ZoneGlobale;All_modes;621
2020-02-13;06:00:00;JO;Haut-Katanga;Lualaba;3h;Outside_Resident;Outside_Worker;ZoneGlobale;All_modes;87
2020-02-13;06:00:00;JO;Haut-Katanga;Lualaba;3h;Outside_Resident;Destination_Zone_Worker;ZoneGlobale;All_modes;43
2020-02-13;06:00:00;JO;Haut-Katanga;Lualaba;3h;Outside_Resident;Origin_Zone_Worker;ZoneGlobale;All_modes;87
2020-02-13;06:00:00;JO;Haut-Katanga;Lualaba;3h;Destination_Zone_Resident;Destination_Zone_Worker;ZoneGlobale;All_modes;109
2020-02-13;06:00:00;JO;Haut-Katanga;Lualaba;3h;Origin_Zone_Resident;Outside_Worker;ZoneGlobale;All_modes;21
2020-02-13;06:00:00;JO;Haut-Katanga;Lualaba;3h;Origin_Zone_Resident;Destination_Zone_Worker;ZoneGlobale;All_modes;152
2020-02-13;06:00:00;JO;Haut-Katanga;Lualaba;3h;Origin_Zone_Resident;Origin_Zone_Worker;ZoneGlobale;All_modes;664
