Period;Day_type;NightZone;DayZone;Home_Category;Activity_Category;Type;Volume
202002;JO;Bas-Uele;Bas-Uele;4;4;Local;40673
202002;JO;Bas-Uele;Bas-Uele;4;Outside_Worker;Local;2876
202002;JO;Bas-Uele;Bas-Uele;4;Home_Activity_Zone_Worker;Local;1563
202002;JO;Bas-Uele;Bas-Uele;Outside_Resident;4;Local;11499
202002;JO;Bas-Uele;Bas-Uele;Outside_Resident;Outside_Worker;Etranger;62
202002;JO;Bas-Uele;Bas-Uele;Outside_Resident;Outside_Worker;Local;316556
202002;JO;Bas-Uele;Bas-Uele;Outside_Resident;Home_Activity_Zone_Worker;Etranger;65
202002;JO;Bas-Uele;Bas-Uele;Outside_Resident;Home_Activity_Zone_Worker;Local;174093
202002;JO;Bas-Uele;Bas-Uele;Home_Activity_Zone_Resident;4;Local;3031
202002;JO;Bas-Uele;Bas-Uele;Home_Activity_Zone_Resident;Outside_Worker;Local;41702
202002;JO;Bas-Uele;Bas-Uele;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;Local;918278
202002;JO;Bas-Uele;Haut-Uele;Outside_Resident;Outside_Worker;Local;203
202002;JO;Bas-Uele;Haut-Uele;Outside_Resident;Home_Zone_Worker;Local;100
202002;JO;Bas-Uele;Haut-Uele;Home_Zone_Resident;Home_Zone_Worker;Local;292
202002;JO;Bas-Uele;Inconnue;4;4;Local;6922
202002;JO;Bas-Uele;Inconnue;4;Outside_Worker;Local;845
202002;JO;Bas-Uele;Inconnue;4;Home_Zone_Worker;Local;95
202002;JO;Bas-Uele;Inconnue;Outside_Resident;4;Local;1996
202002;JO;Bas-Uele;Inconnue;Outside_Resident;Outside_Worker;Etranger;26
202002;JO;Bas-Uele;Inconnue;Outside_Resident;Outside_Worker;Local;89885
202002;JO;Bas-Uele;Inconnue;Outside_Resident;Home_Zone_Worker;Local;20599
202002;JO;Bas-Uele;Inconnue;Home_Zone_Resident;4;Local;487
202002;JO;Bas-Uele;Inconnue;Home_Zone_Resident;Outside_Worker;Local;24232
202002;JO;Bas-Uele;Inconnue;Home_Zone_Resident;Home_Zone_Worker;Local;85431
202002;JO;Bas-Uele;Mongala;4;4;Local;471
202002;JO;Bas-Uele;Nord-Ubangi;Home_Zone_Resident;Home_Zone_Worker;Local;97
202002;JO;Bas-Uele;Tshopo;4;4;Local;523
202002;JO;Bas-Uele;Tshopo;Outside_Resident;Outside_Worker;Local;2240
202002;JO;Bas-Uele;Tshopo;Outside_Resident;Activity_Zone_Worker;Local;913
202002;JO;Bas-Uele;Tshopo;Outside_Resident;Home_Zone_Worker;Local;504
202002;JO;Bas-Uele;Tshopo;Activity_Zone_Resident;Activity_Zone_Worker;Local;2464
202002;JO;Bas-Uele;Tshopo;Home_Zone_Resident;Outside_Worker;Local;97
202002;JO;Bas-Uele;Tshopo;Home_Zone_Resident;Activity_Zone_Worker;Local;315
202002;JO;Bas-Uele;Tshopo;Home_Zone_Resident;Home_Zone_Worker;Local;1372
202002;JO;Equateur;Equateur;4;4;Local;179427
202002;JO;Equateur;Equateur;4;Outside_Worker;Local;23647
202002;JO;Equateur;Equateur;4;Home_Activity_Zone_Worker;Local;21566
202002;JO;Equateur;Equateur;Outside_Resident;4;Local;29291
202002;JO;Equateur;Equateur;Outside_Resident;Outside_Worker;Etranger;4389
202002;JO;Equateur;Equateur;Outside_Resident;Outside_Worker;Local;12159291
202002;JO;Equateur;Equateur;Outside_Resident;Home_Activity_Zone_Worker;Etranger;286
202002;JO;Equateur;Equateur;Outside_Resident;Home_Activity_Zone_Worker;Local;4715167
202002;JO;Equateur;Equateur;Home_Activity_Zone_Resident;4;Local;6311
202002;JO;Equateur;Equateur;Home_Activity_Zone_Resident;Outside_Worker;Etranger;128
202002;JO;Equateur;Equateur;Home_Activity_Zone_Resident;Outside_Worker;Local;4552413
202002;JO;Equateur;Equateur;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;Etranger;301
202002;JO;Equateur;Equateur;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;Local;54738734
202002;JO;Equateur;Inconnue;4;4;Local;35103
202002;JO;Equateur;Inconnue;4;Outside_Worker;Local;4460
202002;JO;Equateur;Inconnue;Outside_Resident;4;Local;14372
202002;JO;Equateur;Inconnue;Outside_Resident;Outside_Worker;Etranger;3250
202002;JO;Equateur;Inconnue;Outside_Resident;Outside_Worker;Local;5639542
202002;JO;Equateur;Inconnue;Outside_Resident;Home_Zone_Worker;Etranger;53
202002;JO;Equateur;Inconnue;Outside_Resident;Home_Zone_Worker;Local;720941
202002;JO;Equateur;Inconnue;Home_Zone_Resident;4;Local;915
202002;JO;Equateur;Inconnue;Home_Zone_Resident;Outside_Worker;Etranger;187
202002;JO;Equateur;Inconnue;Home_Zone_Resident;Outside_Worker;Local;4018237
202002;JO;Equateur;Inconnue;Home_Zone_Resident;Home_Zone_Worker;Etranger;52
202002;JO;Equateur;Inconnue;Home_Zone_Resident;Home_Zone_Worker;Local;8147029
202002;JO;Equateur;Kinshasa;Outside_Resident;Outside_Worker;Local;23
202002;JO;Equateur;Kinshasa;Home_Zone_Resident;Home_Zone_Worker;Local;901
202002;JO;Equateur;Mongala;Home_Zone_Resident;Home_Zone_Worker;Local;426
202002;JO;Equateur;Sud-Ubangi;4;4;Local;683
202002;JO;Equateur;Sud-Ubangi;Outside_Resident;Outside_Worker;Local;471
202002;JO;Equateur;Sud-Ubangi;Home_Zone_Resident;Outside_Worker;Local;445
202002;JO;Equateur;Sud-Ubangi;Home_Zone_Resident;Home_Zone_Worker;Local;891
202002;JO;Equateur;Tshuapa;Home_Zone_Resident;Home_Zone_Worker;Local;434
202002;JO;Haut-Katanga;Haut-Katanga;4;4;Etranger;507
202002;JO;Haut-Katanga;Haut-Katanga;4;4;Local;952756
202002;JO;Haut-Katanga;Haut-Katanga;4;Outside_Worker;Etranger;174
202002;JO;Haut-Katanga;Haut-Katanga;4;Outside_Worker;Local;23503
202002;JO;Haut-Katanga;Haut-Katanga;4;Home_Activity_Zone_Worker;Etranger;64
202002;JO;Haut-Katanga;Haut-Katanga;4;Home_Activity_Zone_Worker;Local;191845
202002;JO;Haut-Katanga;Haut-Katanga;Outside_Resident;4;Etranger;171
202002;JO;Haut-Katanga;Haut-Katanga;Outside_Resident;4;Local;225091
202002;JO;Haut-Katanga;Haut-Katanga;Outside_Resident;Outside_Worker;Etranger;20404
202002;JO;Haut-Katanga;Haut-Katanga;Outside_Resident;Outside_Worker;Local;8212894
202002;JO;Haut-Katanga;Haut-Katanga;Outside_Resident;Home_Activity_Zone_Worker;Etranger;7528
202002;JO;Haut-Katanga;Haut-Katanga;Outside_Resident;Home_Activity_Zone_Worker;Local;15432382
202002;JO;Haut-Katanga;Haut-Katanga;Home_Activity_Zone_Resident;4;Etranger;310
202002;JO;Haut-Katanga;Haut-Katanga;Home_Activity_Zone_Resident;4;Local;97918
202002;JO;Haut-Katanga;Haut-Katanga;Home_Activity_Zone_Resident;Outside_Worker;Etranger;10614
202002;JO;Haut-Katanga;Haut-Katanga;Home_Activity_Zone_Resident;Outside_Worker;Local;1011217
202002;JO;Haut-Katanga;Haut-Katanga;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;Etranger;96455
202002;JO;Haut-Katanga;Haut-Katanga;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;Local;147845193
202002;JO;Haut-Katanga;Haut-Lomami;4;4;Local;55
202002;JO;Haut-Katanga;Haut-Lomami;Outside_Resident;4;Local;33
202002;JO;Haut-Katanga;Haut-Lomami;Outside_Resident;Outside_Worker;Local;144
202002;JO;Haut-Katanga;Haut-Lomami;Outside_Resident;Home_Zone_Worker;Local;66
202002;JO;Haut-Katanga;Haut-Lomami;Home_Zone_Resident;Outside_Worker;Local;32
202002;JO;Haut-Katanga;Haut-Lomami;Home_Zone_Resident;Home_Zone_Worker;Local;268
202002;JO;Haut-Katanga;Inconnue;4;4;Etranger;254
202002;JO;Haut-Katanga;Inconnue;4;4;Local;37578
202002;JO;Haut-Katanga;Inconnue;4;Outside_Worker;Etranger;202
202002;JO;Haut-Katanga;Inconnue;4;Outside_Worker;Local;3859
202002;JO;Haut-Katanga;Inconnue;4;Home_Zone_Worker;Etranger;22
202002;JO;Haut-Katanga;Inconnue;4;Home_Zone_Worker;Local;4257
202002;JO;Haut-Katanga;Inconnue;Outside_Resident;4;Etranger;32
202002;JO;Haut-Katanga;Inconnue;Outside_Resident;4;Local;22076
202002;JO;Haut-Katanga;Inconnue;Outside_Resident;Outside_Worker;Etranger;10853
202002;JO;Haut-Katanga;Inconnue;Outside_Resident;Outside_Worker;Local;1787961
202002;JO;Haut-Katanga;Inconnue;Outside_Resident;Home_Zone_Worker;Etranger;1607
202002;JO;Haut-Katanga;Inconnue;Outside_Resident;Home_Zone_Worker;Local;1830103
202002;JO;Haut-Katanga;Inconnue;Home_Zone_Resident;4;Etranger;247
202002;JO;Haut-Katanga;Inconnue;Home_Zone_Resident;4;Local;9732
202002;JO;Haut-Katanga;Inconnue;Home_Zone_Resident;Outside_Worker;Etranger;9777
202002;JO;Haut-Katanga;Inconnue;Home_Zone_Resident;Outside_Worker;Local;734216
202002;JO;Haut-Katanga;Inconnue;Home_Zone_Resident;Home_Zone_Worker;Etranger;17630
202002;JO;Haut-Katanga;Inconnue;Home_Zone_Resident;Home_Zone_Worker;Local;9311279
202002;JO;Haut-Katanga;Ituri;Outside_Resident;Home_Zone_Worker;Local;96
202002;JO;Haut-Katanga;Kasai-Central;4;4;Local;32
202002;JO;Haut-Katanga;Kasai-Central;Outside_Resident;Outside_Worker;Local;46
202002;JO;Haut-Katanga;Kasai-Central;Outside_Resident;Home_Zone_Worker;Local;995
202002;JO;Haut-Katanga;Kasai-Central;Home_Zone_Resident;Outside_Worker;Local;32
202002;JO;Haut-Katanga;Kasai-Central;Home_Zone_Resident;Home_Zone_Worker;Local;2198
202002;JO;Haut-Katanga;Kasai-Oriental;4;4;Local;66
202002;JO;Haut-Katanga;Kasai-Oriental;Outside_Resident;Outside_Worker;Local;92
202002;JO;Haut-Katanga;Kasai-Oriental;Outside_Resident;Home_Zone_Worker;Local;171
202002;JO;Haut-Katanga;Kasai-Oriental;Activity_Zone_Resident;Activity_Zone_Worker;Local;36
202002;JO;Haut-Katanga;Kasai-Oriental;Home_Zone_Resident;Activity_Zone_Worker;Local;70
202002;JO;Haut-Katanga;Kasai-Oriental;Home_Zone_Resident;Home_Zone_Worker;Local;818
202002;JO;Haut-Katanga;Kinshasa;4;4;Etranger;32
202002;JO;Haut-Katanga;Kinshasa;4;4;Local;1354
202002;JO;Haut-Katanga;Kinshasa;4;Outside_Worker;Local;32
202002;JO;Haut-Katanga;Kinshasa;4;Home_Zone_Worker;Local;32
202002;JO;Haut-Katanga;Kinshasa;Outside_Resident;4;Local;97
202002;JO;Haut-Katanga;Kinshasa;Outside_Resident;Outside_Worker;Local;420
202002;JO;Haut-Katanga;Kinshasa;Outside_Resident;Activity_Zone_Worker;Local;24
202002;JO;Haut-Katanga;Kinshasa;Outside_Resident;Home_Zone_Worker;Local;651
202002;JO;Haut-Katanga;Kinshasa;Activity_Zone_Resident;Activity_Zone_Worker;Local;873
202002;JO;Haut-Katanga;Kinshasa;Home_Zone_Resident;4;Local;65
202002;JO;Haut-Katanga;Kinshasa;Home_Zone_Resident;Outside_Worker;Local;46
202002;JO;Haut-Katanga;Kinshasa;Home_Zone_Resident;Activity_Zone_Worker;Local;94
202002;JO;Haut-Katanga;Kinshasa;Home_Zone_Resident;Home_Zone_Worker;Local;10149
202002;JO;Haut-Katanga;Kongo-Central;4;4;Local;33
202002;JO;Haut-Katanga;Kwango;4;4;Local;62
202002;JO;Haut-Katanga;Kwango;Outside_Resident;4;Local;31
202002;JO;Haut-Katanga;Lualaba;4;4;Local;1917
202002;JO;Haut-Katanga;Lualaba;4;Outside_Worker;Local;101
202002;JO;Haut-Katanga;Lualaba;4;Activity_Zone_Worker;Local;34
202002;JO;Haut-Katanga;Lualaba;4;Home_Zone_Worker;Local;103
202002;JO;Haut-Katanga;Lualaba;Outside_Resident;4;Local;154
202002;JO;Haut-Katanga;Lualaba;Outside_Resident;Outside_Worker;Etranger;551
202002;JO;Haut-Katanga;Lualaba;Outside_Resident;Outside_Worker;Local;39381
202002;JO;Haut-Katanga;Lualaba;Outside_Resident;Activity_Zone_Worker;Etranger;68
202002;JO;Haut-Katanga;Lualaba;Outside_Resident;Activity_Zone_Worker;Local;29969
202002;JO;Haut-Katanga;Lualaba;Outside_Resident;Home_Zone_Worker;Local;38910
202002;JO;Haut-Katanga;Lualaba;Activity_Zone_Resident;4;Local;64
202002;JO;Haut-Katanga;Lualaba;Activity_Zone_Resident;Outside_Worker;Local;892
202002;JO;Haut-Katanga;Lualaba;Activity_Zone_Resident;Activity_Zone_Worker;Etranger;243
202002;JO;Haut-Katanga;Lualaba;Activity_Zone_Resident;Activity_Zone_Worker;Local;91487
202002;JO;Haut-Katanga;Lualaba;Activity_Zone_Resident;Home_Zone_Worker;Etranger;27
202002;JO;Haut-Katanga;Lualaba;Activity_Zone_Resident;Home_Zone_Worker;Local;12125
202002;JO;Haut-Katanga;Lualaba;Home_Zone_Resident;Outside_Worker;Etranger;619
202002;JO;Haut-Katanga;Lualaba;Home_Zone_Resident;Outside_Worker;Local;6725
202002;JO;Haut-Katanga;Lualaba;Home_Zone_Resident;Activity_Zone_Worker;Etranger;1045
202002;JO;Haut-Katanga;Lualaba;Home_Zone_Resident;Activity_Zone_Worker;Local;94877
202002;JO;Haut-Katanga;Lualaba;Home_Zone_Resident;Home_Zone_Worker;Etranger;917
202002;JO;Haut-Katanga;Lualaba;Home_Zone_Resident;Home_Zone_Worker;Local;324980
202002;JO;Haut-Katanga;Nord-Kivu;4;4;Local;87
202002;JO;Haut-Katanga;Nord-Kivu;4;Activity_Zone_Worker;Local;44
202002;JO;Haut-Katanga;Nord-Kivu;Outside_Resident;4;Local;44
202002;JO;Haut-Katanga;Nord-Kivu;Outside_Resident;Outside_Worker;Local;56
202002;JO;Haut-Katanga;Nord-Kivu;Outside_Resident;Activity_Zone_Worker;Local;86
202002;JO;Haut-Katanga;Nord-Kivu;Outside_Resident;Home_Zone_Worker;Local;32
202002;JO;Haut-Katanga;Nord-Kivu;Activity_Zone_Resident;Activity_Zone_Worker;Local;102
202002;JO;Haut-Katanga;Nord-Kivu;Home_Zone_Resident;Home_Zone_Worker;Local;208
202002;JO;Haut-Katanga;Sud-Kivu;4;4;Local;71
202002;JO;Haut-Katanga;Sud-Kivu;Outside_Resident;Home_Zone_Worker;Local;50
202002;JO;Haut-Katanga;Sud-Kivu;Activity_Zone_Resident;Activity_Zone_Worker;Local;94
202002;JO;Haut-Katanga;Sud-Kivu;Home_Zone_Resident;Home_Zone_Worker;Local;143
202002;JO;Haut-Katanga;Tanganyika;4;4;Local;78
202002;JO;Haut-Katanga;Tanganyika;Outside_Resident;4;Local;510
202002;JO;Haut-Katanga;Tanganyika;Outside_Resident;Outside_Worker;Local;65
202002;JO;Haut-Katanga;Tanganyika;Outside_Resident;Home_Zone_Worker;Local;96
202002;JO;Haut-Katanga;Tanganyika;Home_Zone_Resident;Home_Zone_Worker;Local;437
202002;JO;Haut-Katanga;Tshopo;Outside_Resident;Home_Zone_Worker;Local;96
202002;JO;Haut-Katanga;Tshopo;Home_Zone_Resident;Home_Zone_Worker;Local;262
202002;JO;Haut-Lomami;Haut-Katanga;4;4;Local;31
202002;JO;Haut-Lomami;Haut-Katanga;Outside_Resident;Outside_Worker;Local;67
202002;JO;Haut-Lomami;Haut-Katanga;Outside_Resident;Activity_Zone_Worker;Local;130
202002;JO;Haut-Lomami;Haut-Katanga;Activity_Zone_Resident;Activity_Zone_Worker;Local;67
202002;JO;Haut-Lomami;Haut-Katanga;Home_Zone_Resident;Activity_Zone_Worker;Local;32
202002;JO;Haut-Lomami;Haut-Katanga;Home_Zone_Resident;Home_Zone_Worker;Local;910
202002;JO;Haut-Lomami;Haut-Lomami;4;4;Local;192644
202002;JO;Haut-Lomami;Haut-Lomami;4;Outside_Worker;Etranger;97
202002;JO;Haut-Lomami;Haut-Lomami;4;Outside_Worker;Local;8803
202002;JO;Haut-Lomami;Haut-Lomami;4;Home_Activity_Zone_Worker;Local;21249
202002;JO;Haut-Lomami;Haut-Lomami;Outside_Resident;4;Local;54964
202002;JO;Haut-Lomami;Haut-Lomami;Outside_Resident;Outside_Worker;Etranger;141
202002;JO;Haut-Lomami;Haut-Lomami;Outside_Resident;Outside_Worker;Local;703526
202002;JO;Haut-Lomami;Haut-Lomami;Outside_Resident;Home_Activity_Zone_Worker;Local;743724
202002;JO;Haut-Lomami;Haut-Lomami;Home_Activity_Zone_Resident;4;Local;9730
202002;JO;Haut-Lomami;Haut-Lomami;Home_Activity_Zone_Resident;Outside_Worker;Etranger;140
202002;JO;Haut-Lomami;Haut-Lomami;Home_Activity_Zone_Resident;Outside_Worker;Local;74027
202002;JO;Haut-Lomami;Haut-Lomami;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;Etranger;619
202002;JO;Haut-Lomami;Haut-Lomami;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;Local;3100238
202002;JO;Haut-Lomami;Inconnue;4;4;Etranger;44
202002;JO;Haut-Lomami;Inconnue;4;4;Local;23320
202002;JO;Haut-Lomami;Inconnue;4;Outside_Worker;Local;2909
202002;JO;Haut-Lomami;Inconnue;4;Home_Zone_Worker;Local;1968
202002;JO;Haut-Lomami;Inconnue;Outside_Resident;4;Local;11121
202002;JO;Haut-Lomami;Inconnue;Outside_Resident;Outside_Worker;Etranger;321
202002;JO;Haut-Lomami;Inconnue;Outside_Resident;Outside_Worker;Local;261258
202002;JO;Haut-Lomami;Inconnue;Outside_Resident;Home_Zone_Worker;Etranger;50
202002;JO;Haut-Lomami;Inconnue;Outside_Resident;Home_Zone_Worker;Local;124751
202002;JO;Haut-Lomami;Inconnue;Home_Zone_Resident;4;Local;3819
202002;JO;Haut-Lomami;Inconnue;Home_Zone_Resident;Outside_Worker;Local;61903
202002;JO;Haut-Lomami;Inconnue;Home_Zone_Resident;Home_Zone_Worker;Etranger;157
202002;JO;Haut-Lomami;Inconnue;Home_Zone_Resident;Home_Zone_Worker;Local;426525
202002;JO;Haut-Lomami;Kasai;Outside_Resident;Outside_Worker;Local;7742
202002;JO;Haut-Lomami;Kasai;Outside_Resident;Activity_Zone_Worker;Local;10497
202002;JO;Haut-Lomami;Kasai;Activity_Zone_Resident;Outside_Worker;Local;991
202002;JO;Haut-Lomami;Kasai;Activity_Zone_Resident;Activity_Zone_Worker;Local;56056
202002;JO;Haut-Lomami;Kasai;Activity_Zone_Resident;Home_Zone_Worker;Local;34
202002;JO;Haut-Lomami;Kasai;Home_Zone_Resident;Outside_Worker;Local;35
202002;JO;Haut-Lomami;Kasai;Home_Zone_Resident;Activity_Zone_Worker;Local;6005
202002;JO;Haut-Lomami;Kasai;Home_Zone_Resident;Home_Zone_Worker;Local;858
202002;JO;Haut-Lomami;Lomami;4;4;Local;4096
202002;JO;Haut-Lomami;Lomami;4;Outside_Worker;Local;689
202002;JO;Haut-Lomami;Lomami;4;Home_Zone_Worker;Local;34
202002;JO;Haut-Lomami;Lomami;Outside_Resident;4;Local;2277
202002;JO;Haut-Lomami;Lomami;Outside_Resident;Outside_Worker;Local;9491
202002;JO;Haut-Lomami;Lomami;Outside_Resident;Activity_Zone_Worker;Local;5098
202002;JO;Haut-Lomami;Lomami;Outside_Resident;Home_Zone_Worker;Local;4612
202002;JO;Haut-Lomami;Lomami;Activity_Zone_Resident;Outside_Worker;Local;774
202002;JO;Haut-Lomami;Lomami;Activity_Zone_Resident;Activity_Zone_Worker;Local;14643
202002;JO;Haut-Lomami;Lomami;Activity_Zone_Resident;Home_Zone_Worker;Local;2053
202002;JO;Haut-Lomami;Lomami;Home_Zone_Resident;4;Local;66
202002;JO;Haut-Lomami;Lomami;Home_Zone_Resident;Outside_Worker;Local;2245
202002;JO;Haut-Lomami;Lomami;Home_Zone_Resident;Activity_Zone_Worker;Local;5613
202002;JO;Haut-Lomami;Lomami;Home_Zone_Resident;Home_Zone_Worker;Local;26033
202002;JO;Haut-Lomami;Lualaba;4;4;Local;658
202002;JO;Haut-Lomami;Lualaba;4;Outside_Worker;Local;64
202002;JO;Haut-Lomami;Lualaba;4;Home_Zone_Worker;Local;35
202002;JO;Haut-Lomami;Lualaba;Outside_Resident;4;Local;99
202002;JO;Haut-Lomami;Lualaba;Outside_Resident;Outside_Worker;Local;793
202002;JO;Haut-Lomami;Lualaba;Outside_Resident;Activity_Zone_Worker;Local;426
202002;JO;Haut-Lomami;Lualaba;Outside_Resident;Home_Zone_Worker;Local;403
202002;JO;Haut-Lomami;Lualaba;Activity_Zone_Resident;Outside_Worker;Local;66
202002;JO;Haut-Lomami;Lualaba;Activity_Zone_Resident;Activity_Zone_Worker;Local;526
202002;JO;Haut-Lomami;Lualaba;Home_Zone_Resident;4;Local;32
202002;JO;Haut-Lomami;Lualaba;Home_Zone_Resident;Outside_Worker;Local;63
202002;JO;Haut-Lomami;Lualaba;Home_Zone_Resident;Activity_Zone_Worker;Local;233
202002;JO;Haut-Lomami;Lualaba;Home_Zone_Resident;Home_Zone_Worker;Local;2576
202002;JO;Haut-Lomami;Tanganyika;Home_Zone_Resident;Home_Zone_Worker;Local;64
202002;JO;Haut-Uele;Bas-Uele;4;4;Local;130
202002;JO;Haut-Uele;Bas-Uele;Outside_Resident;Outside_Worker;Local;191
202002;JO;Haut-Uele;Bas-Uele;Outside_Resident;Home_Zone_Worker;Local;99
202002;JO;Haut-Uele;Haut-Uele;4;4;Local;18956
202002;JO;Haut-Uele;Haut-Uele;4;Outside_Worker;Local;900
202002;JO;Haut-Uele;Haut-Uele;4;Home_Activity_Zone_Worker;Local;985
202002;JO;Haut-Uele;Haut-Uele;Outside_Resident;4;Local;4810
202002;JO;Haut-Uele;Haut-Uele;Outside_Resident;Outside_Worker;Etranger;3323
202002;JO;Haut-Uele;Haut-Uele;Outside_Resident;Outside_Worker;Local;136096
202002;JO;Haut-Uele;Haut-Uele;Outside_Resident;Home_Activity_Zone_Worker;Etranger;746
202002;JO;Haut-Uele;Haut-Uele;Outside_Resident;Home_Activity_Zone_Worker;Local;145941
202002;JO;Haut-Uele;Haut-Uele;Home_Activity_Zone_Resident;4;Local;1185
202002;JO;Haut-Uele;Haut-Uele;Home_Activity_Zone_Resident;Outside_Worker;Etranger;55
202002;JO;Haut-Uele;Haut-Uele;Home_Activity_Zone_Resident;Outside_Worker;Local;19012
202002;JO;Haut-Uele;Haut-Uele;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;Etranger;761
202002;JO;Haut-Uele;Haut-Uele;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;Local;359806
202002;JO;Haut-Uele;Inconnue;4;4;Local;1910
202002;JO;Haut-Uele;Inconnue;4;Outside_Worker;Local;690
202002;JO;Haut-Uele;Inconnue;4;Home_Zone_Worker;Local;103
202002;JO;Haut-Uele;Inconnue;Outside_Resident;4;Local;966
202002;JO;Haut-Uele;Inconnue;Outside_Resident;Outside_Worker;Etranger;1545
202002;JO;Haut-Uele;Inconnue;Outside_Resident;Outside_Worker;Local;56985
202002;JO;Haut-Uele;Inconnue;Outside_Resident;Home_Zone_Worker;Etranger;82
202002;JO;Haut-Uele;Inconnue;Outside_Resident;Home_Zone_Worker;Local;24602
202002;JO;Haut-Uele;Inconnue;Home_Zone_Resident;4;Local;95
202002;JO;Haut-Uele;Inconnue;Home_Zone_Resident;Outside_Worker;Etranger;58
202002;JO;Haut-Uele;Inconnue;Home_Zone_Resident;Outside_Worker;Local;20108
202002;JO;Haut-Uele;Inconnue;Home_Zone_Resident;Home_Zone_Worker;Etranger;120
202002;JO;Haut-Uele;Inconnue;Home_Zone_Resident;Home_Zone_Worker;Local;56424
202002;JO;Haut-Uele;Ituri;4;4;Local;219
202002;JO;Haut-Uele;Ituri;4;Outside_Worker;Local;97
202002;JO;Haut-Uele;Ituri;Outside_Resident;4;Local;45
202002;JO;Haut-Uele;Ituri;Outside_Resident;Outside_Worker;Local;696
202002;JO;Haut-Uele;Ituri;Outside_Resident;Activity_Zone_Worker;Local;97
202002;JO;Haut-Uele;Ituri;Outside_Resident;Home_Zone_Worker;Local;97
202002;JO;Haut-Uele;Ituri;Home_Zone_Resident;Home_Zone_Worker;Local;670
202002;JO;Haut-Uele;Kinshasa;Outside_Resident;Outside_Worker;Local;97
202002;JO;Haut-Uele;Tshopo;Outside_Resident;Outside_Worker;Local;98
202002;JO;Haut-Uele;Tshopo;Outside_Resident;Activity_Zone_Worker;Local;96
202002;JO;Haut-Uele;Tshopo;Home_Zone_Resident;Home_Zone_Worker;Local;198
202002;JO;Inconnue;Bas-Uele;4;4;Local;32573
202002;JO;Inconnue;Bas-Uele;4;Outside_Worker;Local;2630
202002;JO;Inconnue;Bas-Uele;4;Activity_Zone_Worker;Local;591
202002;JO;Inconnue;Bas-Uele;Outside_Resident;4;Local;20508
202002;JO;Inconnue;Bas-Uele;Outside_Resident;Outside_Worker;Etranger;1233
202002;JO;Inconnue;Bas-Uele;Outside_Resident;Outside_Worker;Local;621526
202002;JO;Inconnue;Bas-Uele;Outside_Resident;Activity_Zone_Worker;Etranger;64
202002;JO;Inconnue;Bas-Uele;Outside_Resident;Activity_Zone_Worker;Local;574181
202002;JO;Inconnue;Bas-Uele;Activity_Zone_Resident;4;Local;495
202002;JO;Inconnue;Bas-Uele;Activity_Zone_Resident;Outside_Worker;Local;13311
202002;JO;Inconnue;Bas-Uele;Activity_Zone_Resident;Activity_Zone_Worker;Local;331701
202002;JO;Inconnue;Equateur;4;4;Local;143790
202002;JO;Inconnue;Equateur;4;Outside_Worker;Local;27038
202002;JO;Inconnue;Equateur;4;Activity_Zone_Worker;Local;5452
202002;JO;Inconnue;Equateur;Outside_Resident;4;Local;35426
202002;JO;Inconnue;Equateur;Outside_Resident;Outside_Worker;Etranger;29445
202002;JO;Inconnue;Equateur;Outside_Resident;Outside_Worker;Local;26663833
202002;JO;Inconnue;Equateur;Outside_Resident;Activity_Zone_Worker;Etranger;1426
202002;JO;Inconnue;Equateur;Outside_Resident;Activity_Zone_Worker;Local;10997595
202002;JO;Inconnue;Equateur;Activity_Zone_Resident;Outside_Worker;Etranger;168
202002;JO;Inconnue;Equateur;Activity_Zone_Resident;Outside_Worker;Local;2410403
202002;JO;Inconnue;Equateur;Activity_Zone_Resident;Activity_Zone_Worker;Etranger;123
202002;JO;Inconnue;Equateur;Activity_Zone_Resident;Activity_Zone_Worker;Local;17080330
202002;JO;Inconnue;Haut-Katanga;4;4;Etranger;689
202002;JO;Inconnue;Haut-Katanga;4;4;Local;493985
202002;JO;Inconnue;Haut-Katanga;4;Outside_Worker;Etranger;542
202002;JO;Inconnue;Haut-Katanga;4;Outside_Worker;Local;22808
202002;JO;Inconnue;Haut-Katanga;4;Activity_Zone_Worker;Etranger;170
202002;JO;Inconnue;Haut-Katanga;4;Activity_Zone_Worker;Local;102834
202002;JO;Inconnue;Haut-Katanga;Outside_Resident;4;Etranger;520
202002;JO;Inconnue;Haut-Katanga;Outside_Resident;4;Local;429522
202002;JO;Inconnue;Haut-Katanga;Outside_Resident;Outside_Worker;Etranger;51505
202002;JO;Inconnue;Haut-Katanga;Outside_Resident;Outside_Worker;Local;17312973
202002;JO;Inconnue;Haut-Katanga;Outside_Resident;Activity_Zone_Worker;Etranger;22972
202002;JO;Inconnue;Haut-Katanga;Outside_Resident;Activity_Zone_Worker;Local;59630439
202002;JO;Inconnue;Haut-Katanga;Activity_Zone_Resident;4;Etranger;105
202002;JO;Inconnue;Haut-Katanga;Activity_Zone_Resident;4;Local;23201
