Date;Hour;Type;Activity_Zone;Home_Zone;Zone;Volume
2020-02-24;06:00:00;Local;Hors_Zone;Hors_Zone;ZoneGlobale;5735797
2020-02-24;06:00:00;Local;Tanganyika;Hors_Zone;ZoneGlobale;3727
2020-02-24;06:00:00;Local;Mongala;Hors_Zone;ZoneGlobale;122379
2020-02-24;06:00:00;Local;Sankuru;Hors_Zone;ZoneGlobale;704
2020-02-24;06:00:00;Local;Haut-Katanga;Hors_Zone;ZoneGlobale;342186
2020-02-24;06:00:00;Local;Lualaba;Hors_Zone;ZoneGlobale;96650
2020-02-24;06:00:00;Local;Kinshasa;Hors_Zone;ZoneGlobale;180038
2020-02-24;06:00:00;Local;Nord-Ubangi;Hors_Zone;ZoneGlobale;61189
2020-02-24;06:00:00;Local;Tshuapa;Hors_Zone;ZoneGlobale;10198
2020-02-24;06:00:00;Local;Sud-Kivu;Hors_Zone;ZoneGlobale;206176
2020-02-24;06:00:00;Local;Tshopo;Hors_Zone;ZoneGlobale;93474
2020-02-24;06:00:00;Local;Kongo-Central;Hors_Zone;ZoneGlobale;36649
2020-02-24;06:00:00;Local;Ituri;Hors_Zone;ZoneGlobale;58285
2020-02-24;06:00:00;Local;Kasai;Hors_Zone;ZoneGlobale;43713
2020-02-24;06:00:00;Local;Bas-Uele;Hors_Zone;ZoneGlobale;15345
2020-02-24;06:00:00;Local;Lomami;Hors_Zone;ZoneGlobale;59155
2020-02-24;06:00:00;Local;Kasai-Oriental;Hors_Zone;ZoneGlobale;120141
2020-02-24;06:00:00;Local;Kwilu;Hors_Zone;ZoneGlobale;113107
2020-02-24;06:00:00;Local;Mai-Ndombe;Hors_Zone;ZoneGlobale;44962
2020-02-24;06:00:00;Local;Maniema;Hors_Zone;ZoneGlobale;79627
2020-02-24;06:00:00;Local;Kwango;Hors_Zone;ZoneGlobale;134887
2020-02-24;06:00:00;Local;Haut-Uele;Hors_Zone;ZoneGlobale;3836
2020-02-24;06:00:00;Local;Sud-Ubangi;Hors_Zone;ZoneGlobale;50991
2020-02-24;06:00:00;Local;Kasai-Central;Hors_Zone;ZoneGlobale;282910
2020-02-24;06:00:00;Local;Equateur;Hors_Zone;ZoneGlobale;71388
2020-02-24;06:00:00;Local;Haut-Lomami;Hors_Zone;ZoneGlobale;16499
2020-02-24;06:00:00;Local;Nord-Kivu;Hors_Zone;ZoneGlobale;315956
2020-02-24;06:00:00;Local;Hors_Zone;Tanganyika;ZoneGlobale;2662
2020-02-24;06:00:00;Local;Tanganyika;Tanganyika;ZoneGlobale;29419
2020-02-24;06:00:00;Local;Hors_Zone;Mongala;ZoneGlobale;40793
2020-02-24;06:00:00;Local;Mongala;Mongala;ZoneGlobale;941566
2020-02-24;06:00:00;Local;Tshopo;Mongala;ZoneGlobale;1918
2020-02-24;06:00:00;Local;Hors_Zone;Sankuru;ZoneGlobale;1056
2020-02-24;06:00:00;Local;Sankuru;Sankuru;ZoneGlobale;36743
2020-02-24;06:00:00;Local;Hors_Zone;Haut-Katanga;ZoneGlobale;57595
2020-02-24;06:00:00;Local;Haut-Katanga;Haut-Katanga;ZoneGlobale;8223091
2020-02-24;06:00:00;Local;Lualaba;Haut-Katanga;ZoneGlobale;29107
2020-02-24;06:00:00;Local;Kinshasa;Haut-Katanga;ZoneGlobale;1415
2020-02-24;06:00:00;Local;Kasai-Oriental;Haut-Katanga;ZoneGlobale;352
2020-02-24;06:00:00;Local;Haut-Lomami;Haut-Katanga;ZoneGlobale;798
2020-02-24;06:00:00;Local;Hors_Zone;Lualaba;ZoneGlobale;22365
2020-02-24;06:00:00;Local;Haut-Katanga;Lualaba;ZoneGlobale;32216
2020-02-24;06:00:00;Local;Lualaba;Lualaba;ZoneGlobale;2003957
2020-02-24;06:00:00;Local;Hors_Zone;Kinshasa;ZoneGlobale;116812
2020-02-24;06:00:00;Local;Tanganyika;Kinshasa;ZoneGlobale;266
2020-02-24;06:00:00;Local;Haut-Katanga;Kinshasa;ZoneGlobale;350
2020-02-24;06:00:00;Local;Lualaba;Kinshasa;ZoneGlobale;266
2020-02-24;06:00:00;Local;Kinshasa;Kinshasa;ZoneGlobale;4517538
2020-02-24;06:00:00;Local;Tshopo;Kinshasa;ZoneGlobale;3836
2020-02-24;06:00:00;Local;Kongo-Central;Kinshasa;ZoneGlobale;7776
2020-02-24;06:00:00;Local;Kasai-Oriental;Kinshasa;ZoneGlobale;1758
2020-02-24;06:00:00;Local;Nord-Kivu;Kinshasa;ZoneGlobale;828
2020-02-24;06:00:00;Local;Nord-Ubangi;Nord-Ubangi;ZoneGlobale;265984
2020-02-24;06:00:00;Local;Hors_Zone;Tshuapa;ZoneGlobale;20747
2020-02-24;06:00:00;Local;Tshuapa;Tshuapa;ZoneGlobale;203966
2020-02-24;06:00:00;Local;Hors_Zone;Sud-Kivu;ZoneGlobale;74056
2020-02-24;06:00:00;Local;Kinshasa;Sud-Kivu;ZoneGlobale;350
2020-02-24;06:00:00;Local;Sud-Kivu;Sud-Kivu;ZoneGlobale;6133177
2020-02-24;06:00:00;Local;Nord-Kivu;Sud-Kivu;ZoneGlobale;39167
2020-02-24;06:00:00;Local;Hors_Zone;Tshopo;ZoneGlobale;52443
2020-02-24;06:00:00;Local;Tshopo;Tshopo;ZoneGlobale;5482249
2020-02-24;06:00:00;Local;Ituri;Tshopo;ZoneGlobale;1918
2020-02-24;06:00:00;Local;Hors_Zone;Kongo-Central;ZoneGlobale;53960
2020-02-24;06:00:00;Local;Kinshasa;Kongo-Central;ZoneGlobale;9031
2020-02-24;06:00:00;Local;Kongo-Central;Kongo-Central;ZoneGlobale;1813607
2020-02-24;06:00:00;Local;Hors_Zone;Ituri;ZoneGlobale;15822
2020-02-24;06:00:00;Local;Ituri;Ituri;ZoneGlobale;1058194
2020-02-24;06:00:00;Local;Hors_Zone;Kasai;ZoneGlobale;22061
2020-02-24;06:00:00;Local;Kasai;Kasai;ZoneGlobale;303887
2020-02-24;06:00:00;Local;Hors_Zone;Bas-Uele;ZoneGlobale;8149
2020-02-24;06:00:00;Local;Bas-Uele;Bas-Uele;ZoneGlobale;92677
2020-02-24;06:00:00;Local;Hors_Zone;Lomami;ZoneGlobale;29669
2020-02-24;06:00:00;Local;Lomami;Lomami;ZoneGlobale;2385393
2020-02-24;06:00:00;Local;Kasai-Oriental;Lomami;ZoneGlobale;27907
2020-02-24;06:00:00;Local;Haut-Lomami;Lomami;ZoneGlobale;798
2020-02-24;06:00:00;Local;Hors_Zone;Kasai-Oriental;ZoneGlobale;66105
2020-02-24;06:00:00;Local;Haut-Katanga;Kasai-Oriental;ZoneGlobale;970
2020-02-24;06:00:00;Local;Kinshasa;Kasai-Oriental;ZoneGlobale;704
2020-02-24;06:00:00;Local;Lomami;Kasai-Oriental;ZoneGlobale;19012
2020-02-24;06:00:00;Local;Kasai-Oriental;Kasai-Oriental;ZoneGlobale;7662753
2020-02-24;06:00:00;Local;Kasai-Central;Kasai-Oriental;ZoneGlobale;12163
2020-02-24;06:00:00;Local;Haut-Lomami;Kasai-Oriental;ZoneGlobale;266
2020-02-24;06:00:00;Local;Hors_Zone;Kwilu;ZoneGlobale;134887
2020-02-24;06:00:00;Local;Kinshasa;Kwilu;ZoneGlobale;350
2020-02-24;06:00:00;Local;Kwilu;Kwilu;ZoneGlobale;1802003
2020-02-24;06:00:00;Local;Hors_Zone;Mai-Ndombe;ZoneGlobale;89924
2020-02-24;06:00:00;Local;Mai-Ndombe;Mai-Ndombe;ZoneGlobale;809323
2020-02-24;06:00:00;Local;Hors_Zone;Maniema;ZoneGlobale;29681
2020-02-24;06:00:00;Local;Kinshasa;Maniema;ZoneGlobale;701
2020-02-24;06:00:00;Local;Maniema;Maniema;ZoneGlobale;993490
2020-02-24;06:00:00;Local;Hors_Zone;Kwango;ZoneGlobale;350
2020-02-24;06:00:00;Local;Kwango;Kwango;ZoneGlobale;494937
2020-02-24;06:00:00;Local;Hors_Zone;Haut-Uele;ZoneGlobale;1918
2020-02-24;06:00:00;Local;Haut-Uele;Haut-Uele;ZoneGlobale;21099
2020-02-24;06:00:00;Local;Hors_Zone;Sud-Ubangi;ZoneGlobale;81586
2020-02-24;06:00:00;Local;Sud-Ubangi;Sud-Ubangi;ZoneGlobale;920118
2020-02-24;06:00:00;Local;Hors_Zone;Kasai-Central;ZoneGlobale;102985
2020-02-24;06:00:00;Local;Kinshasa;Kasai-Central;ZoneGlobale;477
2020-02-24;06:00:00;Local;Lomami;Kasai-Central;ZoneGlobale;352
2020-02-24;06:00:00;Local;Kasai-Oriental;Kasai-Central;ZoneGlobale;19074
2020-02-24;06:00:00;Local;Kasai-Central;Kasai-Central;ZoneGlobale;4419803
2020-02-24;06:00:00;Local;Nord-Kivu;Kasai-Central;ZoneGlobale;5420
2020-02-24;06:00:00;Local;Hors_Zone;Equateur;ZoneGlobale;254958
2020-02-24;06:00:00;Local;Equateur;Equateur;ZoneGlobale;3358921
2020-02-24;06:00:00;Local;Hors_Zone;Haut-Lomami;ZoneGlobale;1863
2020-02-24;06:00:00;Local;Haut-Katanga;Haut-Lomami;ZoneGlobale;532
2020-02-24;06:00:00;Local;Lualaba;Haut-Lomami;ZoneGlobale;618
