Date;Hour;Type;Activity_Zone;Home_Zone;Zone;Volume
2020-04-16;06:00:00;Local;Hors_Zone;Hors_Zone;ZoneGlobale;4309793
2020-04-16;06:00:00;Local;Tanganyika;Hors_Zone;ZoneGlobale;3519
2020-04-16;06:00:00;Local;Mongala;Hors_Zone;ZoneGlobale;67754
2020-04-16;06:00:00;Local;Haut-Katanga;Hors_Zone;ZoneGlobale;106213
2020-04-16;06:00:00;Local;Lualaba;Hors_Zone;ZoneGlobale;39268
2020-04-16;06:00:00;Local;Kinshasa;Hors_Zone;ZoneGlobale;55870
2020-04-16;06:00:00;Local;Nord-Ubangi;Hors_Zone;ZoneGlobale;90338
2020-04-16;06:00:00;Local;Sud-Kivu;Hors_Zone;ZoneGlobale;82115
2020-04-16;06:00:00;Local;Tshopo;Hors_Zone;ZoneGlobale;37781
2020-04-16;06:00:00;Local;Kongo-Central;Hors_Zone;ZoneGlobale;16898
2020-04-16;06:00:00;Local;Ituri;Hors_Zone;ZoneGlobale;23927
2020-04-16;06:00:00;Local;Kasai;Hors_Zone;ZoneGlobale;22899
2020-04-16;06:00:00;Local;Lomami;Hors_Zone;ZoneGlobale;49493
2020-04-16;06:00:00;Local;Kasai-Oriental;Hors_Zone;ZoneGlobale;71540
2020-04-16;06:00:00;Local;Kwilu;Hors_Zone;ZoneGlobale;123883
2020-04-16;06:00:00;Local;Maniema;Hors_Zone;ZoneGlobale;36555
2020-04-16;06:00:00;Local;Kasai-Central;Hors_Zone;ZoneGlobale;145027
2020-04-16;06:00:00;Local;Equateur;Hors_Zone;ZoneGlobale;67754
2020-04-16;06:00:00;Local;Haut-Lomami;Hors_Zone;ZoneGlobale;7038
2020-04-16;06:00:00;Local;Nord-Kivu;Hors_Zone;ZoneGlobale;128354
2020-04-16;06:00:00;Local;Hors_Zone;Tanganyika;ZoneGlobale;1564
2020-04-16;06:00:00;Local;Tanganyika;Tanganyika;ZoneGlobale;25263
2020-04-16;06:00:00;Local;Hors_Zone;Mongala;ZoneGlobale;67754
2020-04-16;06:00:00;Local;Mongala;Mongala;ZoneGlobale;790464
2020-04-16;06:00:00;Local;Hors_Zone;Sankuru;ZoneGlobale;1842
2020-04-16;06:00:00;Local;Sankuru;Sankuru;ZoneGlobale;20568
2020-04-16;06:00:00;Local;Hors_Zone;Haut-Katanga;ZoneGlobale;51780
2020-04-16;06:00:00;Local;Haut-Katanga;Haut-Katanga;ZoneGlobale;7210148
2020-04-16;06:00:00;Local;Lualaba;Haut-Katanga;ZoneGlobale;25410
2020-04-16;06:00:00;Local;Haut-Lomami;Haut-Katanga;ZoneGlobale;391
2020-04-16;06:00:00;Local;Hors_Zone;Lualaba;ZoneGlobale;19398
2020-04-16;06:00:00;Local;Haut-Katanga;Lualaba;ZoneGlobale;18377
2020-04-16;06:00:00;Local;Lualaba;Lualaba;ZoneGlobale;1662526
2020-04-16;06:00:00;Local;Haut-Lomami;Lualaba;ZoneGlobale;782
2020-04-16;06:00:00;Local;Hors_Zone;Kinshasa;ZoneGlobale;64499
2020-04-16;06:00:00;Local;Kinshasa;Kinshasa;ZoneGlobale;3032158
2020-04-16;06:00:00;Local;Hors_Zone;Nord-Ubangi;ZoneGlobale;22584
2020-04-16;06:00:00;Local;Nord-Ubangi;Nord-Ubangi;ZoneGlobale;225847
2020-04-16;06:00:00;Local;Tshuapa;Tshuapa;ZoneGlobale;135508
2020-04-16;06:00:00;Local;Hors_Zone;Sud-Kivu;ZoneGlobale;68854
2020-04-16;06:00:00;Local;Sud-Kivu;Sud-Kivu;ZoneGlobale;4689511
2020-04-16;06:00:00;Local;Nord-Kivu;Sud-Kivu;ZoneGlobale;26564
2020-04-16;06:00:00;Local;Hors_Zone;Tshopo;ZoneGlobale;75562
2020-04-16;06:00:00;Local;Tshopo;Tshopo;ZoneGlobale;5404267
2020-04-16;06:00:00;Local;Hors_Zone;Kongo-Central;ZoneGlobale;52300
2020-04-16;06:00:00;Local;Kinshasa;Kongo-Central;ZoneGlobale;1114
2020-04-16;06:00:00;Local;Kongo-Central;Kongo-Central;ZoneGlobale;1134796
