Date;Hour;Day_type;Zone;TypeFlux;Home_Zone;Activity_Zone;Volume
2020-03-11;06:00:00;JO;Haut-Katanga;Entree;Haut-Katanga;Haut-Katanga;6347
2020-03-11;06:00:00;JO;Haut-Katanga;Entree;Haut-Katanga;Lualaba;5077
2020-03-11;06:00:00;JO;Haut-Katanga;Entree;Hors_Zone;Haut-Katanga;253
2020-03-11;06:00:00;JO;Haut-Katanga;Entree;Lualaba;Haut-Katanga;1015
2020-03-11;06:00:00;JO;Haut-Katanga;Entree;Lualaba;Hors_Zone;84
2020-03-11;06:00:00;JO;Haut-Katanga;Entree;Lualaba;Lualaba;3046
2020-03-11;06:00:00;JO;Haut-Katanga;Sortie;Haut-Katanga;Haut-Katanga;3808
2020-03-11;06:00:00;JO;Haut-Katanga;Sortie;Haut-Katanga;Lualaba;761
2020-03-11;06:00:00;JO;Haut-Katanga;Sortie;Hors_Zone;Hors_Zone;507
2020-03-11;06:00:00;JO;Haut-Katanga;Sortie;Lualaba;Haut-Katanga;1777
2020-03-11;06:00:00;JO;Haut-Katanga;Sortie;Lualaba;Lualaba;5839
2020-03-11;06:00:00;JO;Haut-Lomami;Entree;Haut-Lomami;Haut-Lomami;253
2020-03-11;06:00:00;JO;Haut-Lomami;Entree;Haut-Lomami;Lomami;253
2020-03-11;06:00:00;JO;Haut-Lomami;Entree;Hors_Zone;Hors_Zone;253
2020-03-11;06:00:00;JO;Haut-Lomami;Entree;Hors_Zone;Lomami;253
2020-03-11;06:00:00;JO;Haut-Lomami;Entree;Kasai;Kasai;5542
2020-03-11;06:00:00;JO;Haut-Lomami;Entree;Lomami;Lomami;1036
2020-03-11;06:00:00;JO;Haut-Lomami;Sortie;Haut-Lomami;Hors_Zone;253
2020-03-11;06:00:00;JO;Haut-Lomami;Sortie;Hors_Zone;Kasai;5542
2020-03-11;06:00:00;JO;Haut-Lomami;Sortie;Lomami;Lomami;599
2020-03-11;06:00:00;JO;Kasai;Sortie;Kasai;Kasai;5542
2020-03-11;06:00:00;JO;Kasai-Central;Entree;Hors_Zone;Kasai-Oriental;345
2020-03-11;06:00:00;JO;Kasai-Central;Entree;Kasai-Central;Kasai-Central;5542
2020-03-11;06:00:00;JO;Kasai-Central;Entree;Kasai-Oriental;Kasai-Oriental;5542
2020-03-11;06:00:00;JO;Kasai-Central;Entree;Lomami;Lomami;5542
2020-03-11;06:00:00;JO;Kasai-Central;Sortie;Hors_Zone;Hors_Zone;5542
2020-03-11;06:00:00;JO;Kasai-Central;Sortie;Hors_Zone;Kasai-Central;345
2020-03-11;06:00:00;JO;Kasai-Central;Sortie;Hors_Zone;Kasai-Oriental;345
2020-03-11;06:00:00;JO;Kasai-Central;Sortie;Kasai-Central;Kasai-Central;16974
2020-03-11;06:00:00;JO;Kasai-Central;Sortie;Kasai-Oriental;Kasai-Oriental;6579
2020-03-11;06:00:00;JO;Kasai-Central;Sortie;Lomami;Lomami;345
2020-03-11;06:00:00;JO;Kasai-Oriental;Entree;Hors_Zone;Hors_Zone;1036
2020-03-11;06:00:00;JO;Kasai-Oriental;Entree;Kasai-Central;Kasai-Central;22171
2020-03-11;06:00:00;JO;Kasai-Oriental;Entree;Kasai-Oriental;Hors_Zone;345
2020-03-11;06:00:00;JO;Kasai-Oriental;Entree;Kasai-Oriental;Kasai-Oriental;16940
2020-03-11;06:00:00;JO;Kasai-Oriental;Entree;Kasai-Oriental;Lomami;2072
2020-03-11;06:00:00;JO;Kasai-Oriental;Entree;Lomami;Kasai-Oriental;1381
2020-03-11;06:00:00;JO;Kasai-Oriental;Entree;Lomami;Lomami;5180
