Date;Hour;Type;Activity_Zone;Home_Zone;Zone;Volume
2020-03-09;06:00:00;Local;Hors_Zone;Hors_Zone;ZoneGlobale;6334615
2020-03-09;06:00:00;Local;Tanganyika;Hors_Zone;ZoneGlobale;3517
2020-03-09;06:00:00;Local;Mongala;Hors_Zone;ZoneGlobale;37295
2020-03-09;06:00:00;Local;Sankuru;Hors_Zone;ZoneGlobale;18659
2020-03-09;06:00:00;Local;Haut-Katanga;Hors_Zone;ZoneGlobale;431380
2020-03-09;06:00:00;Local;Lualaba;Hors_Zone;ZoneGlobale;125181
2020-03-09;06:00:00;Local;Kinshasa;Hors_Zone;ZoneGlobale;172368
2020-03-09;06:00:00;Local;Nord-Ubangi;Hors_Zone;ZoneGlobale;46618
2020-03-09;06:00:00;Local;Tshuapa;Hors_Zone;ZoneGlobale;18647
2020-03-09;06:00:00;Local;Sud-Kivu;Hors_Zone;ZoneGlobale;259584
2020-03-09;06:00:00;Local;Tshopo;Hors_Zone;ZoneGlobale;222361
2020-03-09;06:00:00;Local;Kongo-Central;Hors_Zone;ZoneGlobale;42749
2020-03-09;06:00:00;Local;Ituri;Hors_Zone;ZoneGlobale;49467
2020-03-09;06:00:00;Local;Kasai;Hors_Zone;ZoneGlobale;39627
2020-03-09;06:00:00;Local;Bas-Uele;Hors_Zone;ZoneGlobale;1333
2020-03-09;06:00:00;Local;Lomami;Hors_Zone;ZoneGlobale;89113
2020-03-09;06:00:00;Local;Kasai-Oriental;Hors_Zone;ZoneGlobale;140703
2020-03-09;06:00:00;Local;Kwilu;Hors_Zone;ZoneGlobale;157453
2020-03-09;06:00:00;Local;Mai-Ndombe;Hors_Zone;ZoneGlobale;184561
2020-03-09;06:00:00;Local;Maniema;Hors_Zone;ZoneGlobale;99815
2020-03-09;06:00:00;Local;Kwango;Hors_Zone;ZoneGlobale;26242
2020-03-09;06:00:00;Local;Haut-Uele;Hors_Zone;ZoneGlobale;2915
2020-03-09;06:00:00;Local;Sud-Ubangi;Hors_Zone;ZoneGlobale;102561
2020-03-09;06:00:00;Local;Kasai-Central;Hors_Zone;ZoneGlobale;307043
2020-03-09;06:00:00;Local;Equateur;Hors_Zone;ZoneGlobale;93237
2020-03-09;06:00:00;Local;Haut-Lomami;Hors_Zone;ZoneGlobale;14552
2020-03-09;06:00:00;Local;Nord-Kivu;Hors_Zone;ZoneGlobale;422730
2020-03-09;06:00:00;Local;Hors_Zone;Tanganyika;ZoneGlobale;996
2020-03-09;06:00:00;Local;Tanganyika;Tanganyika;ZoneGlobale;23129
2020-03-09;06:00:00;Local;Sud-Kivu;Tanganyika;ZoneGlobale;498
2020-03-09;06:00:00;Local;Hors_Zone;Mongala;ZoneGlobale;65266
2020-03-09;06:00:00;Local;Mongala;Mongala;ZoneGlobale;906138
2020-03-09;06:00:00;Local;Hors_Zone;Sankuru;ZoneGlobale;1775
2020-03-09;06:00:00;Local;Sankuru;Sankuru;ZoneGlobale;26277
2020-03-09;06:00:00;Local;Hors_Zone;Haut-Katanga;ZoneGlobale;51990
2020-03-09;06:00:00;Local;Haut-Katanga;Haut-Katanga;ZoneGlobale;8214992
2020-03-09;06:00:00;Local;Lualaba;Haut-Katanga;ZoneGlobale;30386
2020-03-09;06:00:00;Local;Kinshasa;Haut-Katanga;ZoneGlobale;3972
2020-03-09;06:00:00;Local;Kasai-Oriental;Haut-Katanga;ZoneGlobale;710
2020-03-09;06:00:00;Local;Haut-Lomami;Haut-Katanga;ZoneGlobale;249
2020-03-09;06:00:00;Local;Hors_Zone;Lualaba;ZoneGlobale;22416
2020-03-09;06:00:00;Local;Tanganyika;Lualaba;ZoneGlobale;249
2020-03-09;06:00:00;Local;Haut-Katanga;Lualaba;ZoneGlobale;26650
2020-03-09;06:00:00;Local;Lualaba;Lualaba;ZoneGlobale;1940627
2020-03-09;06:00:00;Local;Hors_Zone;Kinshasa;ZoneGlobale;71677
2020-03-09;06:00:00;Local;Haut-Katanga;Kinshasa;ZoneGlobale;498
2020-03-09;06:00:00;Local;Lualaba;Kinshasa;ZoneGlobale;498
2020-03-09;06:00:00;Local;Kinshasa;Kinshasa;ZoneGlobale;3980724
2020-03-09;06:00:00;Local;Sud-Kivu;Kinshasa;ZoneGlobale;559
2020-03-09;06:00:00;Local;Tshopo;Kinshasa;ZoneGlobale;1333
2020-03-09;06:00:00;Local;Kongo-Central;Kinshasa;ZoneGlobale;7796
2020-03-09;06:00:00;Local;Kasai-Oriental;Kinshasa;ZoneGlobale;710
2020-03-09;06:00:00;Local;Kwilu;Kinshasa;ZoneGlobale;26242
2020-03-09;06:00:00;Local;Nord-Kivu;Kinshasa;ZoneGlobale;865
2020-03-09;06:00:00;Local;Hors_Zone;Nord-Ubangi;ZoneGlobale;27971
2020-03-09;06:00:00;Local;Nord-Ubangi;Nord-Ubangi;ZoneGlobale;317008
2020-03-09;06:00:00;Local;Hors_Zone;Tshuapa;ZoneGlobale;9323
2020-03-09;06:00:00;Local;Tshuapa;Tshuapa;ZoneGlobale;158937
2020-03-09;06:00:00;Local;Hors_Zone;Sud-Kivu;ZoneGlobale;58980
2020-03-09;06:00:00;Local;Sud-Kivu;Sud-Kivu;ZoneGlobale;5767171
2020-03-09;06:00:00;Local;Nord-Kivu;Sud-Kivu;ZoneGlobale;27808
2020-03-09;06:00:00;Local;Hors_Zone;Tshopo;ZoneGlobale;81559
2020-03-09;06:00:00;Local;Tshopo;Tshopo;ZoneGlobale;7703917
2020-03-09;06:00:00;Local;Nord-Kivu;Tshopo;ZoneGlobale;1333
2020-03-09;06:00:00;Local;Hors_Zone;Kongo-Central;ZoneGlobale;40150
2020-03-09;06:00:00;Local;Kinshasa;Kongo-Central;ZoneGlobale;6932
2020-03-09;06:00:00;Local;Tshopo;Kongo-Central;ZoneGlobale;433
2020-03-09;06:00:00;Local;Kongo-Central;Kongo-Central;ZoneGlobale;1506755
2020-03-09;06:00:00;Local;Hors_Zone;Ituri;ZoneGlobale;26276
2020-03-09;06:00:00;Local;Kinshasa;Ituri;ZoneGlobale;432
2020-03-09;06:00:00;Local;Ituri;Ituri;ZoneGlobale;625002
2020-03-09;06:00:00;Local;Hors_Zone;Kasai;ZoneGlobale;33966
2020-03-09;06:00:00;Local;Kasai;Kasai;ZoneGlobale;323179
2020-03-09;06:00:00;Local;Hors_Zone;Bas-Uele;ZoneGlobale;2666
2020-03-09;06:00:00;Local;Tshopo;Bas-Uele;ZoneGlobale;1333
2020-03-09;06:00:00;Local;Bas-Uele;Bas-Uele;ZoneGlobale;84931
2020-03-09;06:00:00;Local;Hors_Zone;Lomami;ZoneGlobale;46746
2020-03-09;06:00:00;Local;Haut-Katanga;Lomami;ZoneGlobale;355
2020-03-09;06:00:00;Local;Lualaba;Lomami;ZoneGlobale;355
2020-03-09;06:00:00;Local;Lomami;Lomami;ZoneGlobale;2613711
2020-03-09;06:00:00;Local;Kasai-Oriental;Lomami;ZoneGlobale;26277
2020-03-09;06:00:00;Local;Haut-Lomami;Lomami;ZoneGlobale;249
2020-03-09;06:00:00;Local;Hors_Zone;Kasai-Oriental;ZoneGlobale;71247
