Period;Hour;Day_type;Origin;Destination;Immobility;Home_Category;Activity_Category;Gender;Observation_Zone;Mode;Volume
202003;15:30:00;WE;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;162
202003;15:30:00;WE;Hors_Zone;Lualaba;1h;Outside_Resident;Outside_Worker;F;ZoneGlobale;All_modes;26
202003;15:30:00;WE;Hors_Zone;Lualaba;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;40
202003;15:30:00;WE;Hors_Zone;Lualaba;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;22
202003;15:30:00;WE;Hors_Zone;Mai-Ndombe;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;23
202003;15:30:00;WE;Hors_Zone;Maniema;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;24
202003;15:30:00;WE;Hors_Zone;Nord-Kivu;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;24
202003;15:30:00;WE;Hors_Zone;Tshopo;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;42
202003;15:30:00;WE;Kasai-Central;Kasai-Oriental;3h;Origin_Zone_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;24
202003;15:30:00;WE;Kinshasa;Kongo-Central;1h;Origin_Zone_Resident;Outside_Worker;M;ZoneGlobale;All_modes;24
202003;15:30:00;WE;Kinshasa;Kongo-Central;3h;Outside_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;23
202003;15:30:00;WE;Kinshasa;Kongo-Central;3h;Destination_Zone_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;24
202003;15:30:00;WE;Kinshasa;Kongo-Central;3h;Origin_Zone_Resident;Outside_Worker;M;ZoneGlobale;All_modes;24
202003;15:30:00;WE;Kongo-Central;Kinshasa;1h;Origin_Zone_Resident;Origin_Zone_Worker;F;ZoneGlobale;All_modes;29
202003;15:30:00;WE;Kongo-Central;Kinshasa;1h;Origin_Zone_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;83
202003;15:30:00;WE;Kongo-Central;Kinshasa;3h;Origin_Zone_Resident;Origin_Zone_Worker;F;ZoneGlobale;All_modes;25
202003;15:30:00;WE;Kongo-Central;Kinshasa;3h;Origin_Zone_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;61
202003;15:30:00;WE;Lualaba;Haut-Katanga;1h;Destination_Zone_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;24
202003;15:30:00;WE;Lualaba;Haut-Katanga;3h;Origin_Zone_Resident;Destination_Zone_Worker;NA;ZoneGlobale;All_modes;24
202003;15:30:00;WE;Sud-Kivu;Nord-Kivu;3h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;24
202003;16:00:00;JO;Haut-Katanga;Lualaba;3h;Outside_Resident;Outside_Worker;F;ZoneGlobale;All_modes;23
202003;16:00:00;JO;Hors_Zone;Haut-Katanga;1h;Outside_Resident;Outside_Worker;F;ZoneGlobale;All_modes;96
202003;16:00:00;JO;Hors_Zone;Haut-Katanga;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;451
202003;16:00:00;JO;Hors_Zone;Haut-Katanga;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;182
202003;16:00:00;JO;Hors_Zone;Haut-Uele;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;23
202003;16:00:00;JO;Hors_Zone;Kasai-Oriental;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;23
202003;16:00:00;JO;Hors_Zone;Kinshasa;1h;Outside_Resident;Outside_Worker;F;ZoneGlobale;All_modes;151
202003;16:00:00;JO;Hors_Zone;Kinshasa;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;569
202003;16:00:00;JO;Hors_Zone;Kinshasa;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;185
202003;16:00:00;JO;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;F;ZoneGlobale;All_modes;94
202003;16:00:00;JO;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;475
202003;16:00:00;JO;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;49
202003;16:00:00;JO;Hors_Zone;Kwilu;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;25
202003;16:00:00;JO;Hors_Zone;Lualaba;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;70
202003;16:00:00;JO;Hors_Zone;Nord-Kivu;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;75
202003;16:00:00;JO;Hors_Zone;Sud-Kivu;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;69
202003;16:00:00;JO;Hors_Zone;Sud-Kivu;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;21
202003;16:00:00;JO;Kasai;Haut-Lomami;3h;Origin_Zone_Resident;Origin_Zone_Worker;NA;ZoneGlobale;All_modes;23
202003;16:00:00;JO;Kasai-Oriental;Lomami;3h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;22
202003;16:00:00;JO;Kasai-Oriental;Lomami;3h;Origin_Zone_Resident;Destination_Zone_Worker;NA;ZoneGlobale;All_modes;26
202003;16:00:00;JO;Kinshasa;Kongo-Central;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;34
202003;16:00:00;JO;Kinshasa;Kongo-Central;1h;Destination_Zone_Resident;Destination_Zone_Worker;F;ZoneGlobale;All_modes;23
202003;16:00:00;JO;Kinshasa;Kongo-Central;1h;Destination_Zone_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;156
202003;16:00:00;JO;Kinshasa;Kongo-Central;1h;Origin_Zone_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;51
202003;16:00:00;JO;Kinshasa;Kongo-Central;3h;Destination_Zone_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;147
202003;16:00:00;JO;Kinshasa;Kongo-Central;3h;Origin_Zone_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;48
202003;16:00:00;JO;Kinshasa;Kongo-Central;3h;Origin_Zone_Resident;Origin_Zone_Worker;NA;ZoneGlobale;All_modes;26
202003;16:00:00;JO;Kongo-Central;Kinshasa;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;23
202003;16:00:00;JO;Kongo-Central;Kinshasa;1h;Outside_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;23
202003;16:00:00;JO;Kongo-Central;Kinshasa;1h;Destination_Zone_Resident;Origin_Zone_Worker;NA;ZoneGlobale;All_modes;23
202003;16:00:00;JO;Kongo-Central;Kinshasa;1h;Origin_Zone_Resident;Origin_Zone_Worker;F;ZoneGlobale;All_modes;51
202003;16:00:00;JO;Kongo-Central;Kinshasa;1h;Origin_Zone_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;140
202003;16:00:00;JO;Kongo-Central;Kinshasa;3h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;23
202003;16:00:00;JO;Kongo-Central;Kinshasa;3h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;26
202003;16:00:00;JO;Kongo-Central;Kinshasa;3h;Destination_Zone_Resident;Origin_Zone_Worker;NA;ZoneGlobale;All_modes;23
202003;16:00:00;JO;Kongo-Central;Kinshasa;3h;Origin_Zone_Resident;Origin_Zone_Worker;F;ZoneGlobale;All_modes;54
202003;16:00:00;JO;Kongo-Central;Kinshasa;3h;Origin_Zone_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;109
202003;16:00:00;JO;Lualaba;Haut-Katanga;1h;Origin_Zone_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;21
202003;16:00:00;JO;Lualaba;Haut-Katanga;1h;Origin_Zone_Resident;Origin_Zone_Worker;F;ZoneGlobale;All_modes;23
202003;16:00:00;JO;Lualaba;Haut-Katanga;3h;Origin_Zone_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;21
202003;16:00:00;WE;Hors_Zone;Haut-Katanga;1h;Outside_Resident;Outside_Worker;F;ZoneGlobale;All_modes;48
202003;16:00:00;WE;Hors_Zone;Haut-Katanga;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;174
202003;16:00:00;WE;Hors_Zone;Haut-Katanga;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;93
202003;16:00:00;WE;Hors_Zone;Kasai-Oriental;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;29
202003;16:00:00;WE;Hors_Zone;Kasai-Oriental;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;27
202003;16:00:00;WE;Hors_Zone;Kinshasa;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;74
202003;16:00:00;WE;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;102
202003;16:00:00;WE;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;57
202003;16:00:00;WE;Hors_Zone;Lualaba;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;27
202003;16:00:00;WE;Hors_Zone;Nord-Ubangi;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;24
202003;16:00:00;WE;Hors_Zone;Tshopo;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;43
202003;16:00:00;WE;Kinshasa;Kongo-Central;1h;Destination_Zone_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;23
202003;16:00:00;WE;Kinshasa;Kongo-Central;3h;Destination_Zone_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;69
202003;16:00:00;WE;Kinshasa;Kongo-Central;3h;Destination_Zone_Resident;Destination_Zone_Worker;NA;ZoneGlobale;All_modes;23
202003;16:00:00;WE;Kongo-Central;Kinshasa;1h;Origin_Zone_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;89
202003;16:00:00;WE;Kongo-Central;Kinshasa;3h;Outside_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;26
202003;16:00:00;WE;Kongo-Central;Kinshasa;3h;Origin_Zone_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;81
202003;16:00:00;WE;Lualaba;Haut-Katanga;3h;Outside_Resident;Destination_Zone_Worker;NA;ZoneGlobale;All_modes;21
202003;16:00:00;WE;Nord-Kivu;Sud-Kivu;3h;Origin_Zone_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;22
202003;16:30:00;JO;Haut-Katanga;Lualaba;1h;Origin_Zone_Resident;Origin_Zone_Worker;F;ZoneGlobale;All_modes;23
202003;16:30:00;JO;Haut-Katanga;Lualaba;3h;Origin_Zone_Resident;Destination_Zone_Worker;NA;ZoneGlobale;All_modes;22
202003;16:30:00;JO;Hors_Zone;Haut-Katanga;1h;Outside_Resident;Outside_Worker;F;ZoneGlobale;All_modes;47
202003;16:30:00;JO;Hors_Zone;Haut-Katanga;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;339
202003;16:30:00;JO;Hors_Zone;Haut-Katanga;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;94
202003;16:30:00;JO;Hors_Zone;Kasai-Oriental;1h;Outside_Resident;Outside_Worker;F;ZoneGlobale;All_modes;22
202003;16:30:00;JO;Hors_Zone;Kasai-Oriental;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;53
202003;16:30:00;JO;Hors_Zone;Kinshasa;1h;Outside_Resident;Outside_Worker;F;ZoneGlobale;All_modes;64
202003;16:30:00;JO;Hors_Zone;Kinshasa;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;516
202003;16:30:00;JO;Hors_Zone;Kinshasa;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;57
202003;16:30:00;JO;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;F;ZoneGlobale;All_modes;54
202003;16:30:00;JO;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;299
202003;16:30:00;JO;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;61
202003;16:30:00;JO;Hors_Zone;Lualaba;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;21
202003;16:30:00;JO;Hors_Zone;Lualaba;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;27
202003;16:30:00;JO;Hors_Zone;Nord-Kivu;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;23
202003;16:30:00;JO;Hors_Zone;Sankuru;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;22
202003;16:30:00;JO;Hors_Zone;Sud-Kivu;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;112
202003;16:30:00;JO;Hors_Zone;Sud-Ubangi;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;26
202003;16:30:00;JO;Hors_Zone;Sud-Ubangi;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;25
202003;16:30:00;JO;Kasai-Oriental;Kinshasa;1h;Origin_Zone_Resident;Destination_Zone_Worker;NA;ZoneGlobale;All_modes;23
202003;16:30:00;JO;Kasai-Oriental;Kinshasa;3h;Origin_Zone_Resident;Destination_Zone_Worker;NA;ZoneGlobale;All_modes;23
202003;16:30:00;JO;Kinshasa;Kongo-Central;1h;Outside_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;22
202003;16:30:00;JO;Kinshasa;Kongo-Central;1h;Destination_Zone_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;36
202003;16:30:00;JO;Kinshasa;Kongo-Central;3h;Destination_Zone_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;68
202003;16:30:00;JO;Kinshasa;Kongo-Central;3h;Origin_Zone_Resident;Destination_Zone_Worker;F;ZoneGlobale;All_modes;23
202003;16:30:00;JO;Kinshasa;Kongo-Central;3h;Origin_Zone_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;28
202003;16:30:00;JO;Kinshasa;Kwilu;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;23
202003;16:30:00;JO;Kongo-Central;Kinshasa;1h;Destination_Zone_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;23
202003;16:30:00;JO;Kongo-Central;Kinshasa;1h;Origin_Zone_Resident;Destination_Zone_Worker;NA;ZoneGlobale;All_modes;23
202003;16:30:00;JO;Kongo-Central;Kinshasa;1h;Origin_Zone_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;52
202003;16:30:00;JO;Kongo-Central;Kinshasa;3h;Outside_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;22
202003;16:30:00;JO;Kongo-Central;Kinshasa;3h;Destination_Zone_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;23
202003;16:30:00;JO;Kongo-Central;Kinshasa;3h;Origin_Zone_Resident;Destination_Zone_Worker;NA;ZoneGlobale;All_modes;23
202003;16:30:00;JO;Kongo-Central;Kinshasa;3h;Origin_Zone_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;30
202003;16:30:00;JO;Lomami;Kasai-Oriental;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;23
202003;16:30:00;JO;Lomami;Kasai-Oriental;1h;Origin_Zone_Resident;Origin_Zone_Worker;F;ZoneGlobale;All_modes;23
202003;16:30:00;JO;Lomami;Kasai-Oriental;3h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;23
202003;16:30:00;WE;Haut-Katanga;Lualaba;3h;Origin_Zone_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;25
202003;16:30:00;WE;Hors_Zone;Haut-Katanga;1h;Outside_Resident;Outside_Worker;F;ZoneGlobale;All_modes;31
202003;16:30:00;WE;Hors_Zone;Haut-Katanga;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;111
202003;16:30:00;WE;Hors_Zone;Haut-Katanga;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;35
202003;16:30:00;WE;Hors_Zone;Kasai-Central;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;25
202003;16:30:00;WE;Hors_Zone;Kinshasa;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;142
202003;16:30:00;WE;Hors_Zone;Kinshasa;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;27
202003;16:30:00;WE;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;F;ZoneGlobale;All_modes;24
202003;16:30:00;WE;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;64
202003;16:30:00;WE;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;22
202003;16:30:00;WE;Hors_Zone;Sud-Kivu;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;24
202003;16:30:00;WE;Ituri;Nord-Kivu;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;21
202003;16:30:00;WE;Kasai-Oriental;Lomami;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;27
202003;16:30:00;WE;Kinshasa;Kongo-Central;1h;Outside_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;25
202003;16:30:00;WE;Kinshasa;Kongo-Central;1h;Destination_Zone_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;22
202003;16:30:00;WE;Kinshasa;Kongo-Central;1h;Origin_Zone_Resident;Destination_Zone_Worker;NA;ZoneGlobale;All_modes;23
202003;16:30:00;WE;Kinshasa;Kongo-Central;1h;Origin_Zone_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;22
202003;16:30:00;WE;Kinshasa;Kongo-Central;3h;Outside_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;25
202003;16:30:00;WE;Kinshasa;Kongo-Central;3h;Origin_Zone_Resident;Destination_Zone_Worker;NA;ZoneGlobale;All_modes;23
202003;16:30:00;WE;Kinshasa;Kongo-Central;3h;Origin_Zone_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;21
202003;16:30:00;WE;Kongo-Central;Kinshasa;1h;Origin_Zone_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;24
202003;16:30:00;WE;Kongo-Central;Kinshasa;1h;Origin_Zone_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;23
202003;16:30:00;WE;Kongo-Central;Kinshasa;1h;Origin_Zone_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;107
202003;16:30:00;WE;Kongo-Central;Kinshasa;3h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;24
202003;16:30:00;WE;Kongo-Central;Kinshasa;3h;Origin_Zone_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;157
202003;16:30:00;WE;Lomami;Kasai-Oriental;3h;Outside_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;23
202003;16:30:00;WE;Lualaba;Haut-Katanga;1h;Origin_Zone_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;24
202003;16:30:00;WE;Lualaba;Haut-Katanga;3h;Origin_Zone_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;24
202003;16:30:00;WE;Nord-Kivu;Sud-Kivu;1h;Study_Zone_Resident;Study_Zone_Worker;NA;ZoneGlobale;All_modes;34
202003;16:30:00;WE;Nord-Kivu;Sud-Kivu;3h;Study_Zone_Resident;Study_Zone_Worker;NA;ZoneGlobale;All_modes;34
202003;17:00:00;JO;Equateur;Kinshasa;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;21
202003;17:00:00;JO;Haut-Katanga;Lualaba;1h;Study_Zone_Resident;Study_Zone_Worker;NA;ZoneGlobale;All_modes;23
202003;17:00:00;JO;Hors_Zone;Haut-Katanga;1h;Outside_Resident;Outside_Worker;F;ZoneGlobale;All_modes;32
202003;17:00:00;JO;Hors_Zone;Haut-Katanga;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;284
202003;17:00:00;JO;Hors_Zone;Haut-Katanga;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;49
202003;17:00:00;JO;Hors_Zone;Kasai-Oriental;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;36
202003;17:00:00;JO;Hors_Zone;Kinshasa;1h;Outside_Resident;Outside_Worker;F;ZoneGlobale;All_modes;31
202003;17:00:00;JO;Hors_Zone;Kinshasa;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;361
202003;17:00:00;JO;Hors_Zone;Kinshasa;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;65
202003;17:00:00;JO;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;F;ZoneGlobale;All_modes;28
202003;17:00:00;JO;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;216
202003;17:00:00;JO;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;22
202003;17:00:00;JO;Hors_Zone;Kwilu;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;56
202003;17:00:00;JO;Hors_Zone;Lomami;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;22
202003;17:00:00;JO;Hors_Zone;Lualaba;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;21
202003;17:00:00;JO;Hors_Zone;Nord-Kivu;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;107
202003;17:00:00;JO;Hors_Zone;Sud-Kivu;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;46
202003;17:00:00;JO;Ituri;Nord-Kivu;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;23
202003;17:00:00;JO;Kasai-Central;Kasai-Oriental;3h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;23
202003;17:00:00;JO;Kasai-Central;Kinshasa;1h;Outside_Resident;Destination_Zone_Worker;NA;ZoneGlobale;All_modes;24
202003;17:00:00;JO;Kasai-Oriental;Kasai-Central;3h;Outside_Resident;Origin_Zone_Worker;NA;ZoneGlobale;All_modes;23
202003;17:00:00;JO;Kasai-Oriental;Kasai-Central;3h;Origin_Zone_Resident;Origin_Zone_Worker;NA;ZoneGlobale;All_modes;22
202003;17:00:00;JO;Kasai-Oriental;Lomami;3h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;22
202003;17:00:00;JO;Kasai-Oriental;Lomami;3h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;23
202003;17:00:00;JO;Kinshasa;Kasai-Central;1h;Origin_Zone_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;23
202003;17:00:00;JO;Kinshasa;Kongo-Central;1h;Outside_Resident;Outside_Worker;F;ZoneGlobale;All_modes;23
202003;17:00:00;JO;Kinshasa;Kongo-Central;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;47
202003;17:00:00;JO;Kinshasa;Kongo-Central;1h;Outside_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;47
202003;17:00:00;JO;Kinshasa;Kongo-Central;1h;Outside_Resident;Destination_Zone_Worker;NA;ZoneGlobale;All_modes;23
202003;17:00:00;JO;Kinshasa;Kongo-Central;1h;Destination_Zone_Resident;Destination_Zone_Worker;F;ZoneGlobale;All_modes;21
202003;17:00:00;JO;Kinshasa;Kongo-Central;1h;Destination_Zone_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;183
202003;17:00:00;JO;Kinshasa;Kongo-Central;3h;Outside_Resident;Outside_Worker;F;ZoneGlobale;All_modes;23
202003;17:00:00;JO;Kinshasa;Kongo-Central;3h;Outside_Resident;Destination_Zone_Worker;NA;ZoneGlobale;All_modes;23
202003;17:00:00;JO;Kinshasa;Kongo-Central;3h;Outside_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;23
202003;17:00:00;JO;Kinshasa;Kongo-Central;3h;Destination_Zone_Resident;Destination_Zone_Worker;F;ZoneGlobale;All_modes;55
202003;17:00:00;JO;Kinshasa;Kongo-Central;3h;Destination_Zone_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;153
202003;17:00:00;JO;Kinshasa;Kongo-Central;3h;Origin_Zone_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;42
202003;17:00:00;JO;Kongo-Central;Kinshasa;1h;Outside_Resident;Origin_Zone_Worker;NA;ZoneGlobale;All_modes;23
202003;17:00:00;JO;Kongo-Central;Kinshasa;1h;Origin_Zone_Resident;Origin_Zone_Worker;F;ZoneGlobale;All_modes;23
202003;17:00:00;JO;Kongo-Central;Kinshasa;1h;Origin_Zone_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;93
202003;17:00:00;JO;Kongo-Central;Kinshasa;3h;Outside_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;23
202003;17:00:00;JO;Kongo-Central;Kinshasa;3h;Origin_Zone_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;138
202003;17:00:00;JO;Lualaba;Haut-Katanga;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;23
202003;17:00:00;JO;Mai-Ndombe;Kwilu;1h;Study_Zone_Resident;Study_Zone_Worker;NA;ZoneGlobale;All_modes;23
202003;17:00:00;JO;Mai-Ndombe;Kwilu;3h;Study_Zone_Resident;Study_Zone_Worker;M;ZoneGlobale;All_modes;23
202003;17:00:00;JO;Nord-Kivu;Kinshasa;3h;Outside_Resident;Destination_Zone_Worker;NA;ZoneGlobale;All_modes;24
202003;17:00:00;JO;Nord-Kivu;Sud-Kivu;3h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;22
202003;17:00:00;JO;Tanganyika;Haut-Katanga;1h;Outside_Resident;Origin_Zone_Worker;NA;ZoneGlobale;All_modes;21
202003;17:00:00;WE;Haut-Katanga;Kinshasa;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;26
202003;17:00:00;WE;Hors_Zone;Haut-Katanga;1h;Outside_Resident;Outside_Worker;F;ZoneGlobale;All_modes;29
202003;17:00:00;WE;Hors_Zone;Haut-Katanga;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;106
202003;17:00:00;WE;Hors_Zone;Haut-Katanga;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;82
202003;17:00:00;WE;Hors_Zone;Haut-Uele;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;21
202003;17:00:00;WE;Hors_Zone;Kinshasa;1h;Outside_Resident;Outside_Worker;F;ZoneGlobale;All_modes;74
202003;17:00:00;WE;Hors_Zone;Kinshasa;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;147
202003;17:00:00;WE;Hors_Zone;Kinshasa;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;25
202003;17:00:00;WE;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;106
