Period;Hour;Day_type;Origin;Destination;Immobility;Home_Category;Activity_Category;Gender;Observation_Zone;Mode;Volume
202002;17:00:00;JO;Kinshasa;Kongo-Central;3h;Destination_Zone_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;211
202002;17:00:00;JO;Kinshasa;Kongo-Central;3h;Destination_Zone_Resident;Destination_Zone_Worker;NA;ZoneGlobale;All_modes;23
202002;17:00:00;JO;Kinshasa;Kongo-Central;3h;Origin_Zone_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;23
202002;17:00:00;JO;Kongo-Central;Kinshasa;1h;Origin_Zone_Resident;Origin_Zone_Worker;F;ZoneGlobale;All_modes;21
202002;17:00:00;JO;Kongo-Central;Kinshasa;1h;Origin_Zone_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;83
202002;17:00:00;JO;Kongo-Central;Kinshasa;3h;Destination_Zone_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;22
202002;17:00:00;JO;Kongo-Central;Kinshasa;3h;Origin_Zone_Resident;Origin_Zone_Worker;F;ZoneGlobale;All_modes;32
202002;17:00:00;JO;Kongo-Central;Kinshasa;3h;Origin_Zone_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;138
202002;17:00:00;JO;Lualaba;Haut-Katanga;1h;Outside_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;23
202002;17:00:00;JO;Lualaba;Haut-Katanga;1h;Outside_Resident;Destination_Zone_Worker;NA;ZoneGlobale;All_modes;24
202002;17:00:00;JO;Lualaba;Haut-Katanga;3h;Outside_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;24
202002;17:00:00;JO;Lualaba;Haut-Katanga;3h;Outside_Resident;Origin_Zone_Worker;NA;ZoneGlobale;All_modes;25
202002;17:00:00;JO;Lualaba;Kinshasa;1h;Origin_Zone_Resident;Origin_Zone_Worker;NA;ZoneGlobale;All_modes;24
202002;17:00:00;JO;Maniema;Kinshasa;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;23
202002;17:00:00;JO;Maniema;Kinshasa;3h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;23
202002;17:00:00;JO;Nord-Kivu;Kinshasa;1h;Outside_Resident;Origin_Zone_Worker;NA;ZoneGlobale;All_modes;24
202002;17:00:00;JO;Nord-Kivu;Kinshasa;3h;Outside_Resident;Origin_Zone_Worker;NA;ZoneGlobale;All_modes;24
202002;17:00:00;WE;Haut-Katanga;Lualaba;1h;Study_Zone_Resident;Study_Zone_Worker;F;ZoneGlobale;All_modes;23
202002;17:00:00;WE;Haut-Katanga;Lualaba;3h;Study_Zone_Resident;Study_Zone_Worker;F;ZoneGlobale;All_modes;23
202002;17:00:00;WE;Hors_Zone;Haut-Katanga;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;82
202002;17:00:00;WE;Hors_Zone;Haut-Katanga;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;54
202002;17:00:00;WE;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;F;ZoneGlobale;All_modes;44
202002;17:00:00;WE;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;139
202002;17:00:00;WE;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;100
202002;17:00:00;WE;Kasai-Central;Kasai-Oriental;3h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;24
202002;17:00:00;WE;Kasai-Central;Kasai-Oriental;3h;Origin_Zone_Resident;Origin_Zone_Worker;F;ZoneGlobale;All_modes;24
202002;17:00:00;WE;Kinshasa;Kongo-Central;3h;Outside_Resident;Origin_Zone_Worker;NA;ZoneGlobale;All_modes;23
202002;17:00:00;WE;Kongo-Central;Kinshasa;1h;Outside_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;23
202002;17:00:00;WE;Kongo-Central;Kinshasa;1h;Destination_Zone_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;40
202002;17:00:00;WE;Kongo-Central;Kinshasa;1h;Origin_Zone_Resident;Origin_Zone_Worker;F;ZoneGlobale;All_modes;38
202002;17:00:00;WE;Kongo-Central;Kinshasa;1h;Origin_Zone_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;48
202002;17:00:00;WE;Kongo-Central;Kinshasa;3h;Outside_Resident;Origin_Zone_Worker;NA;ZoneGlobale;All_modes;49
202002;17:00:00;WE;Kongo-Central;Kinshasa;3h;Destination_Zone_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;37
202002;17:00:00;WE;Kongo-Central;Kinshasa;3h;Origin_Zone_Resident;Origin_Zone_Worker;F;ZoneGlobale;All_modes;38
202002;17:00:00;WE;Kongo-Central;Kinshasa;3h;Origin_Zone_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;124
202002;17:00:00;WE;Lualaba;Haut-Katanga;3h;Origin_Zone_Resident;Destination_Zone_Worker;NA;ZoneGlobale;All_modes;23
202002;17:30:00;JO;Hors_Zone;Haut-Katanga;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;167
202002;17:30:00;JO;Hors_Zone;Haut-Katanga;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;56
202002;17:30:00;JO;Hors_Zone;Kinshasa;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;204
202002;17:30:00;JO;Hors_Zone;Kinshasa;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;173
202002;17:30:00;JO;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;F;ZoneGlobale;All_modes;27
202002;17:30:00;JO;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;314
202002;17:30:00;JO;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;149
202002;17:30:00;JO;Hors_Zone;Lualaba;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;48
202002;17:30:00;JO;Hors_Zone;Maniema;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;25
202002;17:30:00;JO;Hors_Zone;Nord-Kivu;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;24
202002;17:30:00;JO;Hors_Zone;Sud-Kivu;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;47
202002;17:30:00;JO;Ituri;Nord-Kivu;3h;Destination_Zone_Resident;Destination_Zone_Worker;NA;ZoneGlobale;All_modes;26
202002;17:30:00;JO;Kasai-Central;Lomami;3h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;26
202002;17:30:00;JO;Kasai-Central;Nord-Kivu;1h;Outside_Resident;Study_Zone_Worker;NA;ZoneGlobale;All_modes;24
202002;17:30:00;JO;Kinshasa;Haut-Katanga;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;23
202002;17:30:00;JO;Kinshasa;Haut-Katanga;3h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;23
202002;17:30:00;JO;Kinshasa;Kongo-Central;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;47
202002;17:30:00;JO;Kinshasa;Kongo-Central;1h;Destination_Zone_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;112
202002;17:30:00;JO;Kinshasa;Kongo-Central;3h;Outside_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;26
202002;17:30:00;JO;Kinshasa;Kongo-Central;3h;Destination_Zone_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;101
202002;17:30:00;JO;Kongo-Central;Kinshasa;1h;Outside_Resident;Origin_Zone_Worker;NA;ZoneGlobale;All_modes;25
202002;17:30:00;JO;Kongo-Central;Kinshasa;1h;Origin_Zone_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;114
202002;17:30:00;JO;Kongo-Central;Kinshasa;3h;Outside_Resident;Origin_Zone_Worker;F;ZoneGlobale;All_modes;25
202002;17:30:00;JO;Kongo-Central;Kinshasa;3h;Outside_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;25
202002;17:30:00;JO;Kongo-Central;Kinshasa;3h;Origin_Zone_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;174
202002;17:30:00;JO;Lomami;Kasai-Oriental;3h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;24
202002;17:30:00;JO;Lualaba;Haut-Katanga;3h;Outside_Resident;Origin_Zone_Worker;NA;ZoneGlobale;All_modes;25
202002;17:30:00;JO;Lualaba;Kinshasa;1h;Origin_Zone_Resident;Origin_Zone_Worker;NA;ZoneGlobale;All_modes;26
202002;17:30:00;JO;Nord-Kivu;Sud-Kivu;3h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;24
202002;17:30:00;WE;Hors_Zone;Equateur;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;24
202002;17:30:00;WE;Hors_Zone;Kinshasa;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;23
202002;17:30:00;WE;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;52
202002;17:30:00;WE;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;35
202002;17:30:00;WE;Hors_Zone;Kongo-Central;3h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;26
202002;17:30:00;WE;Hors_Zone;Maniema;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;24
202002;17:30:00;WE;Hors_Zone;Nord-Kivu;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;22
202002;17:30:00;WE;Ituri;Nord-Kivu;3h;Destination_Zone_Resident;Destination_Zone_Worker;NA;ZoneGlobale;All_modes;26
202002;17:30:00;WE;Kasai-Central;Kasai-Oriental;3h;Origin_Zone_Resident;Origin_Zone_Worker;F;ZoneGlobale;All_modes;24
202002;17:30:00;WE;Kinshasa;Haut-Katanga;1h;Study_Zone_Resident;Study_Zone_Worker;NA;ZoneGlobale;All_modes;26
202002;17:30:00;WE;Kinshasa;Haut-Katanga;3h;Study_Zone_Resident;Study_Zone_Worker;NA;ZoneGlobale;All_modes;26
202002;17:30:00;WE;Kinshasa;Kongo-Central;1h;Outside_Resident;Destination_Zone_Worker;NA;ZoneGlobale;All_modes;24
202002;17:30:00;WE;Kinshasa;Kongo-Central;1h;Destination_Zone_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;54
202002;17:30:00;WE;Kinshasa;Kongo-Central;1h;Origin_Zone_Resident;Destination_Zone_Worker;NA;ZoneGlobale;All_modes;24
202002;17:30:00;WE;Kinshasa;Kongo-Central;3h;Outside_Resident;Destination_Zone_Worker;NA;ZoneGlobale;All_modes;50
202002;17:30:00;WE;Kinshasa;Kongo-Central;3h;Destination_Zone_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;62
202002;17:30:00;WE;Kinshasa;Kongo-Central;3h;Origin_Zone_Resident;Destination_Zone_Worker;NA;ZoneGlobale;All_modes;24
202002;17:30:00;WE;Kongo-Central;Kinshasa;1h;Outside_Resident;Origin_Zone_Worker;NA;ZoneGlobale;All_modes;25
202002;17:30:00;WE;Kongo-Central;Kinshasa;1h;Origin_Zone_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;35
202002;17:30:00;WE;Kongo-Central;Kinshasa;3h;Outside_Resident;Origin_Zone_Worker;NA;ZoneGlobale;All_modes;25
202002;17:30:00;WE;Kongo-Central;Kinshasa;3h;Destination_Zone_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;27
202002;17:30:00;WE;Kongo-Central;Kinshasa;3h;Origin_Zone_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;73
202002;18:00:00;JO;Haut-Katanga;Haut-Lomami;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;26
202002;18:00:00;JO;Haut-Katanga;Haut-Lomami;3h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;26
202002;18:00:00;JO;Haut-Katanga;Lualaba;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;26
202002;18:00:00;JO;Haut-Katanga;Lualaba;3h;Origin_Zone_Resident;Origin_Zone_Worker;F;ZoneGlobale;All_modes;26
202002;18:00:00;JO;Hors_Zone;Haut-Katanga;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;113
202002;18:00:00;JO;Hors_Zone;Haut-Katanga;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;41
202002;18:00:00;JO;Hors_Zone;Kinshasa;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;170
202002;18:00:00;JO;Hors_Zone;Kinshasa;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;23
202002;18:00:00;JO;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;F;ZoneGlobale;All_modes;31
202002;18:00:00;JO;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;199
202002;18:00:00;JO;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;101
202002;18:00:00;JO;Hors_Zone;Lualaba;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;49
202002;18:00:00;JO;Hors_Zone;Lualaba;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;23
202002;18:00:00;JO;Kasai-Central;Kasai-Oriental;3h;Destination_Zone_Resident;Destination_Zone_Worker;NA;ZoneGlobale;All_modes;26
202002;18:00:00;JO;Kinshasa;Haut-Katanga;1h;Outside_Resident;Origin_Zone_Worker;NA;ZoneGlobale;All_modes;27
202002;18:00:00;JO;Kinshasa;Haut-Katanga;1h;Origin_Zone_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;27
202002;18:00:00;JO;Kinshasa;Haut-Katanga;3h;Origin_Zone_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;48
202002;18:00:00;JO;Kinshasa;Kongo-Central;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;46
202002;18:00:00;JO;Kinshasa;Kongo-Central;1h;Destination_Zone_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;62
202002;18:00:00;JO;Kinshasa;Kongo-Central;1h;Origin_Zone_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;27
202002;18:00:00;JO;Kinshasa;Kongo-Central;3h;Outside_Resident;Outside_Worker;F;ZoneGlobale;All_modes;53
202002;18:00:00;JO;Kinshasa;Kongo-Central;3h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;53
202002;18:00:00;JO;Kongo-Central;Kinshasa;1h;Outside_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;53
202002;18:00:00;JO;Kongo-Central;Kinshasa;1h;Destination_Zone_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;44
202002;18:00:00;JO;Kongo-Central;Kinshasa;1h;Origin_Zone_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;93
202002;18:00:00;JO;Kongo-Central;Kinshasa;3h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;35
202002;18:00:00;JO;Kongo-Central;Kinshasa;3h;Outside_Resident;Origin_Zone_Worker;NA;ZoneGlobale;All_modes;77
202002;18:00:00;JO;Kongo-Central;Kinshasa;3h;Origin_Zone_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;93
202002;18:00:00;JO;Kongo-Central;Kinshasa;3h;Origin_Zone_Resident;Origin_Zone_Worker;NA;ZoneGlobale;All_modes;32
202002;18:00:00;JO;Lualaba;Haut-Katanga;1h;Origin_Zone_Resident;Destination_Zone_Worker;NA;ZoneGlobale;All_modes;26
202002;18:00:00;JO;Lualaba;Haut-Lomami;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;27
202002;18:00:00;JO;Nord-Kivu;Kinshasa;1h;Study_Zone_Resident;Study_Zone_Worker;NA;ZoneGlobale;All_modes;27
202002;18:00:00;JO;Nord-Kivu;Kinshasa;3h;Study_Zone_Resident;Study_Zone_Worker;NA;ZoneGlobale;All_modes;27
202002;18:00:00;JO;Sud-Kivu;Nord-Kivu;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;25
202002;18:00:00;JO;Sud-Kivu;Nord-Kivu;3h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;25
202002;18:00:00;WE;Haut-Katanga;Lualaba;3h;Outside_Resident;Origin_Zone_Worker;F;ZoneGlobale;All_modes;27
202002;18:00:00;WE;Hors_Zone;Haut-Katanga;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;68
202002;18:00:00;WE;Hors_Zone;Haut-Katanga;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;24
202002;18:00:00;WE;Hors_Zone;Kasai;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;22
202002;18:00:00;WE;Hors_Zone;Kinshasa;1h;Outside_Resident;Outside_Worker;F;ZoneGlobale;All_modes;35
202002;18:00:00;WE;Hors_Zone;Kinshasa;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;66
202002;18:00:00;WE;Hors_Zone;Kinshasa;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;28
202002;18:00:00;WE;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;F;ZoneGlobale;All_modes;23
202002;18:00:00;WE;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;198
202002;18:00:00;WE;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;127
202002;18:00:00;WE;Kinshasa;Kongo-Central;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;28
202002;18:00:00;WE;Kongo-Central;Kinshasa;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;28
202002;18:00:00;WE;Kongo-Central;Kinshasa;1h;Origin_Zone_Resident;Destination_Zone_Worker;NA;ZoneGlobale;All_modes;27
202002;18:00:00;WE;Kongo-Central;Kinshasa;1h;Origin_Zone_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;107
202002;18:00:00;WE;Kongo-Central;Kinshasa;3h;Origin_Zone_Resident;Destination_Zone_Worker;NA;ZoneGlobale;All_modes;27
202002;18:00:00;WE;Kongo-Central;Kinshasa;3h;Origin_Zone_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;174
202002;18:00:00;WE;Sud-Kivu;Nord-Kivu;3h;Origin_Zone_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;24
202002;18:30:00;JO;Haut-Katanga;Lualaba;1h;Outside_Resident;Outside_Worker;F;ZoneGlobale;All_modes;22
202002;18:30:00;JO;Haut-Katanga;Lualaba;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;28
202002;18:30:00;JO;Haut-Katanga;Lualaba;1h;Origin_Zone_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;23
202002;18:30:00;JO;Hors_Zone;Haut-Katanga;1h;Outside_Resident;Outside_Worker;F;ZoneGlobale;All_modes;21
202002;18:30:00;JO;Hors_Zone;Haut-Katanga;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;242
202002;18:30:00;JO;Hors_Zone;Haut-Katanga;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;96
202002;18:30:00;JO;Hors_Zone;Kasai-Oriental;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;21
202002;18:30:00;JO;Hors_Zone;Kinshasa;1h;Outside_Resident;Outside_Worker;F;ZoneGlobale;All_modes;23
202002;18:30:00;JO;Hors_Zone;Kinshasa;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;178
202002;18:30:00;JO;Hors_Zone;Kinshasa;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;94
202002;18:30:00;JO;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;F;ZoneGlobale;All_modes;25
202002;18:30:00;JO;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;213
202002;18:30:00;JO;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;130
202002;18:30:00;JO;Hors_Zone;Lualaba;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;31
202002;18:30:00;JO;Hors_Zone;Lualaba;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;24
202002;18:30:00;JO;Hors_Zone;Nord-Ubangi;1h;Outside_Resident;Outside_Worker;F;ZoneGlobale;All_modes;28
202002;18:30:00;JO;Hors_Zone;Sud-Kivu;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;21
202002;18:30:00;JO;Hors_Zone;Sud-Kivu;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;26
202002;18:30:00;JO;Kinshasa;Kongo-Central;1h;Destination_Zone_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;83
202002;18:30:00;JO;Kinshasa;Kongo-Central;3h;Destination_Zone_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;58
202002;18:30:00;JO;Kongo-Central;Kinshasa;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;48
202002;18:30:00;JO;Kongo-Central;Kinshasa;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;28
202002;18:30:00;JO;Kongo-Central;Kinshasa;1h;Destination_Zone_Resident;Destination_Zone_Worker;F;ZoneGlobale;All_modes;27
202002;18:30:00;JO;Kongo-Central;Kinshasa;1h;Destination_Zone_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;22
202002;18:30:00;JO;Kongo-Central;Kinshasa;1h;Destination_Zone_Resident;Origin_Zone_Worker;NA;ZoneGlobale;All_modes;28
202002;18:30:00;JO;Kongo-Central;Kinshasa;1h;Origin_Zone_Resident;Origin_Zone_Worker;F;ZoneGlobale;All_modes;54
202002;18:30:00;JO;Kongo-Central;Kinshasa;1h;Origin_Zone_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;113
202002;18:30:00;JO;Kongo-Central;Kinshasa;3h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;28
202002;18:30:00;JO;Kongo-Central;Kinshasa;3h;Outside_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;27
202002;18:30:00;JO;Kongo-Central;Kinshasa;3h;Outside_Resident;Origin_Zone_Worker;NA;ZoneGlobale;All_modes;28
202002;18:30:00;JO;Kongo-Central;Kinshasa;3h;Destination_Zone_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;24
202002;18:30:00;JO;Kongo-Central;Kinshasa;3h;Origin_Zone_Resident;Origin_Zone_Worker;F;ZoneGlobale;All_modes;48
202002;18:30:00;JO;Kongo-Central;Kinshasa;3h;Origin_Zone_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;166
202002;18:30:00;JO;Nord-Kivu;Kinshasa;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;28
202002;18:30:00;JO;Nord-Kivu;Kinshasa;3h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;28
202002;18:30:00;WE;Haut-Lomami;Kasai;3h;Outside_Resident;Destination_Zone_Worker;NA;ZoneGlobale;All_modes;27
202002;18:30:00;WE;Hors_Zone;Haut-Katanga;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;40
202002;18:30:00;WE;Hors_Zone;Haut-Katanga;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;24
202002;18:30:00;WE;Hors_Zone;Kinshasa;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;27
202002;18:30:00;WE;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;63
202002;18:30:00;WE;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;27
202002;18:30:00;WE;Hors_Zone;Tshuapa;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;29
202002;18:30:00;WE;Kinshasa;Kongo-Central;1h;Destination_Zone_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;24
202002;18:30:00;WE;Kinshasa;Kongo-Central;1h;Origin_Zone_Resident;Destination_Zone_Worker;NA;ZoneGlobale;All_modes;27
202002;18:30:00;WE;Kinshasa;Kongo-Central;3h;Destination_Zone_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;43
202002;18:30:00;WE;Kinshasa;Kongo-Central;3h;Origin_Zone_Resident;Destination_Zone_Worker;NA;ZoneGlobale;All_modes;27
202002;18:30:00;WE;Kinshasa;Kongo-Central;3h;Origin_Zone_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;48
202002;18:30:00;WE;Kongo-Central;Kinshasa;1h;Origin_Zone_Resident;Origin_Zone_Worker;F;ZoneGlobale;All_modes;28
202002;18:30:00;WE;Kongo-Central;Kinshasa;1h;Origin_Zone_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;125
202002;18:30:00;WE;Kongo-Central;Kinshasa;1h;Origin_Zone_Resident;Origin_Zone_Worker;NA;ZoneGlobale;All_modes;21
202002;18:30:00;WE;Kongo-Central;Kinshasa;3h;Origin_Zone_Resident;Origin_Zone_Worker;F;ZoneGlobale;All_modes;26
202002;18:30:00;WE;Kongo-Central;Kinshasa;3h;Origin_Zone_Resident;Origin_Zone_Worker;M;ZoneGlobale;All_modes;145
202002;18:30:00;WE;Kongo-Central;Kinshasa;3h;Origin_Zone_Resident;Origin_Zone_Worker;NA;ZoneGlobale;All_modes;27
202002;18:30:00;WE;Lualaba;Haut-Katanga;1h;Destination_Zone_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;21
202002;18:30:00;WE;Lualaba;Haut-Katanga;3h;Destination_Zone_Resident;Destination_Zone_Worker;M;ZoneGlobale;All_modes;35
202002;19:00:00;JO;Haut-Katanga;Lualaba;1h;Outside_Resident;Outside_Worker;F;ZoneGlobale;All_modes;29
202002;19:00:00;JO;Haut-Katanga;Lualaba;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;30
202002;19:00:00;JO;Haut-Katanga;Lualaba;3h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;30
202002;19:00:00;JO;Hors_Zone;Haut-Katanga;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;168
202002;19:00:00;JO;Hors_Zone;Haut-Katanga;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;176
202002;19:00:00;JO;Hors_Zone;Haut-Uele;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;29
202002;19:00:00;JO;Hors_Zone;Kasai;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;21
202002;19:00:00;JO;Hors_Zone;Kinshasa;1h;Outside_Resident;Outside_Worker;M;ZoneGlobale;All_modes;70
202002;19:00:00;JO;Hors_Zone;Kinshasa;1h;Outside_Resident;Outside_Worker;NA;ZoneGlobale;All_modes;31
202002;19:00:00;JO;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;F;ZoneGlobale;All_modes;93
