Date;Hour;Day_type;Zone;TypeFlux;Home_Zone;Activity_Zone;Volume
2020-04-05;06:00:00;WE;Haut-Katanga;Entree;Haut-Katanga;Haut-Katanga;5185
2020-04-05;06:00:00;WE;Haut-Katanga;Entree;Haut-Katanga;Lualaba;398
2020-04-05;06:00:00;WE;Haut-Katanga;Entree;Lualaba;Lualaba;1196
2020-04-05;06:00:00;WE;Haut-Katanga;Sortie;Haut-Katanga;Haut-Katanga;2792
2020-04-05;06:00:00;WE;Haut-Katanga;Sortie;Haut-Katanga;Lualaba;797
2020-04-05;06:00:00;WE;Haut-Katanga;Sortie;Hors_Zone;Hors_Zone;398
2020-04-05;06:00:00;WE;Haut-Katanga;Sortie;Lualaba;Haut-Katanga;1196
2020-04-05;06:00:00;WE;Haut-Katanga;Sortie;Lualaba;Hors_Zone;529
2020-04-05;06:00:00;WE;Haut-Katanga;Sortie;Lualaba;Lualaba;2792
2020-04-05;06:00:00;WE;Haut-Lomami;Entree;Lomami;Lomami;1383
2020-04-05;06:00:00;WE;Haut-Lomami;Sortie;Haut-Lomami;Haut-Lomami;398
2020-04-05;06:00:00;WE;Haut-Lomami;Sortie;Hors_Zone;Haut-Lomami;398
2020-04-05;06:00:00;WE;Haut-Lomami;Sortie;Hors_Zone;Hors_Zone;691
2020-04-05;06:00:00;WE;Haut-Lomami;Sortie;Lomami;Lomami;1383
2020-04-05;06:00:00;WE;Kasai;Sortie;Haut-Lomami;Haut-Lomami;398
2020-04-05;06:00:00;WE;Kasai-Central;Entree;Kasai-Central;Kasai-Central;8022
2020-04-05;06:00:00;WE;Kasai-Central;Sortie;Hors_Zone;Hors_Zone;8022
2020-04-05;06:00:00;WE;Kasai-Central;Sortie;Lomami;Lomami;691
2020-04-05;06:00:00;WE;Kasai-Oriental;Entree;Hors_Zone;Hors_Zone;9406
2020-04-05;06:00:00;WE;Kasai-Oriental;Entree;Hors_Zone;Kasai-Oriental;691
2020-04-05;06:00:00;WE;Kasai-Oriental;Entree;Kasai-Oriental;Kasai-Oriental;5535
2020-04-05;06:00:00;WE;Kasai-Oriental;Entree;Kasai-Oriental;Lomami;2075
2020-04-05;06:00:00;WE;Kasai-Oriental;Entree;Lomami;Lomami;2767
2020-04-05;06:00:00;WE;Kasai-Oriental;Sortie;Hors_Zone;Hors_Zone;691
2020-04-05;06:00:00;WE;Kasai-Oriental;Sortie;Hors_Zone;Kasai-Oriental;691
2020-04-05;06:00:00;WE;Kasai-Oriental;Sortie;Hors_Zone;Lomami;691
2020-04-05;06:00:00;WE;Kasai-Oriental;Sortie;Kasai-Central;Kasai-Central;16045
2020-04-05;06:00:00;WE;Kasai-Oriental;Sortie;Kasai-Central;Kasai-Oriental;8022
2020-04-05;06:00:00;WE;Kasai-Oriental;Sortie;Kasai-Oriental;Kasai-Oriental;5535
2020-04-05;06:00:00;WE;Kasai-Oriental;Sortie;Kasai-Oriental;Lomami;2767
2020-04-05;06:00:00;WE;Kasai-Oriental;Sortie;Lomami;Kasai-Oriental;2075
2020-04-05;06:00:00;WE;Kasai-Oriental;Sortie;Lomami;Lomami;6919
2020-04-05;06:00:00;WE;Kinshasa;Entree;Hors_Zone;Hors_Zone;605
2020-04-05;06:00:00;WE;Kinshasa;Sortie;Kinshasa;Kinshasa;766
2020-04-05;06:00:00;WE;Kongo-Central;Entree;Kongo-Central;Kongo-Central;766
2020-04-05;06:00:00;WE;Kongo-Central;Sortie;Hors_Zone;Hors_Zone;605
2020-04-05;06:00:00;WE;Kongo-Central;Sortie;Kongo-Central;Kinshasa;605
2020-04-05;06:00:00;WE;Lomami;Entree;Haut-Lomami;Haut-Lomami;398
2020-04-05;06:00:00;WE;Lomami;Entree;Hors_Zone;Haut-Lomami;398
2020-04-05;06:00:00;WE;Lomami;Entree;Hors_Zone;Hors_Zone;2075
2020-04-05;06:00:00;WE;Lomami;Entree;Hors_Zone;Kasai-Oriental;691
2020-04-05;06:00:00;WE;Lomami;Entree;Hors_Zone;Lomami;691
2020-04-05;06:00:00;WE;Lomami;Entree;Kasai-Oriental;Kasai-Oriental;7611
2020-04-05;06:00:00;WE;Lomami;Entree;Kasai-Oriental;Lomami;3459
2020-04-05;06:00:00;WE;Lomami;Entree;Lomami;Lomami;6227
2020-04-05;06:00:00;WE;Lomami;Sortie;Haut-Lomami;Haut-Lomami;398
2020-04-05;06:00:00;WE;Lomami;Sortie;Hors_Zone;Hors_Zone;2075
2020-04-05;06:00:00;WE;Lomami;Sortie;Hors_Zone;Kasai-Oriental;691
2020-04-05;06:00:00;WE;Lomami;Sortie;Kasai-Oriental;Kasai-Oriental;10379
2020-04-05;06:00:00;WE;Lomami;Sortie;Kasai-Oriental;Lomami;3459
2020-04-05;06:00:00;WE;Lomami;Sortie;Lomami;Lomami;4151
2020-04-05;06:00:00;WE;Lualaba;Entree;Haut-Katanga;Haut-Katanga;2393
2020-04-05;06:00:00;WE;Lualaba;Entree;Hors_Zone;Hors_Zone;797
2020-04-05;06:00:00;WE;Lualaba;Entree;Lualaba;Haut-Katanga;398
2020-04-05;06:00:00;WE;Lualaba;Entree;Lualaba;Lualaba;1196
2020-04-05;06:00:00;WE;Lualaba;Sortie;Haut-Katanga;Haut-Katanga;8776
2020-04-05;06:00:00;WE;Lualaba;Sortie;Haut-Katanga;Lualaba;1595
2020-04-05;06:00:00;WE;Lualaba;Sortie;Hors_Zone;Haut-Katanga;398
2020-04-05;06:00:00;WE;Lualaba;Sortie;Lualaba;Lualaba;797
2020-04-05;06:00:00;WE;Nord-Kivu;Entree;Nord-Kivu;Nord-Kivu;3190
2020-04-05;06:00:00;WE;Nord-Kivu;Entree;Nord-Kivu;Sud-Kivu;2314
2020-04-05;06:00:00;WE;Nord-Kivu;Entree;Sud-Kivu;Nord-Kivu;638
2020-04-05;06:00:00;WE;Nord-Kivu;Entree;Sud-Kivu;Sud-Kivu;1839
2020-04-05;06:00:00;WE;Nord-Kivu;Sortie;Hors_Zone;Hors_Zone;400
2020-04-05;06:00:00;WE;Nord-Kivu;Sortie;Nord-Kivu;Nord-Kivu;3115
2020-04-05;06:00:00;WE;Nord-Kivu;Sortie;Nord-Kivu;Sud-Kivu;1201
2020-04-05;06:00:00;WE;Nord-Kivu;Sortie;Sud-Kivu;Nord-Kivu;1676
