Date;Hour;Type;Activity_Zone;Home_Zone;Zone;Volume
2020-03-13;06:00:00;Local;Hors_Zone;Hors_Zone;ZoneGlobale;6001129
2020-03-13;06:00:00;Local;Tanganyika;Hors_Zone;ZoneGlobale;5330
2020-03-13;06:00:00;Local;Mongala;Hors_Zone;ZoneGlobale;109627
2020-03-13;06:00:00;Local;Sankuru;Hors_Zone;ZoneGlobale;1340
2020-03-13;06:00:00;Local;Haut-Katanga;Hors_Zone;ZoneGlobale;370484
2020-03-13;06:00:00;Local;Lualaba;Hors_Zone;ZoneGlobale;110009
2020-03-13;06:00:00;Local;Kinshasa;Hors_Zone;ZoneGlobale;130523
2020-03-13;06:00:00;Local;Sud-Kivu;Hors_Zone;ZoneGlobale;226452
2020-03-13;06:00:00;Local;Tshopo;Hors_Zone;ZoneGlobale;198128
2020-03-13;06:00:00;Local;Kongo-Central;Hors_Zone;ZoneGlobale;42915
2020-03-13;06:00:00;Local;Ituri;Hors_Zone;ZoneGlobale;33943
2020-03-13;06:00:00;Local;Kasai;Hors_Zone;ZoneGlobale;40945
2020-03-13;06:00:00;Local;Lomami;Hors_Zone;ZoneGlobale;47492
2020-03-13;06:00:00;Local;Kasai-Oriental;Hors_Zone;ZoneGlobale;112395
2020-03-13;06:00:00;Local;Kwilu;Hors_Zone;ZoneGlobale;87291
2020-03-13;06:00:00;Local;Mai-Ndombe;Hors_Zone;ZoneGlobale;108710
2020-03-13;06:00:00;Local;Maniema;Hors_Zone;ZoneGlobale;104086
2020-03-13;06:00:00;Local;Kwango;Hors_Zone;ZoneGlobale;21742
2020-03-13;06:00:00;Local;Haut-Uele;Hors_Zone;ZoneGlobale;1106
2020-03-13;06:00:00;Local;Sud-Ubangi;Hors_Zone;ZoneGlobale;82220
2020-03-13;06:00:00;Local;Kasai-Central;Hors_Zone;ZoneGlobale;245509
2020-03-13;06:00:00;Local;Equateur;Hors_Zone;ZoneGlobale;128221
2020-03-13;06:00:00;Local;Haut-Lomami;Hors_Zone;ZoneGlobale;10771
2020-03-13;06:00:00;Local;Nord-Kivu;Hors_Zone;ZoneGlobale;348116
2020-03-13;06:00:00;Local;Hors_Zone;Tanganyika;ZoneGlobale;993
2020-03-13;06:00:00;Local;Tanganyika;Tanganyika;ZoneGlobale;27263
2020-03-13;06:00:00;Local;Sud-Kivu;Tanganyika;ZoneGlobale;509
2020-03-13;06:00:00;Local;Hors_Zone;Mongala;ZoneGlobale;46033
2020-03-13;06:00:00;Local;Mongala;Mongala;ZoneGlobale;713546
2020-03-13;06:00:00;Local;Hors_Zone;Sankuru;ZoneGlobale;1340
2020-03-13;06:00:00;Local;Sankuru;Sankuru;ZoneGlobale;28487
2020-03-13;06:00:00;Local;Hors_Zone;Haut-Katanga;ZoneGlobale;77001
2020-03-13;06:00:00;Local;Haut-Katanga;Haut-Katanga;ZoneGlobale;7786787
2020-03-13;06:00:00;Local;Lualaba;Haut-Katanga;ZoneGlobale;32304
2020-03-13;06:00:00;Local;Kinshasa;Haut-Katanga;ZoneGlobale;3391
2020-03-13;06:00:00;Local;Kasai-Oriental;Haut-Katanga;ZoneGlobale;1329
2020-03-13;06:00:00;Local;Kasai-Central;Haut-Katanga;ZoneGlobale;496
2020-03-13;06:00:00;Local;Haut-Lomami;Haut-Katanga;ZoneGlobale;745
2020-03-13;06:00:00;Local;Nord-Kivu;Haut-Katanga;ZoneGlobale;322
2020-03-13;06:00:00;Local;Hors_Zone;Lualaba;ZoneGlobale;21370
2020-03-13;06:00:00;Local;Haut-Katanga;Lualaba;ZoneGlobale;33297
2020-03-13;06:00:00;Local;Lualaba;Lualaba;ZoneGlobale;1945734
2020-03-13;06:00:00;Local;Kinshasa;Lualaba;ZoneGlobale;645
2020-03-13;06:00:00;Local;Sud-Kivu;Lualaba;ZoneGlobale;248
2020-03-13;06:00:00;Local;Lomami;Lualaba;ZoneGlobale;248
2020-03-13;06:00:00;Local;Kasai-Oriental;Lualaba;ZoneGlobale;248
2020-03-13;06:00:00;Local;Hors_Zone;Kinshasa;ZoneGlobale;92360
2020-03-13;06:00:00;Local;Haut-Katanga;Kinshasa;ZoneGlobale;1291
2020-03-13;06:00:00;Local;Lualaba;Kinshasa;ZoneGlobale;248
2020-03-13;06:00:00;Local;Kinshasa;Kinshasa;ZoneGlobale;4648575
2020-03-13;06:00:00;Local;Kongo-Central;Kinshasa;ZoneGlobale;10326
2020-03-13;06:00:00;Local;Kasai-Oriental;Kinshasa;ZoneGlobale;322
2020-03-13;06:00:00;Local;Kasai-Central;Kinshasa;ZoneGlobale;5087
2020-03-13;06:00:00;Local;Hors_Zone;Nord-Ubangi;ZoneGlobale;27406
2020-03-13;06:00:00;Local;Nord-Ubangi;Nord-Ubangi;ZoneGlobale;246661
2020-03-13;06:00:00;Local;Equateur;Nord-Ubangi;ZoneGlobale;9135
2020-03-13;06:00:00;Local;Hors_Zone;Tshuapa;ZoneGlobale;9135
2020-03-13;06:00:00;Local;Tshuapa;Tshuapa;ZoneGlobale;173576
2020-03-13;06:00:00;Local;Hors_Zone;Sud-Kivu;ZoneGlobale;69753
2020-03-13;06:00:00;Local;Sud-Kivu;Sud-Kivu;ZoneGlobale;5239817
2020-03-13;06:00:00;Local;Nord-Kivu;Sud-Kivu;ZoneGlobale;28359
2020-03-13;06:00:00;Local;Hors_Zone;Tshopo;ZoneGlobale;101374
2020-03-13;06:00:00;Local;Tshopo;Tshopo;ZoneGlobale;7745259
2020-03-13;06:00:00;Local;Ituri;Tshopo;ZoneGlobale;1592
2020-03-13;06:00:00;Local;Bas-Uele;Tshopo;ZoneGlobale;1106
2020-03-13;06:00:00;Local;Nord-Kivu;Tshopo;ZoneGlobale;485
2020-03-13;06:00:00;Local;Hors_Zone;Kongo-Central;ZoneGlobale;55177
2020-03-13;06:00:00;Local;Kinshasa;Kongo-Central;ZoneGlobale;9810
2020-03-13;06:00:00;Local;Kongo-Central;Kongo-Central;ZoneGlobale;1675307
2020-03-13;06:00:00;Local;Hors_Zone;Ituri;ZoneGlobale;8852
2020-03-13;06:00:00;Local;Tshopo;Ituri;ZoneGlobale;1106
2020-03-13;06:00:00;Local;Ituri;Ituri;ZoneGlobale;529731
2020-03-13;06:00:00;Local;Nord-Kivu;Ituri;ZoneGlobale;1106
2020-03-13;06:00:00;Local;Hors_Zone;Kasai;ZoneGlobale;15261
2020-03-13;06:00:00;Local;Kasai;Kasai;ZoneGlobale;281840
2020-03-13;06:00:00;Local;Kwilu;Kasai;ZoneGlobale;5087
2020-03-13;06:00:00;Local;Kasai-Central;Kasai;ZoneGlobale;10174
2020-03-13;06:00:00;Local;Hors_Zone;Bas-Uele;ZoneGlobale;2213
2020-03-13;06:00:00;Local;Bas-Uele;Bas-Uele;ZoneGlobale;53599
2020-03-13;06:00:00;Local;Hors_Zone;Lomami;ZoneGlobale;40378
2020-03-13;06:00:00;Local;Lomami;Lomami;ZoneGlobale;2257568
2020-03-13;06:00:00;Local;Kasai-Oriental;Lomami;ZoneGlobale;24043
2020-03-13;06:00:00;Local;Haut-Lomami;Lomami;ZoneGlobale;583
2020-03-13;06:00:00;Local;Hors_Zone;Kasai-Oriental;ZoneGlobale;71385
2020-03-13;06:00:00;Local;Haut-Katanga;Kasai-Oriental;ZoneGlobale;918
2020-03-13;06:00:00;Local;Lualaba;Kasai-Oriental;ZoneGlobale;583
2020-03-13;06:00:00;Local;Lomami;Kasai-Oriental;ZoneGlobale;18259
2020-03-13;06:00:00;Local;Kasai-Oriental;Kasai-Oriental;ZoneGlobale;6686636
2020-03-13;06:00:00;Local;Kasai-Central;Kasai-Oriental;ZoneGlobale;16601
2020-03-13;06:00:00;Local;Hors_Zone;Kwilu;ZoneGlobale;109033
2020-03-13;06:00:00;Local;Kinshasa;Kwilu;ZoneGlobale;21742
2020-03-13;06:00:00;Local;Kasai;Kwilu;ZoneGlobale;5087
2020-03-13;06:00:00;Local;Kwilu;Kwilu;ZoneGlobale;1589175
2020-03-13;06:00:00;Local;Hors_Zone;Mai-Ndombe;ZoneGlobale;131049
2020-03-13;06:00:00;Local;Mai-Ndombe;Mai-Ndombe;ZoneGlobale;848265
2020-03-13;06:00:00;Local;Hors_Zone;Maniema;ZoneGlobale;22809
2020-03-13;06:00:00;Local;Sud-Kivu;Maniema;ZoneGlobale;11404
2020-03-13;06:00:00;Local;Maniema;Maniema;ZoneGlobale;968401
2020-03-13;06:00:00;Local;Hors_Zone;Kwango;ZoneGlobale;43484
2020-03-13;06:00:00;Local;Kwango;Kwango;ZoneGlobale;500068
2020-03-13;06:00:00;Local;Hors_Zone;Haut-Uele;ZoneGlobale;1106
2020-03-13;06:00:00;Local;Haut-Uele;Haut-Uele;ZoneGlobale;26259
2020-03-13;06:00:00;Local;Hors_Zone;Sud-Ubangi;ZoneGlobale;18271
2020-03-13;06:00:00;Local;Sud-Ubangi;Sud-Ubangi;ZoneGlobale;823174
2020-03-13;06:00:00;Local;Hors_Zone;Kasai-Central;ZoneGlobale;132513
2020-03-13;06:00:00;Local;Haut-Katanga;Kasai-Central;ZoneGlobale;496
2020-03-13;06:00:00;Local;Kinshasa;Kasai-Central;ZoneGlobale;322
2020-03-13;06:00:00;Local;Kasai-Oriental;Kasai-Central;ZoneGlobale;15931
