Date;Hour;Type;Activity_Zone;Home_Zone;Zone;Volume
2020-03-08;06:00:00;Local;Hors_Zone;Hors_Zone;ZoneGlobale;6232106
2020-03-08;06:00:00;Local;Tanganyika;Hors_Zone;ZoneGlobale;4471
2020-03-08;06:00:00;Local;Mongala;Hors_Zone;ZoneGlobale;36611
2020-03-08;06:00:00;Local;Sankuru;Hors_Zone;ZoneGlobale;6262
2020-03-08;06:00:00;Local;Haut-Katanga;Hors_Zone;ZoneGlobale;432793
2020-03-08;06:00:00;Local;Lualaba;Hors_Zone;ZoneGlobale;130480
2020-03-08;06:00:00;Local;Kinshasa;Hors_Zone;ZoneGlobale;162694
2020-03-08;06:00:00;Local;Nord-Ubangi;Hors_Zone;ZoneGlobale;18305
2020-03-08;06:00:00;Local;Tshuapa;Hors_Zone;ZoneGlobale;36611
2020-03-08;06:00:00;Local;Sud-Kivu;Hors_Zone;ZoneGlobale;232974
2020-03-08;06:00:00;Local;Tshopo;Hors_Zone;ZoneGlobale;103280
2020-03-08;06:00:00;Local;Kongo-Central;Hors_Zone;ZoneGlobale;59938
2020-03-08;06:00:00;Local;Ituri;Hors_Zone;ZoneGlobale;93854
2020-03-08;06:00:00;Local;Kasai;Hors_Zone;ZoneGlobale;23488
2020-03-08;06:00:00;Local;Bas-Uele;Hors_Zone;ZoneGlobale;376
2020-03-08;06:00:00;Local;Lomami;Hors_Zone;ZoneGlobale;74710
2020-03-08;06:00:00;Local;Kasai-Oriental;Hors_Zone;ZoneGlobale;188567
2020-03-08;06:00:00;Local;Kwilu;Hors_Zone;ZoneGlobale;145459
2020-03-08;06:00:00;Local;Mai-Ndombe;Hors_Zone;ZoneGlobale;82689
2020-03-08;06:00:00;Local;Maniema;Hors_Zone;ZoneGlobale;79640
2020-03-08;06:00:00;Local;Kwango;Hors_Zone;ZoneGlobale;20672
2020-03-08;06:00:00;Local;Haut-Uele;Hors_Zone;ZoneGlobale;7639
2020-03-08;06:00:00;Local;Sud-Ubangi;Hors_Zone;ZoneGlobale;54917
2020-03-08;06:00:00;Local;Kasai-Central;Hors_Zone;ZoneGlobale;392553
2020-03-08;06:00:00;Local;Equateur;Hors_Zone;ZoneGlobale;183434
2020-03-08;06:00:00;Local;Haut-Lomami;Hors_Zone;ZoneGlobale;13869
2020-03-08;06:00:00;Local;Nord-Kivu;Hors_Zone;ZoneGlobale;375044
2020-03-08;06:00:00;Local;Hors_Zone;Tanganyika;ZoneGlobale;742
2020-03-08;06:00:00;Local;Tanganyika;Tanganyika;ZoneGlobale;23474
2020-03-08;06:00:00;Local;Nord-Kivu;Tanganyika;ZoneGlobale;443
2020-03-08;06:00:00;Local;Hors_Zone;Mongala;ZoneGlobale;27458
2020-03-08;06:00:00;Local;Mongala;Mongala;ZoneGlobale;422162
2020-03-08;06:00:00;Local;Hors_Zone;Sankuru;ZoneGlobale;1648
2020-03-08;06:00:00;Local;Sankuru;Sankuru;ZoneGlobale;24262
2020-03-08;06:00:00;Local;Hors_Zone;Haut-Katanga;ZoneGlobale;62332
2020-03-08;06:00:00;Local;Haut-Katanga;Haut-Katanga;ZoneGlobale;8208473
2020-03-08;06:00:00;Local;Lualaba;Haut-Katanga;ZoneGlobale;25509
2020-03-08;06:00:00;Local;Kinshasa;Haut-Katanga;ZoneGlobale;2991
2020-03-08;06:00:00;Local;Lomami;Haut-Katanga;ZoneGlobale;329
2020-03-08;06:00:00;Local;Kasai-Oriental;Haut-Katanga;ZoneGlobale;247
2020-03-08;06:00:00;Local;Hors_Zone;Lualaba;ZoneGlobale;22123
2020-03-08;06:00:00;Local;Haut-Katanga;Lualaba;ZoneGlobale;27133
2020-03-08;06:00:00;Local;Lualaba;Lualaba;ZoneGlobale;1960040
2020-03-08;06:00:00;Local;Haut-Lomami;Lualaba;ZoneGlobale;247
