Date;Hour;Type;Activity_Zone;Home_Zone;Zone;Volume
2020-02-07;06:00:00;Local;Hors_Zone;Hors_Zone;ZoneGlobale;6358350
2020-02-07;06:00:00;Local;Tanganyika;Hors_Zone;ZoneGlobale;5805
2020-02-07;06:00:00;Local;Mongala;Hors_Zone;ZoneGlobale;90765
2020-02-07;06:00:00;Local;Sankuru;Hors_Zone;ZoneGlobale;1858
2020-02-07;06:00:00;Local;Haut-Katanga;Hors_Zone;ZoneGlobale;327970
2020-02-07;06:00:00;Local;Lualaba;Hors_Zone;ZoneGlobale;101282
2020-02-07;06:00:00;Local;Kinshasa;Hors_Zone;ZoneGlobale;138038
2020-02-07;06:00:00;Local;Nord-Ubangi;Hors_Zone;ZoneGlobale;24754
2020-02-07;06:00:00;Local;Tshuapa;Hors_Zone;ZoneGlobale;16502
2020-02-07;06:00:00;Local;Sud-Kivu;Hors_Zone;ZoneGlobale;195689
2020-02-07;06:00:00;Local;Tshopo;Hors_Zone;ZoneGlobale;173820
2020-02-07;06:00:00;Local;Kongo-Central;Hors_Zone;ZoneGlobale;58671
2020-02-07;06:00:00;Local;Ituri;Hors_Zone;ZoneGlobale;51347
2020-02-07;06:00:00;Local;Kasai;Hors_Zone;ZoneGlobale;16817
2020-02-07;06:00:00;Local;Bas-Uele;Hors_Zone;ZoneGlobale;5141
2020-02-07;06:00:00;Local;Lomami;Hors_Zone;ZoneGlobale;58595
2020-02-07;06:00:00;Local;Kasai-Oriental;Hors_Zone;ZoneGlobale;127634
2020-02-07;06:00:00;Local;Kwilu;Hors_Zone;ZoneGlobale;152020
2020-02-07;06:00:00;Local;Mai-Ndombe;Hors_Zone;ZoneGlobale;164837
2020-02-07;06:00:00;Local;Maniema;Hors_Zone;ZoneGlobale;112379
2020-02-07;06:00:00;Local;Kwango;Hors_Zone;ZoneGlobale;110533
2020-02-07;06:00:00;Local;Haut-Uele;Hors_Zone;ZoneGlobale;3085
2020-02-07;06:00:00;Local;Sud-Ubangi;Hors_Zone;ZoneGlobale;107588
2020-02-07;06:00:00;Local;Kasai-Central;Hors_Zone;ZoneGlobale;243981
2020-02-07;06:00:00;Local;Equateur;Hors_Zone;ZoneGlobale;123770
2020-02-07;06:00:00;Local;Haut-Lomami;Hors_Zone;ZoneGlobale;12823
2020-02-07;06:00:00;Local;Nord-Kivu;Hors_Zone;ZoneGlobale;343542
2020-02-07;06:00:00;Local;Hors_Zone;Tanganyika;ZoneGlobale;2187
2020-02-07;06:00:00;Local;Tanganyika;Tanganyika;ZoneGlobale;35423
2020-02-07;06:00:00;Local;Hors_Zone;Mongala;ZoneGlobale;58401
2020-02-07;06:00:00;Local;Mongala;Mongala;ZoneGlobale;727932
2020-02-07;06:00:00;Local;Kinshasa;Mongala;ZoneGlobale;320
2020-02-07;06:00:00;Local;Tshopo;Mongala;ZoneGlobale;1028
2020-02-07;06:00:00;Local;Hors_Zone;Sankuru;ZoneGlobale;969
2020-02-07;06:00:00;Local;Sankuru;Sankuru;ZoneGlobale;52941
2020-02-07;06:00:00;Local;Hors_Zone;Haut-Katanga;ZoneGlobale;75482
2020-02-07;06:00:00;Local;Haut-Katanga;Haut-Katanga;ZoneGlobale;8078803
2020-02-07;06:00:00;Local;Lualaba;Haut-Katanga;ZoneGlobale;22013
2020-02-07;06:00:00;Local;Kinshasa;Haut-Katanga;ZoneGlobale;1688
2020-02-07;06:00:00;Local;Tshopo;Haut-Katanga;ZoneGlobale;241
2020-02-07;06:00:00;Local;Haut-Lomami;Haut-Katanga;ZoneGlobale;241
2020-02-07;06:00:00;Local;Hors_Zone;Lualaba;ZoneGlobale;22254
2020-02-07;06:00:00;Local;Haut-Katanga;Lualaba;ZoneGlobale;28786
2020-02-07;06:00:00;Local;Lualaba;Lualaba;ZoneGlobale;1927699
2020-02-07;06:00:00;Local;Kasai-Oriental;Lualaba;ZoneGlobale;241
2020-02-07;06:00:00;Local;Haut-Lomami;Lualaba;ZoneGlobale;241
2020-02-07;06:00:00;Local;Hors_Zone;Kinshasa;ZoneGlobale;215744
2020-02-07;06:00:00;Local;Haut-Katanga;Kinshasa;ZoneGlobale;562
2020-02-07;06:00:00;Local;Lualaba;Kinshasa;ZoneGlobale;320
2020-02-07;06:00:00;Local;Kinshasa;Kinshasa;ZoneGlobale;4790127
2020-02-07;06:00:00;Local;Sud-Kivu;Kinshasa;ZoneGlobale;251
2020-02-07;06:00:00;Local;Tshopo;Kinshasa;ZoneGlobale;463
2020-02-07;06:00:00;Local;Kongo-Central;Kinshasa;ZoneGlobale;9320
2020-02-07;06:00:00;Local;Kasai-Oriental;Kinshasa;ZoneGlobale;644
2020-02-07;06:00:00;Local;Kwilu;Kinshasa;ZoneGlobale;320
2020-02-07;06:00:00;Local;Kasai-Central;Kinshasa;ZoneGlobale;5177
2020-02-07;06:00:00;Local;Hors_Zone;Nord-Ubangi;ZoneGlobale;8251
2020-02-07;06:00:00;Local;Nord-Ubangi;Nord-Ubangi;ZoneGlobale;255792
2020-02-07;06:00:00;Local;Tshuapa;Tshuapa;ZoneGlobale;240073
2020-02-07;06:00:00;Local;Hors_Zone;Sud-Kivu;ZoneGlobale;69075
2020-02-07;06:00:00;Local;Kinshasa;Sud-Kivu;ZoneGlobale;251
2020-02-07;06:00:00;Local;Sud-Kivu;Sud-Kivu;ZoneGlobale;6251487
2020-02-07;06:00:00;Local;Nord-Kivu;Sud-Kivu;ZoneGlobale;30499
2020-02-07;06:00:00;Local;Hors_Zone;Tshopo;ZoneGlobale;66600
2020-02-07;06:00:00;Local;Sud-Kivu;Tshopo;ZoneGlobale;8251
2020-02-07;06:00:00;Local;Tshopo;Tshopo;ZoneGlobale;8138284
2020-02-07;06:00:00;Local;Bas-Uele;Tshopo;ZoneGlobale;1028
2020-02-07;06:00:00;Local;Nord-Kivu;Tshopo;ZoneGlobale;1028
2020-02-07;06:00:00;Local;Hors_Zone;Kongo-Central;ZoneGlobale;60427
2020-02-07;06:00:00;Local;Kinshasa;Kongo-Central;ZoneGlobale;7329
2020-02-07;06:00:00;Local;Kongo-Central;Kongo-Central;ZoneGlobale;1746658
2020-02-07;06:00:00;Local;Hors_Zone;Ituri;ZoneGlobale;15425
2020-02-07;06:00:00;Local;Tshopo;Ituri;ZoneGlobale;1028
2020-02-07;06:00:00;Local;Ituri;Ituri;ZoneGlobale;583318
2020-02-07;06:00:00;Local;Nord-Kivu;Ituri;ZoneGlobale;2056
2020-02-07;06:00:00;Local;Hors_Zone;Kasai;ZoneGlobale;15531
