Date;Hour;Day_type;Zone;TypeFlux;Home_Zone;Activity_Zone;Volume
2020-04-15;06:00:00;JO;Haut-Katanga;Entree;Haut-Katanga;Haut-Katanga;1967
2020-04-15;06:00:00;JO;Haut-Katanga;Entree;Haut-Katanga;Lualaba;1574
2020-04-15;06:00:00;JO;Haut-Katanga;Entree;Hors_Zone;Hors_Zone;393
2020-04-15;06:00:00;JO;Haut-Katanga;Entree;Lualaba;Haut-Katanga;393
2020-04-15;06:00:00;JO;Haut-Katanga;Entree;Lualaba;Lualaba;787
2020-04-15;06:00:00;JO;Haut-Katanga;Sortie;Haut-Katanga;Haut-Katanga;1967
2020-04-15;06:00:00;JO;Haut-Katanga;Sortie;Haut-Katanga;Lualaba;393
2020-04-15;06:00:00;JO;Haut-Katanga;Sortie;Hors_Zone;Lualaba;393
2020-04-15;06:00:00;JO;Haut-Katanga;Sortie;Lualaba;Haut-Katanga;1180
2020-04-15;06:00:00;JO;Haut-Katanga;Sortie;Lualaba;Lualaba;3148
2020-04-15;06:00:00;JO;Haut-Lomami;Entree;Haut-Lomami;Lomami;629
2020-04-15;06:00:00;JO;Haut-Lomami;Entree;Hors_Zone;Hors_Zone;629
2020-04-15;06:00:00;JO;Haut-Lomami;Sortie;Haut-Lomami;Haut-Lomami;393
2020-04-15;06:00:00;JO;Haut-Lomami;Sortie;Lomami;Lomami;629
2020-04-15;06:00:00;JO;Kasai-Central;Entree;Hors_Zone;Kasai-Central;629
2020-04-15;06:00:00;JO;Kasai-Central;Sortie;Hors_Zone;Hors_Zone;629
2020-04-15;06:00:00;JO;Kasai-Central;Sortie;Kasai-Oriental;Kasai-Oriental;1259
2020-04-15;06:00:00;JO;Kasai-Oriental;Entree;Hors_Zone;Hors_Zone;2519
2020-04-15;06:00:00;JO;Kasai-Oriental;Entree;Kasai-Oriental;Kasai-Oriental;10707
2020-04-15;06:00:00;JO;Kasai-Oriental;Entree;Kasai-Oriental;Lomami;1259
2020-04-15;06:00:00;JO;Kasai-Oriental;Entree;Lomami;Lomami;7558
2020-04-15;06:00:00;JO;Kasai-Oriental;Sortie;Hors_Zone;Hors_Zone;629
2020-04-15;06:00:00;JO;Kasai-Oriental;Sortie;Hors_Zone;Kasai-Oriental;629
2020-04-15;06:00:00;JO;Kasai-Oriental;Sortie;Kasai-Oriental;Kasai-Oriental;8188
2020-04-15;06:00:00;JO;Kasai-Oriental;Sortie;Kasai-Oriental;Lomami;1259
2020-04-15;06:00:00;JO;Kasai-Oriental;Sortie;Lomami;Hors_Zone;629
2020-04-15;06:00:00;JO;Kasai-Oriental;Sortie;Lomami;Kasai-Oriental;1889
2020-04-15;06:00:00;JO;Kasai-Oriental;Sortie;Lomami;Lomami;9447
2020-04-15;06:00:00;JO;Kinshasa;Entree;Kinshasa;Kinshasa;1137
2020-04-15;06:00:00;JO;Kinshasa;Sortie;Kinshasa;Kinshasa;568
2020-04-15;06:00:00;JO;Kinshasa;Sortie;Kongo-Central;Kongo-Central;1398
2020-04-15;06:00:00;JO;Kongo-Central;Entree;Kinshasa;Kinshasa;568
2020-04-15;06:00:00;JO;Kongo-Central;Entree;Kongo-Central;Kongo-Central;699
2020-04-15;06:00:00;JO;Kongo-Central;Sortie;Kinshasa;Kinshasa;568
2020-04-15;06:00:00;JO;Lomami;Entree;Hors_Zone;Kasai-Oriental;629
2020-04-15;06:00:00;JO;Lomami;Entree;Kasai-Oriental;Kasai-Oriental;8818
2020-04-15;06:00:00;JO;Lomami;Entree;Kasai-Oriental;Lomami;1889
2020-04-15;06:00:00;JO;Lomami;Entree;Lomami;Hors_Zone;629
2020-04-15;06:00:00;JO;Lomami;Entree;Lomami;Kasai-Oriental;1259
2020-04-15;06:00:00;JO;Lomami;Entree;Lomami;Lomami;6928
2020-04-15;06:00:00;JO;Lomami;Sortie;Haut-Lomami;Lomami;629
2020-04-15;06:00:00;JO;Lomami;Sortie;Hors_Zone;Hors_Zone;3779
2020-04-15;06:00:00;JO;Lomami;Sortie;Hors_Zone;Kasai-Central;629
2020-04-15;06:00:00;JO;Lomami;Sortie;Kasai-Oriental;Kasai-Oriental;15746
2020-04-15;06:00:00;JO;Lomami;Sortie;Kasai-Oriental;Lomami;1259
2020-04-15;06:00:00;JO;Lomami;Sortie;Lomami;Kasai-Oriental;629
2020-04-15;06:00:00;JO;Lomami;Sortie;Lomami;Lomami;5038
2020-04-15;06:00:00;JO;Lualaba;Entree;Haut-Katanga;Haut-Katanga;4722
2020-04-15;06:00:00;JO;Lualaba;Entree;Haut-Katanga;Lualaba;787
2020-04-15;06:00:00;JO;Lualaba;Entree;Lualaba;Haut-Katanga;1180
