Date;Hour;Day_type;Zone;TypeFlux;Home_Zone;Activity_Zone;Volume
2020-02-13;06:00:00;JO;Haut-Katanga;Entree;Haut-Katanga;Haut-Katanga;3645
2020-02-13;06:00:00;JO;Haut-Katanga;Entree;Haut-Katanga;Lualaba;2673
2020-02-13;06:00:00;JO;Haut-Katanga;Entree;Hors_Zone;Haut-Katanga;486
2020-02-13;06:00:00;JO;Haut-Katanga;Entree;Hors_Zone;Hors_Zone;729
2020-02-13;06:00:00;JO;Haut-Katanga;Entree;Lualaba;Haut-Katanga;972
2020-02-13;06:00:00;JO;Haut-Katanga;Entree;Lualaba;Lualaba;972
2020-02-13;06:00:00;JO;Haut-Katanga;Sortie;Haut-Katanga;Haut-Katanga;2916
2020-02-13;06:00:00;JO;Haut-Katanga;Sortie;Haut-Katanga;Lualaba;729
2020-02-13;06:00:00;JO;Haut-Katanga;Sortie;Hors_Zone;Hors_Zone;729
2020-02-13;06:00:00;JO;Haut-Katanga;Sortie;Hors_Zone;Lualaba;486
2020-02-13;06:00:00;JO;Haut-Katanga;Sortie;Lualaba;Haut-Katanga;2187
2020-02-13;06:00:00;JO;Haut-Katanga;Sortie;Lualaba;Lualaba;4211
2020-02-13;06:00:00;JO;Haut-Lomami;Entree;Haut-Lomami;Haut-Lomami;243
2020-02-13;06:00:00;JO;Haut-Lomami;Entree;Haut-Lomami;Kasai;243
2020-02-13;06:00:00;JO;Haut-Lomami;Entree;Haut-Lomami;Lomami;243
2020-02-13;06:00:00;JO;Haut-Lomami;Entree;Hors_Zone;Haut-Lomami;324
2020-02-13;06:00:00;JO;Haut-Lomami;Entree;Kasai;Kasai;4670
2020-02-13;06:00:00;JO;Haut-Lomami;Entree;Kasai-Oriental;Kasai-Oriental;243
2020-02-13;06:00:00;JO;Haut-Lomami;Entree;Lomami;Lomami;892
2020-02-13;06:00:00;JO;Haut-Lomami;Sortie;Haut-Lomami;Haut-Lomami;486
2020-02-13;06:00:00;JO;Haut-Lomami;Sortie;Hors_Zone;Haut-Lomami;243
2020-02-13;06:00:00;JO;Haut-Lomami;Sortie;Hors_Zone;Hors_Zone;243
2020-02-13;06:00:00;JO;Haut-Lomami;Sortie;Hors_Zone;Lomami;243
2020-02-13;06:00:00;JO;Haut-Lomami;Sortie;Kasai;Kasai;4670
2020-02-13;06:00:00;JO;Haut-Lomami;Sortie;Lomami;Haut-Lomami;324
2020-02-13;06:00:00;JO;Haut-Lomami;Sortie;Lomami;Hors_Zone;324
2020-02-13;06:00:00;JO;Haut-Lomami;Sortie;Lomami;Lomami;567
2020-02-13;06:00:00;JO;Ituri;Entree;Hors_Zone;Nord-Kivu;448
2020-02-13;06:00:00;JO;Ituri;Sortie;Nord-Kivu;Nord-Kivu;448
2020-02-13;06:00:00;JO;Kasai;Sortie;Haut-Lomami;Kasai;243
2020-02-13;06:00:00;JO;Kasai-Central;Entree;Kasai-Central;Hors_Zone;4670
2020-02-13;06:00:00;JO;Kasai-Central;Entree;Kasai-Central;Kasai-Central;4670
2020-02-13;06:00:00;JO;Kasai-Central;Entree;Kasai-Oriental;Hors_Zone;649
2020-02-13;06:00:00;JO;Kasai-Central;Entree;Kasai-Oriental;Kasai-Central;4670
2020-02-13;06:00:00;JO;Kasai-Central;Entree;Kasai-Oriental;Kasai-Oriental;10638
2020-02-13;06:00:00;JO;Kasai-Central;Entree;Lomami;Lomami;324
2020-02-13;06:00:00;JO;Kasai-Central;Sortie;Hors_Zone;Hors_Zone;324
2020-02-13;06:00:00;JO;Kasai-Central;Sortie;Hors_Zone;Kasai-Central;324
2020-02-13;06:00:00;JO;Kasai-Central;Sortie;Kasai-Central;Kasai-Oriental;9340
2020-02-13;06:00:00;JO;Kasai-Central;Sortie;Kasai-Oriental;Kasai-Oriental;10314
2020-02-13;06:00:00;JO;Kasai-Central;Sortie;Lomami;Lomami;324
2020-02-13;06:00:00;JO;Kasai-Oriental;Entree;Hors_Zone;Hors_Zone;1947
2020-02-13;06:00:00;JO;Kasai-Oriental;Entree;Hors_Zone;Kasai-Central;4994
2020-02-13;06:00:00;JO;Kasai-Oriental;Entree;Hors_Zone;Kasai-Oriental;649
2020-02-13;06:00:00;JO;Kasai-Oriental;Entree;Kasai-Central;Kasai-Central;4670
2020-02-13;06:00:00;JO;Kasai-Oriental;Entree;Kasai-Central;Kasai-Oriental;4670
2020-02-13;06:00:00;JO;Kasai-Oriental;Entree;Kasai-Oriental;Hors_Zone;324
2020-02-13;06:00:00;JO;Kasai-Oriental;Entree;Kasai-Oriental;Kasai-Oriental;21475
2020-02-13;06:00:00;JO;Kasai-Oriental;Entree;Kasai-Oriental;Lomami;973
2020-02-13;06:00:00;JO;Kasai-Oriental;Entree;Lomami;Hors_Zone;324
2020-02-13;06:00:00;JO;Kasai-Oriental;Entree;Lomami;Kasai-Oriental;973
2020-02-13;06:00:00;JO;Kasai-Oriental;Entree;Lomami;Lomami;10384
2020-02-13;06:00:00;JO;Kasai-Oriental;Sortie;Hors_Zone;Hors_Zone;6617
2020-02-13;06:00:00;JO;Kasai-Oriental;Sortie;Hors_Zone;Kasai-Oriental;973
2020-02-13;06:00:00;JO;Kasai-Oriental;Sortie;Kasai-Central;Hors_Zone;4670
2020-02-13;06:00:00;JO;Kasai-Oriental;Sortie;Kasai-Central;Kasai-Central;4670
2020-02-13;06:00:00;JO;Kasai-Oriental;Sortie;Kasai-Oriental;Hors_Zone;324
2020-02-13;06:00:00;JO;Kasai-Oriental;Sortie;Kasai-Oriental;Kasai-Central;4670
2020-02-13;06:00:00;JO;Kasai-Oriental;Sortie;Kasai-Oriental;Kasai-Oriental;17453
2020-02-13;06:00:00;JO;Kasai-Oriental;Sortie;Kasai-Oriental;Lomami;1298
2020-02-13;06:00:00;JO;Kasai-Oriental;Sortie;Lomami;Hors_Zone;649
2020-02-13;06:00:00;JO;Kasai-Oriental;Sortie;Lomami;Kasai-Oriental;3245
2020-02-13;06:00:00;JO;Kasai-Oriental;Sortie;Lomami;Lomami;9086
2020-02-13;06:00:00;JO;Kasai-Oriental;Sortie;Lualaba;Hors_Zone;243
2020-02-13;06:00:00;JO;Kinshasa;Entree;Hors_Zone;Hors_Zone;354
2020-02-13;06:00:00;JO;Kinshasa;Entree;Kinshasa;Kinshasa;354
2020-02-13;06:00:00;JO;Kinshasa;Entree;Kongo-Central;Kinshasa;344
2020-02-13;06:00:00;JO;Kinshasa;Entree;Kongo-Central;Kongo-Central;354
2020-02-13;06:00:00;JO;Kinshasa;Sortie;Hors_Zone;Hors_Zone;698
2020-02-13;06:00:00;JO;Kinshasa;Sortie;Kinshasa;Kinshasa;1032
2020-02-13;06:00:00;JO;Kinshasa;Sortie;Kongo-Central;Kinshasa;354
2020-02-13;06:00:00;JO;Kinshasa;Sortie;Kongo-Central;Kongo-Central;708
2020-02-13;06:00:00;JO;Kongo-Central;Entree;Hors_Zone;Hors_Zone;344
2020-02-13;06:00:00;JO;Kongo-Central;Entree;Kinshasa;Kinshasa;1032
2020-02-13;06:00:00;JO;Kongo-Central;Entree;Kongo-Central;Kongo-Central;1063
2020-02-13;06:00:00;JO;Kongo-Central;Sortie;Kinshasa;Kinshasa;1053
2020-02-13;06:00:00;JO;Kongo-Central;Sortie;Kinshasa;Kongo-Central;344
2020-02-13;06:00:00;JO;Kongo-Central;Sortie;Kongo-Central;Kinshasa;354
2020-02-13;06:00:00;JO;Lomami;Entree;Haut-Lomami;Haut-Lomami;729
2020-02-13;06:00:00;JO;Lomami;Entree;Hors_Zone;Haut-Lomami;243
2020-02-13;06:00:00;JO;Lomami;Entree;Hors_Zone;Hors_Zone;2271
2020-02-13;06:00:00;JO;Lomami;Entree;Hors_Zone;Kasai-Oriental;973
2020-02-13;06:00:00;JO;Lomami;Entree;Hors_Zone;Lomami;324
2020-02-13;06:00:00;JO;Lomami;Entree;Kasai-Oriental;Kasai-Oriental;16352
2020-02-13;06:00:00;JO;Lomami;Entree;Kasai-Oriental;Lomami;2596
2020-02-13;06:00:00;JO;Lomami;Entree;Lomami;Haut-Lomami;324
2020-02-13;06:00:00;JO;Lomami;Entree;Lomami;Hors_Zone;324
2020-02-13;06:00:00;JO;Lomami;Entree;Lomami;Kasai-Oriental;3245
2020-02-13;06:00:00;JO;Lomami;Entree;Lomami;Lomami;7300
2020-02-13;06:00:00;JO;Lomami;Entree;Lualaba;Hors_Zone;243
2020-02-13;06:00:00;JO;Lomami;Sortie;Haut-Lomami;Haut-Lomami;486
2020-02-13;06:00:00;JO;Lomami;Sortie;Haut-Lomami;Lomami;243
2020-02-13;06:00:00;JO;Lomami;Sortie;Hors_Zone;Haut-Lomami;324
2020-02-13;06:00:00;JO;Lomami;Sortie;Hors_Zone;Hors_Zone;2271
2020-02-13;06:00:00;JO;Lomami;Sortie;Hors_Zone;Kasai-Oriental;649
