Date;Hour;Type;Activity_Zone;Home_Zone;Zone;Volume
2020-04-02;06:00:00;Local;Hors_Zone;Hors_Zone;ZoneGlobale;4067865
2020-04-02;06:00:00;Local;Tanganyika;Hors_Zone;ZoneGlobale;1518
2020-04-02;06:00:00;Local;Mongala;Hors_Zone;ZoneGlobale;68638
2020-04-02;06:00:00;Local;Sankuru;Hors_Zone;ZoneGlobale;3464
2020-04-02;06:00:00;Local;Haut-Katanga;Hors_Zone;ZoneGlobale;186461
2020-04-02;06:00:00;Local;Lualaba;Hors_Zone;ZoneGlobale;50650
2020-04-02;06:00:00;Local;Kinshasa;Hors_Zone;ZoneGlobale;97017
2020-04-02;06:00:00;Local;Tshuapa;Hors_Zone;ZoneGlobale;17159
2020-04-02;06:00:00;Local;Sud-Kivu;Hors_Zone;ZoneGlobale;104919
2020-04-02;06:00:00;Local;Tshopo;Hors_Zone;ZoneGlobale;102396
2020-04-02;06:00:00;Local;Kongo-Central;Hors_Zone;ZoneGlobale;25043
2020-04-02;06:00:00;Local;Ituri;Hors_Zone;ZoneGlobale;55978
2020-04-02;06:00:00;Local;Kasai;Hors_Zone;ZoneGlobale;8243
2020-04-02;06:00:00;Local;Lomami;Hors_Zone;ZoneGlobale;51710
2020-04-02;06:00:00;Local;Kasai-Oriental;Hors_Zone;ZoneGlobale;68968
2020-04-02;06:00:00;Local;Kwilu;Hors_Zone;ZoneGlobale;287722
2020-04-02;06:00:00;Local;Maniema;Hors_Zone;ZoneGlobale;105972
2020-04-02;06:00:00;Local;Haut-Uele;Hors_Zone;ZoneGlobale;2617
2020-04-02;06:00:00;Local;Sud-Ubangi;Hors_Zone;ZoneGlobale;17159
2020-04-02;06:00:00;Local;Kasai-Central;Hors_Zone;ZoneGlobale;124728
2020-04-02;06:00:00;Local;Equateur;Hors_Zone;ZoneGlobale;34319
2020-04-02;06:00:00;Local;Haut-Lomami;Hors_Zone;ZoneGlobale;7181
2020-04-02;06:00:00;Local;Nord-Kivu;Hors_Zone;ZoneGlobale;179162
2020-04-02;06:00:00;Local;Hors_Zone;Tanganyika;ZoneGlobale;755
2020-04-02;06:00:00;Local;Tanganyika;Tanganyika;ZoneGlobale;26087
2020-04-02;06:00:00;Local;Hors_Zone;Mongala;ZoneGlobale;34319
2020-04-02;06:00:00;Local;Mongala;Mongala;ZoneGlobale;634906
