Period;Day_type;Zone;Home_Zone;Activity_Zone;PresenceType;Gender;Volume
202002;WE;Kongo-Central;Haut-Katanga;Haut-Katanga;Jour;F;28
202002;WE;Kongo-Central;Haut-Katanga;Haut-Katanga;Nuit;NA;39
202002;WE;Kongo-Central;Haut-Katanga;Kongo-Central;Jour;NA;39
202002;WE;Kongo-Central;Haut-Katanga;Kongo-Central;Nuit;NA;39
202002;WE;Kongo-Central;Hors_Zone;Hors_Zone;Jour;F;32677
202002;WE;Kongo-Central;Hors_Zone;Hors_Zone;Jour;M;73683
202002;WE;Kongo-Central;Hors_Zone;Hors_Zone;Jour;NA;43652
202002;WE;Kongo-Central;Hors_Zone;Hors_Zone;Nuit;F;15126
202002;WE;Kongo-Central;Hors_Zone;Hors_Zone;Nuit;M;35133
202002;WE;Kongo-Central;Hors_Zone;Hors_Zone;Nuit;NA;20600
202002;WE;Kongo-Central;Hors_Zone;Kinshasa;Jour;F;413
202002;WE;Kongo-Central;Hors_Zone;Kinshasa;Jour;M;959
202002;WE;Kongo-Central;Hors_Zone;Kinshasa;Jour;NA;348
202002;WE;Kongo-Central;Hors_Zone;Kinshasa;Nuit;F;173
202002;WE;Kongo-Central;Hors_Zone;Kinshasa;Nuit;M;518
202002;WE;Kongo-Central;Hors_Zone;Kinshasa;Nuit;NA;110
202002;WE;Kongo-Central;Hors_Zone;Kongo-Central;Jour;F;34057
202002;WE;Kongo-Central;Hors_Zone;Kongo-Central;Jour;M;77211
202002;WE;Kongo-Central;Hors_Zone;Kongo-Central;Jour;NA;34323
202002;WE;Kongo-Central;Hors_Zone;Kongo-Central;Nuit;F;10401
202002;WE;Kongo-Central;Hors_Zone;Kongo-Central;Nuit;M;23941
202002;WE;Kongo-Central;Hors_Zone;Kongo-Central;Nuit;NA;10971
202002;WE;Kongo-Central;Hors_Zone;Kwilu;Jour;M;40
202002;WE;Kongo-Central;Kasai-Oriental;Kasai-Oriental;Jour;M;40
202002;WE;Kongo-Central;Kinshasa;Hors_Zone;Jour;F;23
202002;WE;Kongo-Central;Kinshasa;Hors_Zone;Jour;M;68
202002;WE;Kongo-Central;Kinshasa;Hors_Zone;Nuit;M;22
202002;WE;Kongo-Central;Kinshasa;Kinshasa;Jour;F;4564
202002;WE;Kongo-Central;Kinshasa;Kinshasa;Jour;M;11615
202002;WE;Kongo-Central;Kinshasa;Kinshasa;Jour;NA;2933
202002;WE;Kongo-Central;Kinshasa;Kinshasa;Nuit;F;3557
202002;WE;Kongo-Central;Kinshasa;Kinshasa;Nuit;M;9008
202002;WE;Kongo-Central;Kinshasa;Kinshasa;Nuit;NA;2066
202002;WE;Kongo-Central;Kinshasa;Kongo-Central;Jour;F;1484
202002;WE;Kongo-Central;Kinshasa;Kongo-Central;Jour;M;3333
202002;WE;Kongo-Central;Kinshasa;Kongo-Central;Jour;NA;741
202002;WE;Kongo-Central;Kinshasa;Kongo-Central;Nuit;F;1276
202002;WE;Kongo-Central;Kinshasa;Kongo-Central;Nuit;M;2454
202002;WE;Kongo-Central;Kinshasa;Kongo-Central;Nuit;NA;522
202002;WE;Kongo-Central;Kongo-Central;Hors_Zone;Jour;F;3414
202002;WE;Kongo-Central;Kongo-Central;Hors_Zone;Jour;M;7578
202002;WE;Kongo-Central;Kongo-Central;Hors_Zone;Jour;NA;3757
202002;WE;Kongo-Central;Kongo-Central;Hors_Zone;Nuit;F;3818
202002;WE;Kongo-Central;Kongo-Central;Hors_Zone;Nuit;M;8381
202002;WE;Kongo-Central;Kongo-Central;Hors_Zone;Nuit;NA;4180
202002;WE;Kongo-Central;Kongo-Central;Kinshasa;Jour;F;306
202002;WE;Kongo-Central;Kongo-Central;Kinshasa;Jour;M;946
202002;WE;Kongo-Central;Kongo-Central;Kinshasa;Jour;NA;218
202002;WE;Kongo-Central;Kongo-Central;Kinshasa;Nuit;F;242
202002;WE;Kongo-Central;Kongo-Central;Kinshasa;Nuit;M;894
202002;WE;Kongo-Central;Kongo-Central;Kinshasa;Nuit;NA;187
202002;WE;Kongo-Central;Kongo-Central;Kongo-Central;Jour;F;318031
202002;WE;Kongo-Central;Kongo-Central;Kongo-Central;Jour;M;831316
202002;WE;Kongo-Central;Kongo-Central;Kongo-Central;Jour;NA;278535
202002;WE;Kongo-Central;Kongo-Central;Kongo-Central;Nuit;F;273083
202002;WE;Kongo-Central;Kongo-Central;Kongo-Central;Nuit;M;721455
202002;WE;Kongo-Central;Kongo-Central;Kongo-Central;Nuit;NA;237803
202002;WE;Kwango;Hors_Zone;Hors_Zone;Jour;F;22
202002;WE;Kwango;Hors_Zone;Hors_Zone;Jour;M;148
202002;WE;Kwango;Hors_Zone;Hors_Zone;Jour;NA;54
202002;WE;Kwango;Hors_Zone;Hors_Zone;Nuit;M;60
202002;WE;Kwango;Hors_Zone;Hors_Zone;Nuit;NA;25
202002;WE;Kwango;Hors_Zone;Kwango;Jour;F;47
202002;WE;Kwango;Hors_Zone;Kwango;Jour;M;352
202002;WE;Kwango;Hors_Zone;Kwango;Jour;NA;26
202002;WE;Kwango;Kinshasa;Kinshasa;Nuit;M;39
202002;WE;Kwango;Kongo-Central;Kongo-Central;Jour;M;23
202002;WE;Kwango;Kongo-Central;Kongo-Central;Nuit;M;39
202002;WE;Kwango;Kwango;Hors_Zone;Jour;M;23
202002;WE;Kwango;Kwango;Kwango;Jour;M;231
202002;WE;Kwango;Kwango;Kwango;Nuit;M;184
202002;WE;Kwilu;Hors_Zone;Hors_Zone;Jour;F;642
202002;WE;Kwilu;Hors_Zone;Hors_Zone;Jour;M;1629
202002;WE;Kwilu;Hors_Zone;Hors_Zone;Jour;NA;672
202002;WE;Kwilu;Hors_Zone;Hors_Zone;Nuit;F;26
202002;WE;Kwilu;Hors_Zone;Hors_Zone;Nuit;M;239
202002;WE;Kwilu;Hors_Zone;Hors_Zone;Nuit;NA;26
202002;WE;Kwilu;Hors_Zone;Kinshasa;Jour;M;30
202002;WE;Kwilu;Hors_Zone;Kwilu;Jour;F;391
202002;WE;Kwilu;Hors_Zone;Kwilu;Jour;M;1028
202002;WE;Kwilu;Hors_Zone;Kwilu;Jour;NA;290
202002;WE;Kwilu;Kinshasa;Kinshasa;Jour;M;52
202002;WE;Kwilu;Kinshasa;Kinshasa;Nuit;M;75
202002;WE;Kwilu;Kwilu;Kwilu;Jour;F;27
202002;WE;Kwilu;Kwilu;Kwilu;Jour;M;306
202002;WE;Kwilu;Kwilu;Kwilu;Jour;NA;21
202002;WE;Kwilu;Kwilu;Kwilu;Nuit;F;52
202002;WE;Kwilu;Kwilu;Kwilu;Nuit;M;280
202002;WE;Kwilu;Kwilu;Kwilu;Nuit;NA;43
202002;WE;Lomami;Haut-Lomami;Haut-Lomami;Jour;M;25
202002;WE;Lomami;Hors_Zone;Hors_Zone;Jour;F;1066
202002;WE;Lomami;Hors_Zone;Hors_Zone;Jour;M;2089
202002;WE;Lomami;Hors_Zone;Hors_Zone;Jour;NA;1449
202002;WE;Lomami;Hors_Zone;Hors_Zone;Nuit;F;82
202002;WE;Lomami;Hors_Zone;Hors_Zone;Nuit;M;288
202002;WE;Lomami;Hors_Zone;Hors_Zone;Nuit;NA;170
202002;WE;Lomami;Hors_Zone;Kasai-Oriental;Jour;M;23
202002;WE;Lomami;Hors_Zone;Lomami;Jour;F;460
202002;WE;Lomami;Hors_Zone;Lomami;Jour;M;905
202002;WE;Lomami;Hors_Zone;Lomami;Jour;NA;456
202002;WE;Lomami;Hors_Zone;Lomami;Nuit;F;21
202002;WE;Lomami;Hors_Zone;Lomami;Nuit;M;96
202002;WE;Lomami;Hors_Zone;Lomami;Nuit;NA;41
202002;WE;Lomami;Kasai-Oriental;Kasai-Oriental;Jour;M;21
202002;WE;Lomami;Kasai-Oriental;Kasai-Oriental;Nuit;M;41
202002;WE;Lomami;Lomami;Kasai-Oriental;Nuit;M;22
202002;WE;Lomami;Lomami;Lomami;Jour;F;939
202002;WE;Lomami;Lomami;Lomami;Jour;M;1875
202002;WE;Lomami;Lomami;Lomami;Jour;NA;709
202002;WE;Lomami;Lomami;Lomami;Nuit;F;790
202002;WE;Lomami;Lomami;Lomami;Nuit;M;1582
202002;WE;Lomami;Lomami;Lomami;Nuit;NA;590
202002;WE;Lualaba;Haut-Katanga;Haut-Katanga;Jour;F;455
202002;WE;Lualaba;Haut-Katanga;Haut-Katanga;Jour;M;1124
202002;WE;Lualaba;Haut-Katanga;Haut-Katanga;Jour;NA;437
202002;WE;Lualaba;Haut-Katanga;Haut-Katanga;Nuit;F;295
202002;WE;Lualaba;Haut-Katanga;Haut-Katanga;Nuit;M;845
202002;WE;Lualaba;Haut-Katanga;Haut-Katanga;Nuit;NA;286
202002;WE;Lualaba;Hors_Zone;Haut-Katanga;Jour;F;141
202002;WE;Lualaba;Hors_Zone;Haut-Katanga;Jour;M;470
202002;WE;Lualaba;Hors_Zone;Haut-Katanga;Jour;NA;197
202002;WE;Lualaba;Hors_Zone;Haut-Katanga;Nuit;F;73
202002;WE;Lualaba;Hors_Zone;Haut-Katanga;Nuit;M;263
202002;WE;Lualaba;Hors_Zone;Haut-Katanga;Nuit;NA;80
202002;WE;Lualaba;Hors_Zone;Hors_Zone;Jour;F;3942
202002;WE;Lualaba;Hors_Zone;Hors_Zone;Jour;M;8775
202002;WE;Lualaba;Hors_Zone;Hors_Zone;Jour;NA;6961
202002;WE;Lualaba;Hors_Zone;Hors_Zone;Nuit;F;1428
202002;WE;Lualaba;Hors_Zone;Hors_Zone;Nuit;M;3030
202002;WE;Lualaba;Hors_Zone;Hors_Zone;Nuit;NA;2375
202002;WE;Lualaba;Hors_Zone;Kinshasa;Jour;M;32
202002;WE;Lualaba;Hors_Zone;Lualaba;Jour;F;2777
202002;WE;Lualaba;Hors_Zone;Lualaba;Jour;M;6836
202002;WE;Lualaba;Hors_Zone;Lualaba;Jour;NA;3335
202002;WE;Lualaba;Hors_Zone;Lualaba;Nuit;F;705
202002;WE;Lualaba;Hors_Zone;Lualaba;Nuit;M;1714
202002;WE;Lualaba;Hors_Zone;Lualaba;Nuit;NA;893
202002;WE;Lualaba;Lualaba;Haut-Katanga;Jour;F;27
202002;WE;Lualaba;Lualaba;Haut-Katanga;Jour;M;241
202002;WE;Lualaba;Lualaba;Haut-Katanga;Jour;NA;35
202002;WE;Lualaba;Lualaba;Haut-Katanga;Nuit;F;43
202002;WE;Lualaba;Lualaba;Haut-Katanga;Nuit;M;238
202002;WE;Lualaba;Lualaba;Haut-Katanga;Nuit;NA;48
202002;WE;Lualaba;Lualaba;Hors_Zone;Jour;F;70
202002;WE;Lualaba;Lualaba;Hors_Zone;Jour;M;240
202002;WE;Lualaba;Lualaba;Hors_Zone;Jour;NA;169
202002;WE;Lualaba;Lualaba;Hors_Zone;Nuit;F;112
202002;WE;Lualaba;Lualaba;Hors_Zone;Nuit;M;449
202002;WE;Lualaba;Lualaba;Hors_Zone;Nuit;NA;259
202002;WE;Lualaba;Lualaba;Lualaba;Jour;F;18225
202002;WE;Lualaba;Lualaba;Lualaba;Jour;M;47284
202002;WE;Lualaba;Lualaba;Lualaba;Jour;NA;20646
202002;WE;Lualaba;Lualaba;Lualaba;Nuit;F;16703
202002;WE;Lualaba;Lualaba;Lualaba;Nuit;M;43266
202002;WE;Lualaba;Lualaba;Lualaba;Nuit;NA;18869
202002;WE;Mai-Ndombe;Hors_Zone;Hors_Zone;Jour;F;51
202002;WE;Mai-Ndombe;Hors_Zone;Hors_Zone;Jour;M;186
202002;WE;Mai-Ndombe;Hors_Zone;Hors_Zone;Jour;NA;62
202002;WE;Mai-Ndombe;Hors_Zone;Hors_Zone;Nuit;M;21
202002;WE;Mai-Ndombe;Hors_Zone;Mai-Ndombe;Jour;M;65
202002;WE;Maniema;Hors_Zone;Hors_Zone;Jour;F;58
202002;WE;Maniema;Hors_Zone;Hors_Zone;Jour;M;389
202002;WE;Maniema;Hors_Zone;Hors_Zone;Jour;NA;156
202002;WE;Maniema;Hors_Zone;Hors_Zone;Nuit;M;70
202002;WE;Maniema;Hors_Zone;Hors_Zone;Nuit;NA;23
202002;WE;Maniema;Hors_Zone;Maniema;Jour;F;280
202002;WE;Maniema;Hors_Zone;Maniema;Jour;M;1107
202002;WE;Maniema;Hors_Zone;Maniema;Jour;NA;324
202002;WE;Maniema;Hors_Zone;Maniema;Nuit;M;161
202002;WE;Maniema;Maniema;Maniema;Jour;F;43
202002;WE;Maniema;Maniema;Maniema;Jour;M;495
202002;WE;Maniema;Maniema;Maniema;Jour;NA;43
202002;WE;Maniema;Maniema;Maniema;Nuit;M;299
202002;WE;Mongala;Hors_Zone;Hors_Zone;Jour;F;137
202002;WE;Mongala;Hors_Zone;Hors_Zone;Jour;M;463
202002;WE;Mongala;Hors_Zone;Hors_Zone;Jour;NA;167
202002;WE;Mongala;Hors_Zone;Hors_Zone;Nuit;M;72
202002;WE;Mongala;Hors_Zone;Mongala;Jour;M;180
202002;WE;Mongala;Hors_Zone;Mongala;Nuit;M;22
202002;WE;Mongala;Mongala;Mongala;Jour;M;23
202002;WE;Nord-Kivu;Hors_Zone;Hors_Zone;Jour;F;4113
202002;WE;Nord-Kivu;Hors_Zone;Hors_Zone;Jour;M;9863
202002;WE;Nord-Kivu;Hors_Zone;Hors_Zone;Jour;NA;6241
202002;WE;Nord-Kivu;Hors_Zone;Hors_Zone;Nuit;F;755
202002;WE;Nord-Kivu;Hors_Zone;Hors_Zone;Nuit;M;1863
202002;WE;Nord-Kivu;Hors_Zone;Hors_Zone;Nuit;NA;1184
202002;WE;Nord-Kivu;Hors_Zone;Ituri;Jour;M;27
202002;WE;Nord-Kivu;Hors_Zone;Nord-Kivu;Jour;F;4035
202002;WE;Nord-Kivu;Hors_Zone;Nord-Kivu;Jour;M;10214
202002;WE;Nord-Kivu;Hors_Zone;Nord-Kivu;Jour;NA;3891
202002;WE;Nord-Kivu;Hors_Zone;Nord-Kivu;Nuit;F;525
202002;WE;Nord-Kivu;Hors_Zone;Nord-Kivu;Nuit;M;1305
202002;WE;Nord-Kivu;Hors_Zone;Nord-Kivu;Nuit;NA;544
202002;WE;Nord-Kivu;Hors_Zone;Sud-Kivu;Jour;M;50
202002;WE;Nord-Kivu;Ituri;Ituri;Jour;M;21
202002;WE;Nord-Kivu;Ituri;Ituri;Nuit;M;24
202002;WE;Nord-Kivu;Kinshasa;Kinshasa;Jour;M;49
202002;WE;Nord-Kivu;Kinshasa;Kinshasa;Nuit;M;23
202002;WE;Nord-Kivu;Nord-Kivu;Hors_Zone;Jour;F;150
202002;WE;Nord-Kivu;Nord-Kivu;Hors_Zone;Jour;M;412
202002;WE;Nord-Kivu;Nord-Kivu;Hors_Zone;Jour;NA;186
202002;WE;Nord-Kivu;Nord-Kivu;Hors_Zone;Nuit;F;324
202002;WE;Nord-Kivu;Nord-Kivu;Hors_Zone;Nuit;M;766
202002;WE;Nord-Kivu;Nord-Kivu;Hors_Zone;Nuit;NA;384
202002;WE;Nord-Kivu;Nord-Kivu;Kinshasa;Jour;NA;40
202002;WE;Nord-Kivu;Nord-Kivu;Kinshasa;Nuit;NA;40
202002;WE;Nord-Kivu;Nord-Kivu;Nord-Kivu;Jour;F;4864
202002;WE;Nord-Kivu;Nord-Kivu;Nord-Kivu;Jour;M;13236
202002;WE;Nord-Kivu;Nord-Kivu;Nord-Kivu;Jour;NA;4951
202002;WE;Nord-Kivu;Nord-Kivu;Nord-Kivu;Nuit;F;3631
202002;WE;Nord-Kivu;Nord-Kivu;Nord-Kivu;Nuit;M;9961
202002;WE;Nord-Kivu;Nord-Kivu;Nord-Kivu;Nuit;NA;3786
202002;WE;Nord-Kivu;Nord-Kivu;Sud-Kivu;Jour;M;24
202002;WE;Nord-Kivu;Nord-Kivu;Sud-Kivu;Nuit;M;23
202002;WE;Nord-Kivu;Sud-Kivu;Nord-Kivu;Jour;M;25
202002;WE;Nord-Kivu;Sud-Kivu;Nord-Kivu;Nuit;M;23
202002;WE;Nord-Kivu;Sud-Kivu;Sud-Kivu;Jour;M;99
202002;WE;Nord-Kivu;Sud-Kivu;Sud-Kivu;Nuit;M;121
202002;WE;Nord-Ubangi;Hors_Zone;Hors_Zone;Jour;F;46
202002;WE;Nord-Ubangi;Hors_Zone;Hors_Zone;Jour;M;260
202002;WE;Nord-Ubangi;Hors_Zone;Hors_Zone;Jour;NA;30
202002;WE;Nord-Ubangi;Hors_Zone;Hors_Zone;Nuit;M;118
202002;WE;Nord-Ubangi;Hors_Zone;Nord-Ubangi;Jour;F;28
202002;WE;Nord-Ubangi;Hors_Zone;Nord-Ubangi;Jour;M;274
202002;WE;Nord-Ubangi;Hors_Zone;Nord-Ubangi;Nuit;M;24
202002;WE;Nord-Ubangi;Nord-Ubangi;Nord-Ubangi;Jour;M;181
202002;WE;Nord-Ubangi;Nord-Ubangi;Nord-Ubangi;Nuit;M;155
202002;WE;Sankuru;Hors_Zone;Hors_Zone;Jour;F;27
202002;WE;Sankuru;Hors_Zone;Hors_Zone;Jour;M;381
202002;WE;Sankuru;Hors_Zone;Hors_Zone;Jour;NA;96
202002;WE;Sankuru;Hors_Zone;Hors_Zone;Nuit;M;22
202002;WE;Sankuru;Hors_Zone;Sankuru;Jour;F;147
202002;WE;Sankuru;Hors_Zone;Sankuru;Jour;M;437
202002;WE;Sankuru;Hors_Zone;Sankuru;Jour;NA;100
202002;WE;Sankuru;Hors_Zone;Sankuru;Nuit;M;66
202002;WE;Sankuru;Sankuru;Sankuru;Jour;M;41
202002;WE;Sankuru;Sankuru;Sankuru;Nuit;M;21
202002;WE;Sud-Kivu;Hors_Zone;Hors_Zone;Jour;F;4196
202002;WE;Sud-Kivu;Hors_Zone;Hors_Zone;Jour;M;9105
202002;WE;Sud-Kivu;Hors_Zone;Hors_Zone;Jour;NA;5969
202002;WE;Sud-Kivu;Hors_Zone;Hors_Zone;Nuit;F;1049
202002;WE;Sud-Kivu;Hors_Zone;Hors_Zone;Nuit;M;2317
202002;WE;Sud-Kivu;Hors_Zone;Hors_Zone;Nuit;NA;1544
202002;WE;Sud-Kivu;Hors_Zone;Nord-Kivu;Jour;M;41
202002;WE;Sud-Kivu;Hors_Zone;Sud-Kivu;Jour;F;3280
202002;WE;Sud-Kivu;Hors_Zone;Sud-Kivu;Jour;M;7020
202002;WE;Sud-Kivu;Hors_Zone;Sud-Kivu;Jour;NA;2941
202002;WE;Sud-Kivu;Hors_Zone;Sud-Kivu;Nuit;F;611
202002;WE;Sud-Kivu;Hors_Zone;Sud-Kivu;Nuit;M;1317
202002;WE;Sud-Kivu;Hors_Zone;Sud-Kivu;Nuit;NA;598
202002;WE;Sud-Kivu;Nord-Kivu;Nord-Kivu;Jour;M;120
202002;WE;Sud-Kivu;Nord-Kivu;Nord-Kivu;Nuit;M;24
202002;WE;Sud-Kivu;Nord-Kivu;Sud-Kivu;Jour;M;24
202002;WE;Sud-Kivu;Nord-Kivu;Sud-Kivu;Nuit;M;46
202002;WE;Sud-Kivu;Sud-Kivu;Hors_Zone;Jour;F;25
202002;WE;Sud-Kivu;Sud-Kivu;Hors_Zone;Jour;M;169
202002;WE;Sud-Kivu;Sud-Kivu;Hors_Zone;Jour;NA;103
202002;WE;Sud-Kivu;Sud-Kivu;Hors_Zone;Nuit;F;26
202002;WE;Sud-Kivu;Sud-Kivu;Hors_Zone;Nuit;M;208
202002;WE;Sud-Kivu;Sud-Kivu;Hors_Zone;Nuit;NA;125
202002;WE;Sud-Kivu;Sud-Kivu;Sud-Kivu;Jour;F;3242
202002;WE;Sud-Kivu;Sud-Kivu;Sud-Kivu;Jour;M;7838
202002;WE;Sud-Kivu;Sud-Kivu;Sud-Kivu;Jour;NA;2879
202002;WE;Sud-Kivu;Sud-Kivu;Sud-Kivu;Nuit;F;2225
202002;WE;Sud-Kivu;Sud-Kivu;Sud-Kivu;Nuit;M;5410
202002;WE;Sud-Kivu;Sud-Kivu;Sud-Kivu;Nuit;NA;1999
202002;WE;Sud-Ubangi;Hors_Zone;Hors_Zone;Jour;F;263
202002;WE;Sud-Ubangi;Hors_Zone;Hors_Zone;Jour;M;670
202002;WE;Sud-Ubangi;Hors_Zone;Hors_Zone;Jour;NA;274
202002;WE;Sud-Ubangi;Hors_Zone;Hors_Zone;Nuit;M;155
202002;WE;Sud-Ubangi;Hors_Zone;Nord-Ubangi;Jour;M;77
202002;WE;Sud-Ubangi;Hors_Zone;Nord-Ubangi;Nuit;M;38
202002;WE;Sud-Ubangi;Hors_Zone;Sud-Ubangi;Jour;F;160
202002;WE;Sud-Ubangi;Hors_Zone;Sud-Ubangi;Jour;M;623
202002;WE;Sud-Ubangi;Hors_Zone;Sud-Ubangi;Jour;NA;78
202002;WE;Sud-Ubangi;Hors_Zone;Sud-Ubangi;Nuit;M;114
202002;WE;Sud-Ubangi;Sud-Ubangi;Sud-Ubangi;Jour;M;115
202002;WE;Sud-Ubangi;Sud-Ubangi;Sud-Ubangi;Nuit;M;111
202002;WE;Tanganyika;Hors_Zone;Hors_Zone;Jour;F;265
202002;WE;Tanganyika;Hors_Zone;Hors_Zone;Jour;M;714
202002;WE;Tanganyika;Hors_Zone;Hors_Zone;Jour;NA;273
202002;WE;Tanganyika;Hors_Zone;Hors_Zone;Nuit;M;150
202002;WE;Tanganyika;Hors_Zone;Tanganyika;Jour;F;129
202002;WE;Tanganyika;Hors_Zone;Tanganyika;Jour;M;496
202002;WE;Tanganyika;Hors_Zone;Tanganyika;Jour;NA;126
202002;WE;Tanganyika;Hors_Zone;Tanganyika;Nuit;M;91
202002;WE;Tanganyika;Tanganyika;Kasai-Oriental;Jour;NA;79
202002;WE;Tanganyika;Tanganyika;Kasai-Oriental;Nuit;NA;79
202002;WE;Tanganyika;Tanganyika;Tanganyika;Jour;F;25
202002;WE;Tanganyika;Tanganyika;Tanganyika;Jour;M;346
202002;WE;Tanganyika;Tanganyika;Tanganyika;Jour;NA;21
202002;WE;Tanganyika;Tanganyika;Tanganyika;Nuit;M;249
202002;WE;Tshopo;Hors_Zone;Hors_Zone;Jour;F;1486
202002;WE;Tshopo;Hors_Zone;Hors_Zone;Jour;M;3550
202002;WE;Tshopo;Hors_Zone;Hors_Zone;Jour;NA;2419
202002;WE;Tshopo;Hors_Zone;Hors_Zone;Nuit;F;384
202002;WE;Tshopo;Hors_Zone;Hors_Zone;Nuit;M;840
202002;WE;Tshopo;Hors_Zone;Hors_Zone;Nuit;NA;585
202002;WE;Tshopo;Hors_Zone;Tshopo;Jour;F;1100
202002;WE;Tshopo;Hors_Zone;Tshopo;Jour;M;2647
202002;WE;Tshopo;Hors_Zone;Tshopo;Jour;NA;1149
202002;WE;Tshopo;Hors_Zone;Tshopo;Nuit;F;26
202002;WE;Tshopo;Hors_Zone;Tshopo;Nuit;M;268
202002;WE;Tshopo;Hors_Zone;Tshopo;Nuit;NA;70
202002;WE;Tshopo;Kinshasa;Kinshasa;Jour;M;26
202002;WE;Tshopo;Tshopo;Hors_Zone;Jour;M;41
202002;WE;Tshopo;Tshopo;Hors_Zone;Nuit;M;61
202002;WE;Tshopo;Tshopo;Tshopo;Jour;F;597
202002;WE;Tshopo;Tshopo;Tshopo;Jour;M;1631
202002;WE;Tshopo;Tshopo;Tshopo;Jour;NA;624
202002;WE;Tshopo;Tshopo;Tshopo;Nuit;F;495
202002;WE;Tshopo;Tshopo;Tshopo;Nuit;M;1367
202002;WE;Tshopo;Tshopo;Tshopo;Nuit;NA;517
202002;WE;Tshuapa;Hors_Zone;Hors_Zone;Jour;F;29
202002;WE;Tshuapa;Hors_Zone;Hors_Zone;Jour;M;153
202002;WE;Tshuapa;Hors_Zone;Hors_Zone;Jour;NA;79
202002;WE;Tshuapa;Hors_Zone;Tshuapa;Jour;F;139
202002;WE;Tshuapa;Hors_Zone;Tshuapa;Jour;M;537
202002;WE;Tshuapa;Hors_Zone;Tshuapa;Jour;NA;209
202002;WE;Tshuapa;Tshuapa;Tshuapa;Jour;M;312
202002;WE;Tshuapa;Tshuapa;Tshuapa;Nuit;M;189
202003;JO;Bas-Uele;Bas-Uele;Bas-Uele;Jour;F;41
202003;JO;Bas-Uele;Bas-Uele;Bas-Uele;Jour;M;598
202003;JO;Bas-Uele;Bas-Uele;Bas-Uele;Jour;NA;238
202003;JO;Bas-Uele;Bas-Uele;Bas-Uele;Nuit;M;517
202003;JO;Bas-Uele;Bas-Uele;Bas-Uele;Nuit;NA;154
202003;JO;Bas-Uele;Hors_Zone;Bas-Uele;Jour;F;75
202003;JO;Bas-Uele;Hors_Zone;Bas-Uele;Jour;M;118
202003;JO;Bas-Uele;Hors_Zone;Bas-Uele;Nuit;M;23
202003;JO;Bas-Uele;Hors_Zone;Hors_Zone;Jour;F;240
202003;JO;Bas-Uele;Hors_Zone;Hors_Zone;Jour;M;656
202003;JO;Bas-Uele;Hors_Zone;Hors_Zone;Jour;NA;208
202003;JO;Equateur;Equateur;Equateur;Jour;M;495
202003;JO;Equateur;Equateur;Equateur;Nuit;M;295
202003;JO;Equateur;Hors_Zone;Equateur;Jour;M;147
202003;JO;Equateur;Hors_Zone;Equateur;Nuit;M;81
202003;JO;Equateur;Hors_Zone;Hors_Zone;Jour;F;963
202003;JO;Equateur;Hors_Zone;Hors_Zone;Jour;M;2446
202003;JO;Equateur;Hors_Zone;Hors_Zone;Jour;NA;972
202003;JO;Equateur;Hors_Zone;Hors_Zone;Nuit;F;178
202003;JO;Equateur;Hors_Zone;Hors_Zone;Nuit;M;683
202003;JO;Equateur;Hors_Zone;Hors_Zone;Nuit;NA;227
202003;JO;Haut-Katanga;Haut-Katanga;Haut-Katanga;Jour;F;182389
202003;JO;Haut-Katanga;Haut-Katanga;Haut-Katanga;Jour;M;416578
202003;JO;Haut-Katanga;Haut-Katanga;Haut-Katanga;Jour;NA;169481
202003;JO;Haut-Katanga;Haut-Katanga;Haut-Katanga;Nuit;F;127619
202003;JO;Haut-Katanga;Haut-Katanga;Haut-Katanga;Nuit;M;290972
202003;JO;Haut-Katanga;Haut-Katanga;Haut-Katanga;Nuit;NA;118012
202003;JO;Haut-Katanga;Haut-Katanga;Hors_Zone;Jour;F;2486
202003;JO;Haut-Katanga;Haut-Katanga;Hors_Zone;Jour;M;5011
202003;JO;Haut-Katanga;Haut-Katanga;Hors_Zone;Jour;NA;3057
202003;JO;Haut-Katanga;Haut-Katanga;Hors_Zone;Nuit;F;2573
202003;JO;Haut-Katanga;Haut-Katanga;Hors_Zone;Nuit;M;5243
202003;JO;Haut-Katanga;Haut-Katanga;Hors_Zone;Nuit;NA;3121
202003;JO;Haut-Katanga;Haut-Katanga;Lualaba;Jour;M;66
202003;JO;Haut-Katanga;Haut-Katanga;Lualaba;Nuit;M;22
202003;JO;Haut-Katanga;Haut-Lomami;Haut-Lomami;Jour;M;40
202003;JO;Haut-Katanga;Hors_Zone;Haut-Katanga;Jour;F;105688
202003;JO;Haut-Katanga;Hors_Zone;Haut-Katanga;Jour;M;223518
202003;JO;Haut-Katanga;Hors_Zone;Haut-Katanga;Jour;NA;104969
202003;JO;Haut-Katanga;Hors_Zone;Haut-Katanga;Nuit;F;22688
202003;JO;Haut-Katanga;Hors_Zone;Haut-Katanga;Nuit;M;47857
202003;JO;Haut-Katanga;Hors_Zone;Haut-Katanga;Nuit;NA;23380
202003;JO;Haut-Katanga;Hors_Zone;Hors_Zone;Jour;F;62375
202003;JO;Haut-Katanga;Hors_Zone;Hors_Zone;Jour;M;127016
202003;JO;Haut-Katanga;Hors_Zone;Hors_Zone;Jour;NA;80544
202003;JO;Haut-Katanga;Hors_Zone;Hors_Zone;Nuit;F;16988
202003;JO;Haut-Katanga;Hors_Zone;Hors_Zone;Nuit;M;34542
202003;JO;Haut-Katanga;Hors_Zone;Hors_Zone;Nuit;NA;21463
