Date;Hour;Type;Activity_Zone;Home_Zone;Zone;Volume
2020-04-03;06:00:00;Local;Hors_Zone;Hors_Zone;ZoneGlobale;1212800
2020-04-03;06:00:00;Local;Haut-Katanga;Hors_Zone;ZoneGlobale;141622
2020-04-03;06:00:00;Local;Lualaba;Hors_Zone;ZoneGlobale;39622
2020-04-03;06:00:00;Local;Sud-Kivu;Hors_Zone;ZoneGlobale;89327
2020-04-03;06:00:00;Local;Tshopo;Hors_Zone;ZoneGlobale;51988
2020-04-03;06:00:00;Local;Ituri;Hors_Zone;ZoneGlobale;3354
2020-04-03;06:00:00;Local;Lomami;Hors_Zone;ZoneGlobale;33905
2020-04-03;06:00:00;Local;Kasai-Oriental;Hors_Zone;ZoneGlobale;83028
2020-04-03;06:00:00;Local;Kasai-Central;Hors_Zone;ZoneGlobale;99054
2020-04-03;06:00:00;Local;Haut-Lomami;Hors_Zone;ZoneGlobale;10565
2020-04-03;06:00:00;Local;Nord-Kivu;Hors_Zone;ZoneGlobale;58370
2020-04-03;06:00:00;Local;Hors_Zone;Haut-Katanga;ZoneGlobale;23773
2020-04-03;06:00:00;Local;Haut-Katanga;Haut-Katanga;ZoneGlobale;4121503
2020-04-03;06:00:00;Local;Lualaba;Haut-Katanga;ZoneGlobale;5282
2020-04-03;06:00:00;Local;Hors_Zone;Lualaba;ZoneGlobale;18490
2020-04-03;06:00:00;Local;Haut-Katanga;Lualaba;ZoneGlobale;21131
2020-04-03;06:00:00;Local;Lualaba;Lualaba;ZoneGlobale;925987
2020-04-03;06:00:00;Local;Hors_Zone;Sud-Kivu;ZoneGlobale;49949
2020-04-03;06:00:00;Local;Sud-Kivu;Sud-Kivu;ZoneGlobale;2644943
2020-04-03;06:00:00;Local;Nord-Kivu;Sud-Kivu;ZoneGlobale;13385
2020-04-03;06:00:00;Local;Hors_Zone;Tshopo;ZoneGlobale;50311
2020-04-03;06:00:00;Local;Tshopo;Tshopo;ZoneGlobale;4389595
2020-04-03;06:00:00;Local;Ituri;Tshopo;ZoneGlobale;1677
2020-04-03;06:00:00;Local;Hors_Zone;Ituri;ZoneGlobale;3354
2020-04-03;06:00:00;Local;Ituri;Ituri;ZoneGlobale;82176
2020-04-03;06:00:00;Local;Kasai;Kasai;ZoneGlobale;32070
2020-04-03;06:00:00;Local;Tshopo;Bas-Uele;ZoneGlobale;1677
2020-04-03;06:00:00;Local;Hors_Zone;Lomami;ZoneGlobale;31263
2020-04-03;06:00:00;Local;Lomami;Lomami;ZoneGlobale;1878062
2020-04-03;06:00:00;Local;Kasai-Oriental;Lomami;ZoneGlobale;28421
2020-04-03;06:00:00;Local;Hors_Zone;Kasai-Oriental;ZoneGlobale;54000
2020-04-03;06:00:00;Local;Lomami;Kasai-Oriental;ZoneGlobale;19895
2020-04-03;06:00:00;Local;Kasai-Oriental;Kasai-Oriental;ZoneGlobale;4223442
2020-04-03;06:00:00;Local;Hors_Zone;Kasai-Central;ZoneGlobale;2842
2020-04-03;06:00:00;Local;Kasai-Central;Kasai-Central;ZoneGlobale;1221531
2020-04-03;06:00:00;Local;Hors_Zone;Haut-Lomami;ZoneGlobale;5282
2020-04-03;06:00:00;Local;Lomami;Haut-Lomami;ZoneGlobale;5483
2020-04-03;06:00:00;Local;Haut-Lomami;Haut-Lomami;ZoneGlobale;129432
2020-04-03;06:00:00;Local;Hors_Zone;Nord-Kivu;ZoneGlobale;44236
2020-04-03;06:00:00;Local;Sud-Kivu;Nord-Kivu;ZoneGlobale;4461
2020-04-03;06:00:00;Local;Nord-Kivu;Nord-Kivu;ZoneGlobale;3051423
2020-04-03;06:00:00;Local;Hors_Zone;Hors_Zone;Haut-Katanga;246813
2020-04-03;06:00:00;Local;Haut-Katanga;Hors_Zone;Haut-Katanga;138981
2020-04-03;06:00:00;Local;Hors_Zone;Haut-Katanga;Haut-Katanga;23773
2020-04-03;06:00:00;Local;Haut-Katanga;Haut-Katanga;Haut-Katanga;4097730
2020-04-03;06:00:00;Local;Lualaba;Haut-Katanga;Haut-Katanga;5282
2020-04-03;06:00:00;Local;Haut-Katanga;Lualaba;Haut-Katanga;7924
2020-04-03;06:00:00;Local;Lualaba;Lualaba;Haut-Katanga;26414
2020-04-03;06:00:00;Local;Hors_Zone;Hors_Zone;Lualaba;87168
2020-04-03;06:00:00;Local;Haut-Katanga;Hors_Zone;Lualaba;2641
2020-04-03;06:00:00;Local;Lualaba;Hors_Zone;Lualaba;36980
2020-04-03;06:00:00;Local;Lomami;Hors_Zone;Lualaba;2641
2020-04-03;06:00:00;Local;Haut-Katanga;Haut-Katanga;Lualaba;26414
2020-04-03;06:00:00;Local;Hors_Zone;Lualaba;Lualaba;18490
2020-04-03;06:00:00;Local;Haut-Katanga;Lualaba;Lualaba;13207
2020-04-03;06:00:00;Local;Lualaba;Lualaba;Lualaba;899572
2020-04-03;06:00:00;Local;Hors_Zone;Hors_Zone;Sud-Kivu;162042
