Date;Hour;Type;Activity_Zone;Home_Zone;Zone;Volume
2020-04-11;06:00:00;Local;Hors_Zone;Hors_Zone;ZoneGlobale;4807202
2020-04-11;06:00:00;Local;Tanganyika;Hors_Zone;ZoneGlobale;2324
2020-04-11;06:00:00;Local;Mongala;Hors_Zone;ZoneGlobale;37358
2020-04-11;06:00:00;Local;Sankuru;Hors_Zone;ZoneGlobale;1300
2020-04-11;06:00:00;Local;Haut-Katanga;Hors_Zone;ZoneGlobale;96427
2020-04-11;06:00:00;Local;Lualaba;Hors_Zone;ZoneGlobale;30608
2020-04-11;06:00:00;Local;Kinshasa;Hors_Zone;ZoneGlobale;59381
2020-04-11;06:00:00;Local;Nord-Ubangi;Hors_Zone;ZoneGlobale;37358
2020-04-11;06:00:00;Local;Tshuapa;Hors_Zone;ZoneGlobale;588
2020-04-11;06:00:00;Local;Sud-Kivu;Hors_Zone;ZoneGlobale;64501
2020-04-11;06:00:00;Local;Tshopo;Hors_Zone;ZoneGlobale;101177
2020-04-11;06:00:00;Local;Kongo-Central;Hors_Zone;ZoneGlobale;18443
2020-04-11;06:00:00;Local;Ituri;Hors_Zone;ZoneGlobale;26133
2020-04-11;06:00:00;Local;Lomami;Hors_Zone;ZoneGlobale;99888
2020-04-11;06:00:00;Local;Kasai-Oriental;Hors_Zone;ZoneGlobale;51293
2020-04-11;06:00:00;Local;Kwilu;Hors_Zone;ZoneGlobale;100561
2020-04-11;06:00:00;Local;Mai-Ndombe;Hors_Zone;ZoneGlobale;50280
2020-04-11;06:00:00;Local;Maniema;Hors_Zone;ZoneGlobale;24842
2020-04-11;06:00:00;Local;Haut-Uele;Hors_Zone;ZoneGlobale;2613
2020-04-11;06:00:00;Local;Sud-Ubangi;Hors_Zone;ZoneGlobale;37358
2020-04-11;06:00:00;Local;Kasai-Central;Hors_Zone;ZoneGlobale;109078
2020-04-11;06:00:00;Local;Equateur;Hors_Zone;ZoneGlobale;74716
2020-04-11;06:00:00;Local;Haut-Lomami;Hors_Zone;ZoneGlobale;5299
2020-04-11;06:00:00;Local;Nord-Kivu;Hors_Zone;ZoneGlobale;93244
2020-04-11;06:00:00;Local;Hors_Zone;Tanganyika;ZoneGlobale;1937
2020-04-11;06:00:00;Local;Tanganyika;Tanganyika;ZoneGlobale;22505
2020-04-11;06:00:00;Local;Hors_Zone;Mongala;ZoneGlobale;56037
2020-04-11;06:00:00;Local;Mongala;Mongala;ZoneGlobale;504333
2020-04-11;06:00:00;Local;Hors_Zone;Sankuru;ZoneGlobale;1950
2020-04-11;06:00:00;Local;Sankuru;Sankuru;ZoneGlobale;16251
2020-04-11;06:00:00;Local;Hors_Zone;Haut-Katanga;ZoneGlobale;55419
2020-04-11;06:00:00;Local;Tanganyika;Haut-Katanga;ZoneGlobale;387
2020-04-11;06:00:00;Local;Haut-Katanga;Haut-Katanga;ZoneGlobale;7058476
2020-04-11;06:00:00;Local;Lualaba;Haut-Katanga;ZoneGlobale;25183
2020-04-11;06:00:00;Local;Kinshasa;Haut-Katanga;ZoneGlobale;387
2020-04-11;06:00:00;Local;Hors_Zone;Lualaba;ZoneGlobale;19075
2020-04-11;06:00:00;Local;Haut-Katanga;Lualaba;ZoneGlobale;15110
2020-04-11;06:00:00;Local;Lualaba;Lualaba;ZoneGlobale;1554868
2020-04-11;06:00:00;Local;Hors_Zone;Kinshasa;ZoneGlobale;71394
2020-04-11;06:00:00;Local;Kinshasa;Kinshasa;ZoneGlobale;2989338
2020-04-11;06:00:00;Local;Kongo-Central;Kinshasa;ZoneGlobale;1841
2020-04-11;06:00:00;Local;Nord-Ubangi;Nord-Ubangi;ZoneGlobale;186790
2020-04-11;06:00:00;Local;Hors_Zone;Tshuapa;ZoneGlobale;18679
2020-04-11;06:00:00;Local;Tshuapa;Tshuapa;ZoneGlobale;130753
2020-04-11;06:00:00;Local;Hors_Zone;Sud-Kivu;ZoneGlobale;67955
2020-04-11;06:00:00;Local;Sud-Kivu;Sud-Kivu;ZoneGlobale;4756799
2020-04-11;06:00:00;Local;Nord-Kivu;Sud-Kivu;ZoneGlobale;20523
2020-04-11;06:00:00;Local;Hors_Zone;Tshopo;ZoneGlobale;70560
2020-04-11;06:00:00;Local;Tshopo;Tshopo;ZoneGlobale;5969168
2020-04-11;06:00:00;Local;Ituri;Tshopo;ZoneGlobale;2613
2020-04-11;06:00:00;Local;Hors_Zone;Kongo-Central;ZoneGlobale;54893
2020-04-11;06:00:00;Local;Kinshasa;Kongo-Central;ZoneGlobale;1916
2020-04-11;06:00:00;Local;Kongo-Central;Kongo-Central;ZoneGlobale;1132853
2020-04-11;06:00:00;Local;Hors_Zone;Ituri;ZoneGlobale;26133
2020-04-11;06:00:00;Local;Ituri;Ituri;ZoneGlobale;936313
2020-04-11;06:00:00;Local;Nord-Kivu;Ituri;ZoneGlobale;736
2020-04-11;06:00:00;Local;Hors_Zone;Kasai;ZoneGlobale;7228
2020-04-11;06:00:00;Local;Kasai;Kasai;ZoneGlobale;108428
2020-04-11;06:00:00;Local;Hors_Zone;Bas-Uele;ZoneGlobale;2613
2020-04-11;06:00:00;Local;Bas-Uele;Bas-Uele;ZoneGlobale;28746
2020-04-11;06:00:00;Local;Hors_Zone;Lomami;ZoneGlobale;93309
2020-04-11;06:00:00;Local;Haut-Katanga;Lomami;ZoneGlobale;650
2020-04-11;06:00:00;Local;Lomami;Lomami;ZoneGlobale;2476096
2020-04-11;06:00:00;Local;Kasai-Oriental;Lomami;ZoneGlobale;29902
