Date;Origin;Destination;Immobility;Home_Category;Activity_Category;Recurrence;Volume
2020-03-29;Bas-Uele;Haut-Uele;1h;Outside_Resident;Outside_Worker;Primo;749
2020-03-29;Bas-Uele;Haut-Uele;1h;Outside_Resident;Origin_Zone_Worker;Primo;118
2020-03-29;Bas-Uele;Haut-Uele;1h;Outside_Resident;Study_Zone_Worker;Primo;59
2020-03-29;Bas-Uele;Haut-Uele;1h;Origin_Zone_Resident;Origin_Zone_Worker;Primo;157
2020-03-29;Bas-Uele;Haut-Uele;1h;Destination_Zone_Resident;Destination_Zone_Worker;Primo;39
2020-03-29;Bas-Uele;Haut-Uele;1h;Study_Zone_Resident;Study_Zone_Worker;Primo;25
2020-03-29;Bas-Uele;Haut-Uele;3h;Outside_Resident;Outside_Worker;Primo;749
2020-03-29;Bas-Uele;Haut-Uele;3h;Outside_Resident;Origin_Zone_Worker;Primo;118
2020-03-29;Bas-Uele;Haut-Uele;3h;Outside_Resident;Study_Zone_Worker;Primo;59
2020-03-29;Bas-Uele;Haut-Uele;3h;Origin_Zone_Resident;Origin_Zone_Worker;Primo;157
2020-03-29;Bas-Uele;Haut-Uele;3h;Destination_Zone_Resident;Destination_Zone_Worker;Primo;39
2020-03-29;Bas-Uele;Haut-Uele;3h;Study_Zone_Resident;Study_Zone_Worker;Primo;25
2020-03-29;Bas-Uele;Lualaba;1h;Outside_Resident;Outside_Worker;Primo;39
2020-03-29;Bas-Uele;Lualaba;3h;Outside_Resident;Outside_Worker;Primo;39
2020-03-29;Bas-Uele;Mongala;1h;Outside_Resident;Outside_Worker;Primo;2355
2020-03-29;Bas-Uele;Mongala;1h;Outside_Resident;Origin_Zone_Worker;Primo;39
2020-03-29;Bas-Uele;Mongala;1h;Outside_Resident;Destination_Zone_Worker;Primo;213
2020-03-29;Bas-Uele;Mongala;1h;Origin_Zone_Resident;Outside_Worker;Primo;39
2020-03-29;Bas-Uele;Mongala;1h;Origin_Zone_Resident;Origin_Zone_Worker;Primo;39
2020-03-29;Bas-Uele;Mongala;1h;Destination_Zone_Resident;Destination_Zone_Worker;Primo;86
2020-03-29;Bas-Uele;Mongala;3h;Outside_Resident;Outside_Worker;Primo;2355
2020-03-29;Bas-Uele;Mongala;3h;Outside_Resident;Origin_Zone_Worker;Primo;39
2020-03-29;Bas-Uele;Mongala;3h;Outside_Resident;Destination_Zone_Worker;Primo;213
2020-03-29;Bas-Uele;Mongala;3h;Origin_Zone_Resident;Outside_Worker;Primo;39
2020-03-29;Bas-Uele;Mongala;3h;Origin_Zone_Resident;Origin_Zone_Worker;Primo;39
2020-03-29;Bas-Uele;Mongala;3h;Destination_Zone_Resident;Destination_Zone_Worker;Primo;86
2020-03-29;Bas-Uele;Nord-Ubangi;1h;Outside_Resident;Outside_Worker;Primo;717
2020-03-29;Bas-Uele;Nord-Ubangi;1h;Outside_Resident;Origin_Zone_Worker;Primo;86
2020-03-29;Bas-Uele;Nord-Ubangi;1h;Origin_Zone_Resident;Outside_Worker;Primo;86
2020-03-29;Bas-Uele;Nord-Ubangi;1h;Origin_Zone_Resident;Origin_Zone_Worker;Primo;86
2020-03-29;Bas-Uele;Nord-Ubangi;1h;Destination_Zone_Resident;Destination_Zone_Worker;Primo;126
2020-03-29;Bas-Uele;Nord-Ubangi;3h;Outside_Resident;Outside_Worker;Primo;717
2020-03-29;Bas-Uele;Nord-Ubangi;3h;Outside_Resident;Origin_Zone_Worker;Primo;86
2020-03-29;Bas-Uele;Nord-Ubangi;3h;Origin_Zone_Resident;Outside_Worker;Primo;86
2020-03-29;Bas-Uele;Nord-Ubangi;3h;Origin_Zone_Resident;Origin_Zone_Worker;Primo;86
2020-03-29;Bas-Uele;Nord-Ubangi;3h;Destination_Zone_Resident;Destination_Zone_Worker;Primo;126
2020-03-29;Bas-Uele;Sud-Ubangi;1h;Outside_Resident;Outside_Worker;Primo;86
2020-03-29;Bas-Uele;Sud-Ubangi;3h;Outside_Resident;Outside_Worker;Primo;86
2020-03-29;Bas-Uele;Tshopo;1h;Outside_Resident;Outside_Worker;Primo;4548
2020-03-29;Bas-Uele;Tshopo;1h;Outside_Resident;Outside_Worker;Occasional;39
2020-03-29;Bas-Uele;Tshopo;1h;Outside_Resident;Origin_Zone_Worker;Primo;591
2020-03-29;Bas-Uele;Tshopo;1h;Outside_Resident;Destination_Zone_Worker;Primo;2089
2020-03-29;Bas-Uele;Tshopo;1h;Outside_Resident;Study_Zone_Worker;Primo;40
2020-03-29;Bas-Uele;Tshopo;1h;Origin_Zone_Resident;Outside_Worker;Primo;39
2020-03-29;Bas-Uele;Tshopo;1h;Origin_Zone_Resident;Origin_Zone_Worker;Primo;812
2020-03-29;Bas-Uele;Tshopo;1h;Origin_Zone_Resident;Destination_Zone_Worker;Primo;157
2020-03-29;Bas-Uele;Tshopo;1h;Destination_Zone_Resident;Outside_Worker;Primo;146
2020-03-29;Bas-Uele;Tshopo;1h;Destination_Zone_Resident;Outside_Worker;Occasional;39
2020-03-29;Bas-Uele;Tshopo;1h;Destination_Zone_Resident;Destination_Zone_Worker;Primo;4470
2020-03-29;Bas-Uele;Tshopo;1h;Destination_Zone_Resident;Destination_Zone_Worker;Occasional;134
2020-03-29;Bas-Uele;Tshopo;1h;Study_Zone_Resident;Study_Zone_Worker;Primo;64
2020-03-29;Bas-Uele;Tshopo;3h;Outside_Resident;Outside_Worker;Primo;4548
2020-03-29;Bas-Uele;Tshopo;3h;Outside_Resident;Outside_Worker;Occasional;39
2020-03-29;Bas-Uele;Tshopo;3h;Outside_Resident;Origin_Zone_Worker;Primo;591
2020-03-29;Bas-Uele;Tshopo;3h;Outside_Resident;Destination_Zone_Worker;Primo;2089
2020-03-29;Bas-Uele;Tshopo;3h;Outside_Resident;Study_Zone_Worker;Primo;40
2020-03-29;Bas-Uele;Tshopo;3h;Origin_Zone_Resident;Outside_Worker;Primo;39
2020-03-29;Bas-Uele;Tshopo;3h;Origin_Zone_Resident;Origin_Zone_Worker;Primo;812
2020-03-29;Bas-Uele;Tshopo;3h;Origin_Zone_Resident;Destination_Zone_Worker;Primo;157
2020-03-29;Bas-Uele;Tshopo;3h;Destination_Zone_Resident;Outside_Worker;Primo;185
2020-03-29;Bas-Uele;Tshopo;3h;Destination_Zone_Resident;Outside_Worker;Occasional;39
2020-03-29;Bas-Uele;Tshopo;3h;Destination_Zone_Resident;Destination_Zone_Worker;Primo;4431
2020-03-29;Bas-Uele;Tshopo;3h;Destination_Zone_Resident;Destination_Zone_Worker;Occasional;134
2020-03-29;Bas-Uele;Tshopo;3h;Study_Zone_Resident;Study_Zone_Worker;Primo;64
2020-03-29;Equateur;Kasai-Oriental;1h;Outside_Resident;Outside_Worker;Primo;86
2020-03-29;Equateur;Kasai-Oriental;3h;Outside_Resident;Outside_Worker;Primo;86
2020-03-29;Equateur;Kinshasa;1h;Outside_Resident;Outside_Worker;Primo;10109
2020-03-29;Equateur;Kinshasa;1h;Outside_Resident;Outside_Worker;Occasional;91
2020-03-29;Equateur;Kinshasa;1h;Outside_Resident;Origin_Zone_Worker;Primo;379
2020-03-29;Equateur;Kinshasa;1h;Outside_Resident;Destination_Zone_Worker;Primo;1067
2020-03-29;Equateur;Kinshasa;1h;Outside_Resident;Study_Zone_Worker;Primo;62
2020-03-29;Equateur;Kinshasa;1h;Origin_Zone_Resident;Outside_Worker;Primo;191
2020-03-29;Equateur;Kinshasa;1h;Origin_Zone_Resident;Origin_Zone_Worker;Primo;582
2020-03-29;Equateur;Kinshasa;1h;Origin_Zone_Resident;Destination_Zone_Worker;Primo;123
2020-03-29;Equateur;Kinshasa;1h;Destination_Zone_Resident;Outside_Worker;Primo;377
2020-03-29;Equateur;Kinshasa;1h;Destination_Zone_Resident;Destination_Zone_Worker;Primo;2566
2020-03-29;Equateur;Kinshasa;1h;Study_Zone_Resident;Study_Zone_Worker;Primo;25
2020-03-29;Equateur;Kinshasa;3h;Outside_Resident;Outside_Worker;Primo;10100
2020-03-29;Equateur;Kinshasa;3h;Outside_Resident;Outside_Worker;Occasional;91
2020-03-29;Equateur;Kinshasa;3h;Outside_Resident;Origin_Zone_Worker;Primo;379
2020-03-29;Equateur;Kinshasa;3h;Outside_Resident;Destination_Zone_Worker;Primo;1071
2020-03-29;Equateur;Kinshasa;3h;Outside_Resident;Study_Zone_Worker;Primo;101
2020-03-29;Equateur;Kinshasa;3h;Origin_Zone_Resident;Outside_Worker;Primo;191
