Period;Day_type;NightZone;DayZone;Home_Category;Activity_Category;Gender;Volume
202002;JO;Bas-Uele;Bas-Uele;Outside_Resident;Home_Activity_Zone_Worker;M;21
202002;JO;Bas-Uele;Bas-Uele;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;F;205
202002;JO;Bas-Uele;Bas-Uele;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;M;698
202002;JO;Bas-Uele;Bas-Uele;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;NA;403
202002;JO;Equateur;Equateur;4;Outside_Worker;M;39
202002;JO;Equateur;Equateur;Outside_Resident;Outside_Worker;M;205
202002;JO;Equateur;Equateur;Outside_Resident;Outside_Worker;NA;60
202002;JO;Equateur;Equateur;Outside_Resident;Home_Activity_Zone_Worker;M;22
202002;JO;Equateur;Equateur;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;M;461
202002;JO;Equateur;Inconnue;Outside_Resident;Outside_Worker;M;21
202002;JO;Equateur;Inconnue;Home_Zone_Resident;Home_Zone_Worker;M;86
202002;JO;Haut-Katanga;Haut-Katanga;4;4;F;675
202002;JO;Haut-Katanga;Haut-Katanga;4;4;M;2050
202002;JO;Haut-Katanga;Haut-Katanga;4;4;NA;540
202002;JO;Haut-Katanga;Haut-Katanga;4;Home_Activity_Zone_Worker;M;345
202002;JO;Haut-Katanga;Haut-Katanga;Outside_Resident;4;M;191
202002;JO;Haut-Katanga;Haut-Katanga;Outside_Resident;4;NA;62
202002;JO;Haut-Katanga;Haut-Katanga;Outside_Resident;Outside_Worker;F;7288
202002;JO;Haut-Katanga;Haut-Katanga;Outside_Resident;Outside_Worker;M;14784
202002;JO;Haut-Katanga;Haut-Katanga;Outside_Resident;Outside_Worker;NA;11393
202002;JO;Haut-Katanga;Haut-Katanga;Outside_Resident;Home_Activity_Zone_Worker;F;16453
202002;JO;Haut-Katanga;Haut-Katanga;Outside_Resident;Home_Activity_Zone_Worker;M;34348
202002;JO;Haut-Katanga;Haut-Katanga;Outside_Resident;Home_Activity_Zone_Worker;NA;17489
202002;JO;Haut-Katanga;Haut-Katanga;Home_Activity_Zone_Resident;4;M;187
202002;JO;Haut-Katanga;Haut-Katanga;Home_Activity_Zone_Resident;Outside_Worker;F;625
202002;JO;Haut-Katanga;Haut-Katanga;Home_Activity_Zone_Resident;Outside_Worker;M;1329
202002;JO;Haut-Katanga;Haut-Katanga;Home_Activity_Zone_Resident;Outside_Worker;NA;941
202002;JO;Haut-Katanga;Haut-Katanga;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;F;140474
202002;JO;Haut-Katanga;Haut-Katanga;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;M;321429
202002;JO;Haut-Katanga;Haut-Katanga;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;NA;127511
202002;JO;Haut-Katanga;Inconnue;4;4;M;48
202002;JO;Haut-Katanga;Inconnue;4;Home_Zone_Worker;M;38
202002;JO;Haut-Katanga;Inconnue;Outside_Resident;4;M;22
202002;JO;Haut-Katanga;Inconnue;Outside_Resident;Outside_Worker;F;2362
202002;JO;Haut-Katanga;Inconnue;Outside_Resident;Outside_Worker;M;4795
202002;JO;Haut-Katanga;Inconnue;Outside_Resident;Outside_Worker;NA;4182
202002;JO;Haut-Katanga;Inconnue;Outside_Resident;Home_Zone_Worker;F;1752
202002;JO;Haut-Katanga;Inconnue;Outside_Resident;Home_Zone_Worker;M;3540
202002;JO;Haut-Katanga;Inconnue;Outside_Resident;Home_Zone_Worker;NA;1908
202002;JO;Haut-Katanga;Inconnue;Home_Zone_Resident;4;F;32
202002;JO;Haut-Katanga;Inconnue;Home_Zone_Resident;Outside_Worker;F;633
202002;JO;Haut-Katanga;Inconnue;Home_Zone_Resident;Outside_Worker;M;1256
202002;JO;Haut-Katanga;Inconnue;Home_Zone_Resident;Outside_Worker;NA;824
202002;JO;Haut-Katanga;Inconnue;Home_Zone_Resident;Home_Zone_Worker;F;7735
202002;JO;Haut-Katanga;Inconnue;Home_Zone_Resident;Home_Zone_Worker;M;15822
202002;JO;Haut-Katanga;Inconnue;Home_Zone_Resident;Home_Zone_Worker;NA;7360
202002;JO;Haut-Katanga;Kinshasa;Outside_Resident;Outside_Worker;M;39
202002;JO;Haut-Katanga;Kinshasa;Outside_Resident;Home_Zone_Worker;NA;39
202002;JO;Haut-Katanga;Kinshasa;Activity_Zone_Resident;Activity_Zone_Worker;M;21
202002;JO;Haut-Katanga;Kinshasa;Home_Zone_Resident;Home_Zone_Worker;M;89
202002;JO;Haut-Katanga;Kinshasa;Home_Zone_Resident;Home_Zone_Worker;NA;21
202002;JO;Haut-Katanga;Lualaba;Outside_Resident;Activity_Zone_Worker;F;26
202002;JO;Haut-Katanga;Lualaba;Outside_Resident;Activity_Zone_Worker;M;77
202002;JO;Haut-Katanga;Lualaba;Outside_Resident;Activity_Zone_Worker;NA;43
202002;JO;Haut-Katanga;Lualaba;Outside_Resident;Home_Zone_Worker;M;27
202002;JO;Haut-Katanga;Lualaba;Activity_Zone_Resident;Activity_Zone_Worker;M;52
202002;JO;Haut-Katanga;Lualaba;Activity_Zone_Resident;Activity_Zone_Worker;NA;39
202002;JO;Haut-Katanga;Lualaba;Activity_Zone_Resident;Home_Zone_Worker;M;68
202002;JO;Haut-Katanga;Lualaba;Home_Zone_Resident;Home_Zone_Worker;F;99
202002;JO;Haut-Katanga;Lualaba;Home_Zone_Resident;Home_Zone_Worker;M;447
202002;JO;Haut-Katanga;Lualaba;Home_Zone_Resident;Home_Zone_Worker;NA;71
202002;JO;Haut-Lomami;Haut-Lomami;4;4;F;39
202002;JO;Haut-Lomami;Haut-Lomami;Outside_Resident;Outside_Worker;F;28
202002;JO;Haut-Lomami;Haut-Lomami;Outside_Resident;Outside_Worker;M;202
202002;JO;Haut-Lomami;Haut-Lomami;Outside_Resident;Outside_Worker;NA;103
202002;JO;Haut-Lomami;Haut-Lomami;Outside_Resident;Home_Activity_Zone_Worker;M;61
202002;JO;Haut-Lomami;Haut-Lomami;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;F;269
202002;JO;Haut-Lomami;Haut-Lomami;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;M;692
202002;JO;Haut-Lomami;Inconnue;Outside_Resident;Outside_Worker;F;25
202002;JO;Haut-Lomami;Inconnue;Outside_Resident;Home_Zone_Worker;M;46
202002;JO;Haut-Lomami;Inconnue;Home_Zone_Resident;Home_Zone_Worker;M;88
202002;JO;Haut-Uele;Haut-Uele;Outside_Resident;Outside_Worker;M;25
202002;JO;Haut-Uele;Haut-Uele;Outside_Resident;Home_Activity_Zone_Worker;M;25
202002;JO;Haut-Uele;Inconnue;Home_Zone_Resident;Home_Zone_Worker;M;22
202002;JO;Inconnue;Bas-Uele;Outside_Resident;Outside_Worker;F;147
202002;JO;Inconnue;Bas-Uele;Outside_Resident;Outside_Worker;M;343
202002;JO;Inconnue;Bas-Uele;Outside_Resident;Outside_Worker;NA;41
202002;JO;Inconnue;Bas-Uele;Outside_Resident;Activity_Zone_Worker;M;134
202002;JO;Inconnue;Bas-Uele;Activity_Zone_Resident;Activity_Zone_Worker;M;21
202002;JO;Inconnue;Equateur;Outside_Resident;Outside_Worker;F;198
202002;JO;Inconnue;Equateur;Outside_Resident;Outside_Worker;M;719
202002;JO;Inconnue;Equateur;Outside_Resident;Outside_Worker;NA;298
202002;JO;Inconnue;Equateur;Outside_Resident;Activity_Zone_Worker;M;130
202002;JO;Inconnue;Equateur;Activity_Zone_Resident;Activity_Zone_Worker;M;175
202002;JO;Inconnue;Haut-Katanga;4;4;F;80
202002;JO;Inconnue;Haut-Katanga;4;4;M;632
202002;JO;Inconnue;Haut-Katanga;4;4;NA;75
202002;JO;Inconnue;Haut-Katanga;4;Activity_Zone_Worker;M;89
202002;JO;Inconnue;Haut-Katanga;Outside_Resident;4;F;113
202002;JO;Inconnue;Haut-Katanga;Outside_Resident;4;M;578
202002;JO;Inconnue;Haut-Katanga;Outside_Resident;4;NA;141
202002;JO;Inconnue;Haut-Katanga;Outside_Resident;Outside_Worker;F;29911
202002;JO;Inconnue;Haut-Katanga;Outside_Resident;Outside_Worker;M;60288
202002;JO;Inconnue;Haut-Katanga;Outside_Resident;Outside_Worker;NA;48481
202002;JO;Inconnue;Haut-Katanga;Outside_Resident;Activity_Zone_Worker;F;72218
202002;JO;Inconnue;Haut-Katanga;Outside_Resident;Activity_Zone_Worker;M;151024
202002;JO;Inconnue;Haut-Katanga;Outside_Resident;Activity_Zone_Worker;NA;71641
202002;JO;Inconnue;Haut-Katanga;Activity_Zone_Resident;Outside_Worker;F;493
202002;JO;Inconnue;Haut-Katanga;Activity_Zone_Resident;Outside_Worker;M;975
202002;JO;Inconnue;Haut-Katanga;Activity_Zone_Resident;Outside_Worker;NA;679
202002;JO;Inconnue;Haut-Katanga;Activity_Zone_Resident;Activity_Zone_Worker;F;70626
202002;JO;Inconnue;Haut-Katanga;Activity_Zone_Resident;Activity_Zone_Worker;M;156516
202002;JO;Inconnue;Haut-Katanga;Activity_Zone_Resident;Activity_Zone_Worker;NA;66250
202002;JO;Inconnue;Haut-Lomami;4;4;M;69
202002;JO;Inconnue;Haut-Lomami;4;4;NA;99
202002;JO;Inconnue;Haut-Lomami;Outside_Resident;Outside_Worker;F;1145
202002;JO;Inconnue;Haut-Lomami;Outside_Resident;Outside_Worker;M;2256
202002;JO;Inconnue;Haut-Lomami;Outside_Resident;Outside_Worker;NA;1597
202002;JO;Inconnue;Haut-Lomami;Outside_Resident;Activity_Zone_Worker;F;77
202002;JO;Inconnue;Haut-Lomami;Outside_Resident;Activity_Zone_Worker;M;212
202002;JO;Inconnue;Haut-Lomami;Outside_Resident;Activity_Zone_Worker;NA;106
202002;JO;Inconnue;Haut-Lomami;Activity_Zone_Resident;Activity_Zone_Worker;F;117
202002;JO;Inconnue;Haut-Lomami;Activity_Zone_Resident;Activity_Zone_Worker;M;417
202002;JO;Inconnue;Haut-Lomami;Activity_Zone_Resident;Activity_Zone_Worker;NA;22
202002;JO;Inconnue;Haut-Uele;Outside_Resident;Outside_Worker;F;111
202002;JO;Inconnue;Haut-Uele;Outside_Resident;Outside_Worker;M;513
202002;JO;Inconnue;Haut-Uele;Outside_Resident;Outside_Worker;NA;156
202002;JO;Inconnue;Haut-Uele;Outside_Resident;Activity_Zone_Worker;M;118
202002;JO;Inconnue;Inconnue;4;4;F;28612
202002;JO;Inconnue;Inconnue;4;4;M;64230
202002;JO;Inconnue;Inconnue;4;4;NA;29742
202002;JO;Inconnue;Inconnue;4;Outside_Worker;F;3288
202002;JO;Inconnue;Inconnue;4;Outside_Worker;M;7028
202002;JO;Inconnue;Inconnue;4;Outside_Worker;NA;3925
202002;JO;Inconnue;Inconnue;Outside_Resident;4;F;17348
202002;JO;Inconnue;Inconnue;Outside_Resident;4;M;36937
202002;JO;Inconnue;Inconnue;Outside_Resident;4;NA;18982
202002;JO;Inconnue;Inconnue;Outside_Resident;Outside_Worker;F;54138
202002;JO;Inconnue;Inconnue;Outside_Resident;Outside_Worker;M;125188
202002;JO;Inconnue;Inconnue;Outside_Resident;Outside_Worker;NA;74689
202002;JO;Inconnue;Ituri;Outside_Resident;Outside_Worker;F;541
202002;JO;Inconnue;Ituri;Outside_Resident;Outside_Worker;M;1464
202002;JO;Inconnue;Ituri;Outside_Resident;Outside_Worker;NA;723
202002;JO;Inconnue;Ituri;Outside_Resident;Activity_Zone_Worker;F;510
202002;JO;Inconnue;Ituri;Outside_Resident;Activity_Zone_Worker;M;1502
202002;JO;Inconnue;Ituri;Outside_Resident;Activity_Zone_Worker;NA;368
202002;JO;Inconnue;Ituri;Activity_Zone_Resident;Outside_Worker;M;89
202002;JO;Inconnue;Ituri;Activity_Zone_Resident;Activity_Zone_Worker;F;192
202002;JO;Inconnue;Ituri;Activity_Zone_Resident;Activity_Zone_Worker;M;808
202002;JO;Inconnue;Ituri;Activity_Zone_Resident;Activity_Zone_Worker;NA;167
202002;JO;Inconnue;Kasai;4;4;M;29
202002;JO;Inconnue;Kasai;Outside_Resident;Outside_Worker;F;1194
202002;JO;Inconnue;Kasai;Outside_Resident;Outside_Worker;M;2715
202002;JO;Inconnue;Kasai;Outside_Resident;Outside_Worker;NA;1886
202002;JO;Inconnue;Kasai;Outside_Resident;Activity_Zone_Worker;F;220
202002;JO;Inconnue;Kasai;Outside_Resident;Activity_Zone_Worker;M;782
202002;JO;Inconnue;Kasai;Outside_Resident;Activity_Zone_Worker;NA;201
202002;JO;Inconnue;Kasai;Activity_Zone_Resident;Outside_Worker;M;59
202002;JO;Inconnue;Kasai;Activity_Zone_Resident;Outside_Worker;NA;38
202002;JO;Inconnue;Kasai;Activity_Zone_Resident;Activity_Zone_Worker;F;137
202002;JO;Inconnue;Kasai;Activity_Zone_Resident;Activity_Zone_Worker;M;389
202002;JO;Inconnue;Kasai;Activity_Zone_Resident;Activity_Zone_Worker;NA;21
202002;JO;Inconnue;Kasai-Central;4;4;M;39
202002;JO;Inconnue;Kasai-Central;4;Activity_Zone_Worker;M;37
202002;JO;Inconnue;Kasai-Central;Outside_Resident;Outside_Worker;F;1420
202002;JO;Inconnue;Kasai-Central;Outside_Resident;Outside_Worker;M;3130
202002;JO;Inconnue;Kasai-Central;Outside_Resident;Outside_Worker;NA;1922
202002;JO;Inconnue;Kasai-Central;Outside_Resident;Activity_Zone_Worker;F;252
202002;JO;Inconnue;Kasai-Central;Outside_Resident;Activity_Zone_Worker;M;914
202002;JO;Inconnue;Kasai-Central;Outside_Resident;Activity_Zone_Worker;NA;239
202002;JO;Inconnue;Kasai-Central;Activity_Zone_Resident;Activity_Zone_Worker;F;141
202002;JO;Inconnue;Kasai-Central;Activity_Zone_Resident;Activity_Zone_Worker;M;766
202002;JO;Inconnue;Kasai-Central;Activity_Zone_Resident;Activity_Zone_Worker;NA;94
202002;JO;Inconnue;Kasai-Oriental;4;4;M;64
202002;JO;Inconnue;Kasai-Oriental;Outside_Resident;Outside_Worker;F;5713
202002;JO;Inconnue;Kasai-Oriental;Outside_Resident;Outside_Worker;M;11599
202002;JO;Inconnue;Kasai-Oriental;Outside_Resident;Outside_Worker;NA;9443
202002;JO;Inconnue;Kasai-Oriental;Outside_Resident;Activity_Zone_Worker;F;1160
202002;JO;Inconnue;Kasai-Oriental;Outside_Resident;Activity_Zone_Worker;M;2398
202002;JO;Inconnue;Kasai-Oriental;Outside_Resident;Activity_Zone_Worker;NA;1301
202002;JO;Inconnue;Kasai-Oriental;Activity_Zone_Resident;Activity_Zone_Worker;F;422
202002;JO;Inconnue;Kasai-Oriental;Activity_Zone_Resident;Activity_Zone_Worker;M;1101
202002;JO;Inconnue;Kasai-Oriental;Activity_Zone_Resident;Activity_Zone_Worker;NA;373
202002;JO;Inconnue;Kinshasa;4;4;F;1570
202002;JO;Inconnue;Kinshasa;4;4;M;3705
202002;JO;Inconnue;Kinshasa;4;4;NA;1228
202002;JO;Inconnue;Kinshasa;4;Outside_Worker;F;53
202002;JO;Inconnue;Kinshasa;4;Outside_Worker;M;192
202002;JO;Inconnue;Kinshasa;4;Outside_Worker;NA;32
202002;JO;Inconnue;Kinshasa;4;Activity_Zone_Worker;F;30
202002;JO;Inconnue;Kinshasa;4;Activity_Zone_Worker;M;376
202002;JO;Inconnue;Kinshasa;4;Activity_Zone_Worker;NA;63
202002;JO;Inconnue;Kinshasa;Outside_Resident;4;F;567
202002;JO;Inconnue;Kinshasa;Outside_Resident;4;M;1526
202002;JO;Inconnue;Kinshasa;Outside_Resident;4;NA;468
202002;JO;Inconnue;Kinshasa;Outside_Resident;Outside_Worker;F;31844
202002;JO;Inconnue;Kinshasa;Outside_Resident;Outside_Worker;M;72827
202002;JO;Inconnue;Kinshasa;Outside_Resident;Outside_Worker;NA;40921
202002;JO;Inconnue;Kinshasa;Outside_Resident;Activity_Zone_Worker;F;15730
202002;JO;Inconnue;Kinshasa;Outside_Resident;Activity_Zone_Worker;M;36968
202002;JO;Inconnue;Kinshasa;Outside_Resident;Activity_Zone_Worker;NA;14654
202002;JO;Inconnue;Kinshasa;Activity_Zone_Resident;4;M;26
202002;JO;Inconnue;Kinshasa;Activity_Zone_Resident;Outside_Worker;F;347
202002;JO;Inconnue;Kinshasa;Activity_Zone_Resident;Outside_Worker;M;847
202002;JO;Inconnue;Kinshasa;Activity_Zone_Resident;Outside_Worker;NA;402
202002;JO;Inconnue;Kinshasa;Activity_Zone_Resident;Activity_Zone_Worker;F;19527
202002;JO;Inconnue;Kinshasa;Activity_Zone_Resident;Activity_Zone_Worker;M;47165
202002;JO;Inconnue;Kinshasa;Activity_Zone_Resident;Activity_Zone_Worker;NA;17582
202002;JO;Inconnue;Kongo-Central;4;4;F;1348
202002;JO;Inconnue;Kongo-Central;4;4;M;3159
202002;JO;Inconnue;Kongo-Central;4;4;NA;846
202002;JO;Inconnue;Kongo-Central;4;Outside_Worker;M;24
202002;JO;Inconnue;Kongo-Central;4;Activity_Zone_Worker;F;408
202002;JO;Inconnue;Kongo-Central;4;Activity_Zone_Worker;M;1446
202002;JO;Inconnue;Kongo-Central;4;Activity_Zone_Worker;NA;386
202002;JO;Inconnue;Kongo-Central;Outside_Resident;4;F;267
202002;JO;Inconnue;Kongo-Central;Outside_Resident;4;M;886
202002;JO;Inconnue;Kongo-Central;Outside_Resident;4;NA;203
202002;JO;Inconnue;Kongo-Central;Outside_Resident;Outside_Worker;F;43612
202002;JO;Inconnue;Kongo-Central;Outside_Resident;Outside_Worker;M;94545
202002;JO;Inconnue;Kongo-Central;Outside_Resident;Outside_Worker;NA;58818
202002;JO;Inconnue;Kongo-Central;Outside_Resident;Activity_Zone_Worker;F;47889
202002;JO;Inconnue;Kongo-Central;Outside_Resident;Activity_Zone_Worker;M;106885
202002;JO;Inconnue;Kongo-Central;Outside_Resident;Activity_Zone_Worker;NA;47440
202002;JO;Inconnue;Kongo-Central;Activity_Zone_Resident;4;M;69
202002;JO;Inconnue;Kongo-Central;Activity_Zone_Resident;Outside_Worker;F;2012
202002;JO;Inconnue;Kongo-Central;Activity_Zone_Resident;Outside_Worker;M;4425
202002;JO;Inconnue;Kongo-Central;Activity_Zone_Resident;Outside_Worker;NA;2286
202002;JO;Inconnue;Kongo-Central;Activity_Zone_Resident;Activity_Zone_Worker;F;112986
202002;JO;Inconnue;Kongo-Central;Activity_Zone_Resident;Activity_Zone_Worker;M;278896
202002;JO;Inconnue;Kongo-Central;Activity_Zone_Resident;Activity_Zone_Worker;NA;104543
202002;JO;Inconnue;Kwango;4;4;M;38
202002;JO;Inconnue;Kwango;4;4;NA;75
202002;JO;Inconnue;Kwango;4;Outside_Worker;NA;39
202002;JO;Inconnue;Kwango;Outside_Resident;Outside_Worker;F;114
202002;JO;Inconnue;Kwango;Outside_Resident;Outside_Worker;M;326
202002;JO;Inconnue;Kwango;Outside_Resident;Outside_Worker;NA;112
202002;JO;Inconnue;Kwango;Outside_Resident;Activity_Zone_Worker;F;99
202002;JO;Inconnue;Kwango;Outside_Resident;Activity_Zone_Worker;M;476
202002;JO;Inconnue;Kwango;Outside_Resident;Activity_Zone_Worker;NA;50
202002;JO;Inconnue;Kwango;Activity_Zone_Resident;Activity_Zone_Worker;M;114
202002;JO;Inconnue;Kwilu;4;4;F;38
202002;JO;Inconnue;Kwilu;4;4;M;164
202002;JO;Inconnue;Kwilu;Outside_Resident;4;M;38
202002;JO;Inconnue;Kwilu;Outside_Resident;4;NA;39
202002;JO;Inconnue;Kwilu;Outside_Resident;Outside_Worker;F;1018
202002;JO;Inconnue;Kwilu;Outside_Resident;Outside_Worker;M;2339
202002;JO;Inconnue;Kwilu;Outside_Resident;Outside_Worker;NA;1061
202002;JO;Inconnue;Kwilu;Outside_Resident;Activity_Zone_Worker;F;705
202002;JO;Inconnue;Kwilu;Outside_Resident;Activity_Zone_Worker;M;1881
202002;JO;Inconnue;Kwilu;Outside_Resident;Activity_Zone_Worker;NA;498
202002;JO;Inconnue;Kwilu;Activity_Zone_Resident;Activity_Zone_Worker;M;159
202002;JO;Inconnue;Lomami;4;4;M;25
202002;JO;Inconnue;Lomami;Outside_Resident;Outside_Worker;F;1908
202002;JO;Inconnue;Lomami;Outside_Resident;Outside_Worker;M;3718
202002;JO;Inconnue;Lomami;Outside_Resident;Outside_Worker;NA;2510
202002;JO;Inconnue;Lomami;Outside_Resident;Activity_Zone_Worker;F;817
202002;JO;Inconnue;Lomami;Outside_Resident;Activity_Zone_Worker;M;1633
202002;JO;Inconnue;Lomami;Outside_Resident;Activity_Zone_Worker;NA;792
202002;JO;Inconnue;Lomami;Activity_Zone_Resident;Activity_Zone_Worker;F;426
202002;JO;Inconnue;Lomami;Activity_Zone_Resident;Activity_Zone_Worker;M;926
202002;JO;Inconnue;Lomami;Activity_Zone_Resident;Activity_Zone_Worker;NA;277
202002;JO;Inconnue;Lualaba;4;4;F;139
202002;JO;Inconnue;Lualaba;4;4;M;463
202002;JO;Inconnue;Lualaba;4;4;NA;171
202002;JO;Inconnue;Lualaba;4;Activity_Zone_Worker;M;21
202002;JO;Inconnue;Lualaba;Outside_Resident;4;F;267
202002;JO;Inconnue;Lualaba;Outside_Resident;4;M;919
202002;JO;Inconnue;Lualaba;Outside_Resident;4;NA;302
202002;JO;Inconnue;Lualaba;Outside_Resident;Outside_Worker;F;6495
202002;JO;Inconnue;Lualaba;Outside_Resident;Outside_Worker;M;14781
202002;JO;Inconnue;Lualaba;Outside_Resident;Outside_Worker;NA;11605
202002;JO;Inconnue;Lualaba;Outside_Resident;Activity_Zone_Worker;F;4517
202002;JO;Inconnue;Lualaba;Outside_Resident;Activity_Zone_Worker;M;10975
202002;JO;Inconnue;Lualaba;Outside_Resident;Activity_Zone_Worker;NA;5333
202002;JO;Inconnue;Lualaba;Activity_Zone_Resident;4;M;63
202002;JO;Inconnue;Lualaba;Activity_Zone_Resident;Outside_Worker;F;25
202002;JO;Inconnue;Lualaba;Activity_Zone_Resident;Outside_Worker;M;232
202002;JO;Inconnue;Lualaba;Activity_Zone_Resident;Outside_Worker;NA;88
202002;JO;Inconnue;Lualaba;Activity_Zone_Resident;Activity_Zone_Worker;F;5379
202002;JO;Inconnue;Lualaba;Activity_Zone_Resident;Activity_Zone_Worker;M;13561
202002;JO;Inconnue;Lualaba;Activity_Zone_Resident;Activity_Zone_Worker;NA;6144
202002;JO;Inconnue;Mai-Ndombe;Outside_Resident;Outside_Worker;F;77
202002;JO;Inconnue;Mai-Ndombe;Outside_Resident;Outside_Worker;M;408
202002;JO;Inconnue;Mai-Ndombe;Outside_Resident;Outside_Worker;NA;53
202002;JO;Inconnue;Mai-Ndombe;Outside_Resident;Activity_Zone_Worker;M;65
202002;JO;Inconnue;Maniema;4;4;NA;37
202002;JO;Inconnue;Maniema;Outside_Resident;Outside_Worker;F;298
202002;JO;Inconnue;Maniema;Outside_Resident;Outside_Worker;M;1194
202002;JO;Inconnue;Maniema;Outside_Resident;Outside_Worker;NA;534
202002;JO;Inconnue;Maniema;Outside_Resident;Activity_Zone_Worker;F;297
202002;JO;Inconnue;Maniema;Outside_Resident;Activity_Zone_Worker;M;1526
202002;JO;Inconnue;Maniema;Outside_Resident;Activity_Zone_Worker;NA;424
202002;JO;Inconnue;Maniema;Activity_Zone_Resident;Activity_Zone_Worker;M;322
202002;JO;Inconnue;Mongala;Outside_Resident;Outside_Worker;F;235
202002;JO;Inconnue;Mongala;Outside_Resident;Outside_Worker;M;778
202002;JO;Inconnue;Mongala;Outside_Resident;Outside_Worker;NA;335
202002;JO;Inconnue;Mongala;Outside_Resident;Activity_Zone_Worker;M;241
202002;JO;Inconnue;Mongala;Activity_Zone_Resident;Activity_Zone_Worker;M;44
202002;JO;Inconnue;Nord-Kivu;4;4;M;107
202002;JO;Inconnue;Nord-Kivu;4;4;NA;23
202002;JO;Inconnue;Nord-Kivu;4;Activity_Zone_Worker;M;49
202002;JO;Inconnue;Nord-Kivu;Outside_Resident;4;M;176
202002;JO;Inconnue;Nord-Kivu;Outside_Resident;Outside_Worker;F;8980
202002;JO;Inconnue;Nord-Kivu;Outside_Resident;Outside_Worker;M;21226
202002;JO;Inconnue;Nord-Kivu;Outside_Resident;Outside_Worker;NA;13447
202002;JO;Inconnue;Nord-Kivu;Outside_Resident;Activity_Zone_Worker;F;7250
202002;JO;Inconnue;Nord-Kivu;Outside_Resident;Activity_Zone_Worker;M;18400
202002;JO;Inconnue;Nord-Kivu;Outside_Resident;Activity_Zone_Worker;NA;7064
202002;JO;Inconnue;Nord-Kivu;Activity_Zone_Resident;Outside_Worker;M;144
202002;JO;Inconnue;Nord-Kivu;Activity_Zone_Resident;Outside_Worker;NA;40
202002;JO;Inconnue;Nord-Kivu;Activity_Zone_Resident;Activity_Zone_Worker;F;2884
202002;JO;Inconnue;Nord-Kivu;Activity_Zone_Resident;Activity_Zone_Worker;M;7610
202002;JO;Inconnue;Nord-Kivu;Activity_Zone_Resident;Activity_Zone_Worker;NA;2853
202002;JO;Inconnue;Nord-Ubangi;Outside_Resident;Outside_Worker;F;22
202002;JO;Inconnue;Nord-Ubangi;Outside_Resident;Outside_Worker;M;259
202002;JO;Inconnue;Nord-Ubangi;Outside_Resident;Activity_Zone_Worker;M;369
202002;JO;Inconnue;Nord-Ubangi;Activity_Zone_Resident;Activity_Zone_Worker;M;78
202002;JO;Inconnue;Sankuru;Outside_Resident;Outside_Worker;F;104
202002;JO;Inconnue;Sankuru;Outside_Resident;Outside_Worker;M;447
202002;JO;Inconnue;Sankuru;Outside_Resident;Outside_Worker;NA;224
202002;JO;Inconnue;Sankuru;Outside_Resident;Activity_Zone_Worker;F;198
202002;JO;Inconnue;Sankuru;Outside_Resident;Activity_Zone_Worker;M;588
202002;JO;Inconnue;Sankuru;Outside_Resident;Activity_Zone_Worker;NA;68
202002;JO;Inconnue;Sankuru;Activity_Zone_Resident;Activity_Zone_Worker;M;66
202002;JO;Inconnue;Sud-Kivu;Outside_Resident;4;M;64
202002;JO;Inconnue;Sud-Kivu;Outside_Resident;Outside_Worker;F;8306
202002;JO;Inconnue;Sud-Kivu;Outside_Resident;Outside_Worker;M;17855
202002;JO;Inconnue;Sud-Kivu;Outside_Resident;Outside_Worker;NA;11238
202002;JO;Inconnue;Sud-Kivu;Outside_Resident;Activity_Zone_Worker;F;5131
202002;JO;Inconnue;Sud-Kivu;Outside_Resident;Activity_Zone_Worker;M;10973
202002;JO;Inconnue;Sud-Kivu;Outside_Resident;Activity_Zone_Worker;NA;4562
202002;JO;Inconnue;Sud-Kivu;Activity_Zone_Resident;Outside_Worker;M;77
202002;JO;Inconnue;Sud-Kivu;Activity_Zone_Resident;Outside_Worker;NA;21
202002;JO;Inconnue;Sud-Kivu;Activity_Zone_Resident;Activity_Zone_Worker;F;2133
202002;JO;Inconnue;Sud-Kivu;Activity_Zone_Resident;Activity_Zone_Worker;M;4922
202002;JO;Inconnue;Sud-Kivu;Activity_Zone_Resident;Activity_Zone_Worker;NA;1907
202002;JO;Inconnue;Sud-Ubangi;Outside_Resident;4;F;39
202002;JO;Inconnue;Sud-Ubangi;Outside_Resident;4;M;25
202002;JO;Inconnue;Sud-Ubangi;Outside_Resident;4;NA;38
202002;JO;Inconnue;Sud-Ubangi;Outside_Resident;Outside_Worker;F;462
202002;JO;Inconnue;Sud-Ubangi;Outside_Resident;Outside_Worker;M;1386
202002;JO;Inconnue;Sud-Ubangi;Outside_Resident;Outside_Worker;NA;589
202002;JO;Inconnue;Sud-Ubangi;Outside_Resident;Activity_Zone_Worker;F;83
202002;JO;Inconnue;Sud-Ubangi;Outside_Resident;Activity_Zone_Worker;M;885
202002;JO;Inconnue;Sud-Ubangi;Outside_Resident;Activity_Zone_Worker;NA;49
