Period;Day_type;Hour;Zone;TypeFlux;Home_Zone;Activity_Zone;Volume
202002;JO;06:00:00;Haut-Katanga;Entree;Haut-Katanga;Haut-Katanga;93307
202002;JO;06:00:00;Haut-Katanga;Entree;Haut-Katanga;Hors_Zone;1623
202002;JO;06:00:00;Haut-Katanga;Entree;Haut-Katanga;Kasai-Oriental;326
202002;JO;06:00:00;Haut-Katanga;Entree;Haut-Katanga;Lualaba;37659
202002;JO;06:00:00;Haut-Katanga;Entree;Hors_Zone;Haut-Katanga;4320
202002;JO;06:00:00;Haut-Katanga;Entree;Hors_Zone;Hors_Zone;7602
202002;JO;06:00:00;Haut-Katanga;Entree;Hors_Zone;Lualaba;1999
202002;JO;06:00:00;Haut-Katanga;Entree;Kinshasa;Kinshasa;21756
202002;JO;06:00:00;Haut-Katanga;Entree;Lualaba;Haut-Katanga;13887
202002;JO;06:00:00;Haut-Katanga;Entree;Lualaba;Lualaba;29795
202002;JO;06:00:00;Haut-Katanga;Sortie;Haut-Katanga;Haut-Katanga;63154
202002;JO;06:00:00;Haut-Katanga;Sortie;Haut-Katanga;Hors_Zone;247
202002;JO;06:00:00;Haut-Katanga;Sortie;Haut-Katanga;Lualaba;9771
202002;JO;06:00:00;Haut-Katanga;Sortie;Haut-Lomami;Haut-Lomami;751
202002;JO;06:00:00;Haut-Katanga;Sortie;Hors_Zone;Haut-Katanga;4884
202002;JO;06:00:00;Haut-Katanga;Sortie;Hors_Zone;Hors_Zone;5864
202002;JO;06:00:00;Haut-Katanga;Sortie;Hors_Zone;Kinshasa;255
202002;JO;06:00:00;Haut-Katanga;Sortie;Hors_Zone;Lualaba;2693
202002;JO;06:00:00;Haut-Katanga;Sortie;Lomami;Kasai-Oriental;239
202002;JO;06:00:00;Haut-Katanga;Sortie;Lualaba;Haut-Katanga;18323
202002;JO;06:00:00;Haut-Katanga;Sortie;Lualaba;Hors_Zone;249
202002;JO;06:00:00;Haut-Katanga;Sortie;Lualaba;Lualaba;72119
202002;JO;06:00:00;Haut-Lomami;Entree;Haut-Lomami;Haut-Lomami;9320
202002;JO;06:00:00;Haut-Lomami;Entree;Haut-Lomami;Hors_Zone;788
202002;JO;06:00:00;Haut-Lomami;Entree;Haut-Lomami;Kasai;1254
202002;JO;06:00:00;Haut-Lomami;Entree;Haut-Lomami;Lomami;2790
202002;JO;06:00:00;Haut-Lomami;Entree;Hors_Zone;Haut-Katanga;326
202002;JO;06:00:00;Haut-Lomami;Entree;Hors_Zone;Haut-Lomami;1125
202002;JO;06:00:00;Haut-Lomami;Entree;Hors_Zone;Hors_Zone;26101
202002;JO;06:00:00;Haut-Lomami;Entree;Hors_Zone;Kasai;11410
202002;JO;06:00:00;Haut-Lomami;Entree;Hors_Zone;Kasai-Oriental;251
202002;JO;06:00:00;Haut-Lomami;Entree;Hors_Zone;Lomami;255
202002;JO;06:00:00;Haut-Lomami;Entree;Kasai;Haut-Lomami;251
202002;JO;06:00:00;Haut-Lomami;Entree;Kasai;Kasai;28067
202002;JO;06:00:00;Haut-Lomami;Entree;Kasai-Oriental;Kasai-Oriental;566
202002;JO;06:00:00;Haut-Lomami;Entree;Lomami;Haut-Lomami;542
202002;JO;06:00:00;Haut-Lomami;Entree;Lomami;Hors_Zone;1097
202002;JO;06:00:00;Haut-Lomami;Entree;Lomami;Lomami;14921
202002;JO;06:00:00;Haut-Lomami;Sortie;Haut-Lomami;Haut-Lomami;7565
202002;JO;06:00:00;Haut-Lomami;Sortie;Haut-Lomami;Hors_Zone;717
202002;JO;06:00:00;Haut-Lomami;Sortie;Haut-Lomami;Lomami;1110
202002;JO;06:00:00;Haut-Lomami;Sortie;Hors_Zone;Haut-Lomami;968
202002;JO;06:00:00;Haut-Lomami;Sortie;Hors_Zone;Hors_Zone;2615
202002;JO;06:00:00;Haut-Lomami;Sortie;Hors_Zone;Lomami;566
202002;JO;06:00:00;Haut-Lomami;Sortie;Kasai;Hors_Zone;16817
202002;JO;06:00:00;Haut-Lomami;Sortie;Kasai;Kasai;95829
202002;JO;06:00:00;Haut-Lomami;Sortie;Kinshasa;Kinshasa;5307
202002;JO;06:00:00;Haut-Lomami;Sortie;Lomami;Haut-Lomami;4358
202002;JO;06:00:00;Haut-Lomami;Sortie;Lomami;Hors_Zone;1143
202002;JO;06:00:00;Haut-Lomami;Sortie;Lomami;Kasai-Oriental;352
202002;JO;06:00:00;Haut-Lomami;Sortie;Lomami;Lomami;12250
202002;JO;06:00:00;Ituri;Entree;Hors_Zone;Hors_Zone;2096
202002;JO;06:00:00;Ituri;Entree;Hors_Zone;Nord-Kivu;893
202002;JO;06:00:00;Ituri;Entree;Hors_Zone;Tshopo;477
202002;JO;06:00:00;Ituri;Entree;Ituri;Ituri;4979
202002;JO;06:00:00;Ituri;Entree;Nord-Kivu;Ituri;461
202002;JO;06:00:00;Ituri;Entree;Nord-Kivu;Nord-Kivu;964
202002;JO;06:00:00;Ituri;Sortie;Hors_Zone;Hors_Zone;2752
202002;JO;06:00:00;Ituri;Sortie;Hors_Zone;Ituri;1616
202002;JO;06:00:00;Ituri;Sortie;Hors_Zone;Nord-Kivu;1582
202002;JO;06:00:00;Ituri;Sortie;Ituri;Hors_Zone;424
202002;JO;06:00:00;Ituri;Sortie;Ituri;Ituri;1563
202002;JO;06:00:00;Ituri;Sortie;Nord-Kivu;Ituri;954
202002;JO;06:00:00;Ituri;Sortie;Nord-Kivu;Nord-Kivu;919
202002;JO;06:00:00;Kasai;Entree;Haut-Lomami;Haut-Lomami;255
202002;JO;06:00:00;Kasai;Entree;Hors_Zone;Hors_Zone;4945
202002;JO;06:00:00;Kasai;Entree;Hors_Zone;Kasai-Central;4945
202002;JO;06:00:00;Kasai;Entree;Kasai;Hors_Zone;5420
202002;JO;06:00:00;Kasai;Entree;Kasai;Kasai;43058
202002;JO;06:00:00;Kasai;Entree;Kasai-Central;Kasai-Central;4945
202002;JO;06:00:00;Kasai;Entree;Kinshasa;Kinshasa;5307
202002;JO;06:00:00;Kasai;Entree;Kwilu;Hors_Zone;5212
202002;JO;06:00:00;Kasai;Entree;Kwilu;Kwilu;22481
202002;JO;06:00:00;Kasai;Sortie;Haut-Lomami;Kasai;1254
202002;JO;06:00:00;Kasai;Sortie;Hors_Zone;Hors_Zone;16472
202002;JO;06:00:00;Kasai;Sortie;Kasai;Haut-Lomami;251
202002;JO;06:00:00;Kasai;Sortie;Kasai;Kasai;28122
202002;JO;06:00:00;Kasai;Sortie;Kinshasa;Kinshasa;709
202002;JO;06:00:00;Kasai;Sortie;Kwilu;Hors_Zone;4474
202002;JO;06:00:00;Kasai;Sortie;Kwilu;Kwilu;20569
202002;JO;06:00:00;Kasai-Central;Entree;Hors_Zone;Hors_Zone;30226
202002;JO;06:00:00;Kasai-Central;Entree;Hors_Zone;Kasai-Central;10692
202002;JO;06:00:00;Kasai-Central;Entree;Hors_Zone;Kasai-Oriental;945
202002;JO;06:00:00;Kasai-Central;Entree;Hors_Zone;Lomami;336
202002;JO;06:00:00;Kasai-Central;Entree;Kasai-Central;Hors_Zone;20976
202002;JO;06:00:00;Kasai-Central;Entree;Kasai-Central;Kasai-Central;160849
202002;JO;06:00:00;Kasai-Central;Entree;Kasai-Central;Kasai-Oriental;27405
202002;JO;06:00:00;Kasai-Central;Entree;Kasai-Oriental;Hors_Zone;649
202002;JO;06:00:00;Kasai-Central;Entree;Kasai-Oriental;Kasai-Central;5322
202002;JO;06:00:00;Kasai-Central;Entree;Kasai-Oriental;Kasai-Oriental;107256
202002;JO;06:00:00;Kasai-Central;Entree;Lomami;Hors_Zone;323
202002;JO;06:00:00;Kasai-Central;Entree;Lomami;Lomami;6546
202002;JO;06:00:00;Kasai-Central;Sortie;Hors_Zone;Hors_Zone;24189
202002;JO;06:00:00;Kasai-Central;Sortie;Hors_Zone;Kasai-Central;5269
202002;JO;06:00:00;Kasai-Central;Sortie;Hors_Zone;Kasai-Oriental;1014
202002;JO;06:00:00;Kasai-Central;Sortie;Hors_Zone;Lomami;323
202002;JO;06:00:00;Kasai-Central;Sortie;Kasai-Central;Hors_Zone;326
202002;JO;06:00:00;Kasai-Central;Sortie;Kasai-Central;Kasai-Central;108509
202002;JO;06:00:00;Kasai-Central;Sortie;Kasai-Central;Kasai-Oriental;26752
202002;JO;06:00:00;Kasai-Central;Sortie;Kasai-Oriental;Hors_Zone;967
202002;JO;06:00:00;Kasai-Central;Sortie;Kasai-Oriental;Kasai-Central;38116
202002;JO;06:00:00;Kasai-Central;Sortie;Kasai-Oriental;Kasai-Oriental;148664
202002;JO;06:00:00;Kasai-Central;Sortie;Lomami;Kasai-Central;322
202002;JO;06:00:00;Kasai-Central;Sortie;Lomami;Kasai-Oriental;307
202002;JO;06:00:00;Kasai-Central;Sortie;Lomami;Lomami;12167
202002;JO;06:00:00;Kasai-Oriental;Entree;Hors_Zone;Hors_Zone;54649
202002;JO;06:00:00;Kasai-Oriental;Entree;Hors_Zone;Kasai-Central;11025
202002;JO;06:00:00;Kasai-Oriental;Entree;Hors_Zone;Kasai-Oriental;7988
202002;JO;06:00:00;Kasai-Oriental;Entree;Hors_Zone;Lomami;7860
202002;JO;06:00:00;Kasai-Oriental;Entree;Kasai-Central;Hors_Zone;5618
202002;JO;06:00:00;Kasai-Oriental;Entree;Kasai-Central;Kasai-Central;161366
202002;JO;06:00:00;Kasai-Oriental;Entree;Kasai-Central;Kasai-Oriental;38661
202002;JO;06:00:00;Kasai-Oriental;Entree;Kasai-Oriental;Hors_Zone;5188
202002;JO;06:00:00;Kasai-Oriental;Entree;Kasai-Oriental;Kasai-Central;33073
202002;JO;06:00:00;Kasai-Oriental;Entree;Kasai-Oriental;Kasai-Oriental;276491
202002;JO;06:00:00;Kasai-Oriental;Entree;Kasai-Oriental;Lomami;37089
202002;JO;06:00:00;Kasai-Oriental;Entree;Lomami;Hors_Zone;6174
202002;JO;06:00:00;Kasai-Oriental;Entree;Lomami;Kasai-Oriental;28360
202002;JO;06:00:00;Kasai-Oriental;Entree;Lomami;Lomami;163494
202002;JO;06:00:00;Kasai-Oriental;Sortie;Hors_Zone;Hors_Zone;50470
202002;JO;06:00:00;Kasai-Oriental;Sortie;Hors_Zone;Kasai-Central;10463
202002;JO;06:00:00;Kasai-Oriental;Sortie;Hors_Zone;Kasai-Oriental;16223
202002;JO;06:00:00;Kasai-Oriental;Sortie;Hors_Zone;Lomami;8876
202002;JO;06:00:00;Kasai-Oriental;Sortie;Kasai-Central;Hors_Zone;21311
202002;JO;06:00:00;Kasai-Oriental;Sortie;Kasai-Central;Kasai-Central;203108
202002;JO;06:00:00;Kasai-Oriental;Sortie;Kasai-Central;Kasai-Oriental;29915
202002;JO;06:00:00;Kasai-Oriental;Sortie;Kasai-Oriental;Hors_Zone;3608
202002;JO;06:00:00;Kasai-Oriental;Sortie;Kasai-Oriental;Kasai-Central;6300
202002;JO;06:00:00;Kasai-Oriental;Sortie;Kasai-Oriental;Kasai-Oriental;190894
202002;JO;06:00:00;Kasai-Oriental;Sortie;Kasai-Oriental;Lomami;25971
202002;JO;06:00:00;Kasai-Oriental;Sortie;Kinshasa;Kinshasa;347
202002;JO;06:00:00;Kasai-Oriental;Sortie;Lomami;Hors_Zone;12137
202002;JO;06:00:00;Kasai-Oriental;Sortie;Lomami;Kasai-Oriental;43268
202002;JO;06:00:00;Kasai-Oriental;Sortie;Lomami;Lomami;209612
202002;JO;06:00:00;Kasai-Oriental;Sortie;Lualaba;Hors_Zone;243
202002;JO;06:00:00;Kinshasa;Entree;Hors_Zone;Hors_Zone;4614
202002;JO;06:00:00;Kinshasa;Entree;Hors_Zone;Kongo-Central;1009
202002;JO;06:00:00;Kinshasa;Entree;Kinshasa;Hors_Zone;950
202002;JO;06:00:00;Kinshasa;Entree;Kinshasa;Kinshasa;13077
202002;JO;06:00:00;Kinshasa;Entree;Kinshasa;Kongo-Central;2523
202002;JO;06:00:00;Kinshasa;Entree;Kongo-Central;Hors_Zone;1043
202002;JO;06:00:00;Kinshasa;Entree;Kongo-Central;Kinshasa;1387
202002;JO;06:00:00;Kinshasa;Entree;Kongo-Central;Kongo-Central;11709
202002;JO;06:00:00;Kinshasa;Sortie;Hors_Zone;Hors_Zone;6279
202002;JO;06:00:00;Kinshasa;Sortie;Hors_Zone;Kinshasa;678
202002;JO;06:00:00;Kinshasa;Sortie;Kinshasa;Hors_Zone;307
202002;JO;06:00:00;Kinshasa;Sortie;Kinshasa;Kinshasa;7124
202002;JO;06:00:00;Kinshasa;Sortie;Kinshasa;Kongo-Central;343
202002;JO;06:00:00;Kinshasa;Sortie;Kongo-Central;Hors_Zone;2167
202002;JO;06:00:00;Kinshasa;Sortie;Kongo-Central;Kinshasa;7276
202002;JO;06:00:00;Kinshasa;Sortie;Kongo-Central;Kongo-Central;17908
202002;JO;06:00:00;Kongo-Central;Entree;Hors_Zone;Hors_Zone;6204
202002;JO;06:00:00;Kongo-Central;Entree;Hors_Zone;Kinshasa;1001
202002;JO;06:00:00;Kongo-Central;Entree;Kinshasa;Hors_Zone;307
202002;JO;06:00:00;Kongo-Central;Entree;Kinshasa;Kinshasa;9751
202002;JO;06:00:00;Kongo-Central;Entree;Kongo-Central;Hors_Zone;1446
202002;JO;06:00:00;Kongo-Central;Entree;Kongo-Central;Kinshasa;6035
202002;JO;06:00:00;Kongo-Central;Entree;Kongo-Central;Kongo-Central;16835
202002;JO;06:00:00;Kongo-Central;Sortie;Hors_Zone;Hors_Zone;4430
202002;JO;06:00:00;Kongo-Central;Sortie;Hors_Zone;Kongo-Central;679
202002;JO;06:00:00;Kongo-Central;Sortie;Kinshasa;Hors_Zone;627
202002;JO;06:00:00;Kongo-Central;Sortie;Kinshasa;Kinshasa;18273
202002;JO;06:00:00;Kongo-Central;Sortie;Kinshasa;Kongo-Central;4157
202002;JO;06:00:00;Kongo-Central;Sortie;Kongo-Central;Hors_Zone;323
202002;JO;06:00:00;Kongo-Central;Sortie;Kongo-Central;Kinshasa;1359
202002;JO;06:00:00;Kongo-Central;Sortie;Kongo-Central;Kongo-Central;9076
202002;JO;06:00:00;Kwilu;Entree;Kasai;Kwilu;9939
202002;JO;06:00:00;Kwilu;Entree;Kwilu;Kwilu;5932
202002;JO;06:00:00;Kwilu;Sortie;Hors_Zone;Kwilu;5177
202002;JO;06:00:00;Kwilu;Sortie;Kasai;Kwilu;5818
202002;JO;06:00:00;Lomami;Entree;Haut-Lomami;Haut-Lomami;16637
202002;JO;06:00:00;Lomami;Entree;Haut-Lomami;Lomami;1351
202002;JO;06:00:00;Lomami;Entree;Hors_Zone;Haut-Lomami;1225
202002;JO;06:00:00;Lomami;Entree;Hors_Zone;Hors_Zone;42705
202002;JO;06:00:00;Lomami;Entree;Hors_Zone;Kasai-Oriental;17387
202002;JO;06:00:00;Lomami;Entree;Hors_Zone;Lomami;9319
202002;JO;06:00:00;Lomami;Entree;Kasai-Central;Hors_Zone;5801
202002;JO;06:00:00;Lomami;Entree;Kasai-Central;Kasai-Central;300
202002;JO;06:00:00;Lomami;Entree;Kasai-Central;Lomami;656
202002;JO;06:00:00;Lomami;Entree;Kasai-Oriental;Hors_Zone;2333
202002;JO;06:00:00;Lomami;Entree;Kasai-Oriental;Kasai-Oriental;191019
202002;JO;06:00:00;Lomami;Entree;Kasai-Oriental;Lomami;29320
202002;JO;06:00:00;Lomami;Entree;Lomami;Haut-Lomami;4070
202002;JO;06:00:00;Lomami;Entree;Lomami;Hors_Zone;11441
202002;JO;06:00:00;Lomami;Entree;Lomami;Kasai-Oriental;49560
202002;JO;06:00:00;Lomami;Entree;Lomami;Lomami;169385
202002;JO;06:00:00;Lomami;Entree;Lualaba;Hors_Zone;243
202002;JO;06:00:00;Lomami;Sortie;Haut-Lomami;Haut-Lomami;12086
202002;JO;06:00:00;Lomami;Sortie;Haut-Lomami;Hors_Zone;925
202002;JO;06:00:00;Lomami;Sortie;Haut-Lomami;Lomami;2796
202002;JO;06:00:00;Lomami;Sortie;Hors_Zone;Haut-Katanga;326
202002;JO;06:00:00;Lomami;Sortie;Hors_Zone;Haut-Lomami;3044
202002;JO;06:00:00;Lomami;Sortie;Hors_Zone;Hors_Zone;46421
202002;JO;06:00:00;Lomami;Sortie;Hors_Zone;Kasai-Central;229
202002;JO;06:00:00;Lomami;Sortie;Hors_Zone;Kasai-Oriental;9346
202002;JO;06:00:00;Lomami;Sortie;Hors_Zone;Lomami;8112
202002;JO;06:00:00;Lomami;Sortie;Kasai-Central;Lomami;313
202002;JO;06:00:00;Lomami;Sortie;Kasai-Oriental;Hors_Zone;7187
202002;JO;06:00:00;Lomami;Sortie;Kasai-Oriental;Kasai-Central;5177
202002;JO;06:00:00;Lomami;Sortie;Kasai-Oriental;Kasai-Oriental;234477
202002;JO;06:00:00;Lomami;Sortie;Kasai-Oriental;Lomami;37570
202002;JO;06:00:00;Lomami;Sortie;Kinshasa;Kasai-Oriental;344
202002;JO;06:00:00;Lomami;Sortie;Lomami;Haut-Lomami;696
202002;JO;06:00:00;Lomami;Sortie;Lomami;Hors_Zone;4900
202002;JO;06:00:00;Lomami;Sortie;Lomami;Kasai-Central;313
202002;JO;06:00:00;Lomami;Sortie;Lomami;Kasai-Oriental;28868
202002;JO;06:00:00;Lomami;Sortie;Lomami;Lomami;112919
202002;JO;06:00:00;Lualaba;Entree;Haut-Katanga;Haut-Katanga;131034
202002;JO;06:00:00;Lualaba;Entree;Haut-Katanga;Hors_Zone;255
202002;JO;06:00:00;Lualaba;Entree;Haut-Katanga;Lualaba;8296
202002;JO;06:00:00;Lualaba;Entree;Haut-Lomami;Haut-Lomami;751
202002;JO;06:00:00;Lualaba;Entree;Hors_Zone;Haut-Katanga;5413
202002;JO;06:00:00;Lualaba;Entree;Hors_Zone;Hors_Zone;8641
202002;JO;06:00:00;Lualaba;Entree;Hors_Zone;Kinshasa;255
202002;JO;06:00:00;Lualaba;Entree;Hors_Zone;Lualaba;2700
202002;JO;06:00:00;Lualaba;Entree;Lomami;Kasai-Oriental;239
202002;JO;06:00:00;Lualaba;Entree;Lualaba;Haut-Katanga;17719
202002;JO;06:00:00;Lualaba;Entree;Lualaba;Lualaba;39924
202002;JO;06:00:00;Lualaba;Sortie;Haut-Katanga;Haut-Katanga;261751
202002;JO;06:00:00;Lualaba;Sortie;Haut-Katanga;Hors_Zone;3576
202002;JO;06:00:00;Lualaba;Sortie;Haut-Katanga;Kasai-Oriental;326
202002;JO;06:00:00;Lualaba;Sortie;Haut-Katanga;Lualaba;55164
202002;JO;06:00:00;Lualaba;Sortie;Hors_Zone;Haut-Katanga;5586
202002;JO;06:00:00;Lualaba;Sortie;Hors_Zone;Hors_Zone;11955
202002;JO;06:00:00;Lualaba;Sortie;Hors_Zone;Lualaba;2233
202002;JO;06:00:00;Lualaba;Sortie;Kasai-Oriental;Kasai-Oriental;241
202002;JO;06:00:00;Lualaba;Sortie;Kinshasa;Kinshasa;22025
202002;JO;06:00:00;Lualaba;Sortie;Lualaba;Haut-Katanga;14118
202002;JO;06:00:00;Lualaba;Sortie;Lualaba;Lualaba;16691
202002;JO;06:00:00;Nord-Kivu;Entree;Hors_Zone;Hors_Zone;46240
202002;JO;06:00:00;Nord-Kivu;Entree;Hors_Zone;Ituri;1616
202002;JO;06:00:00;Nord-Kivu;Entree;Hors_Zone;Nord-Kivu;16911
202002;JO;06:00:00;Nord-Kivu;Entree;Hors_Zone;Sud-Kivu;11946
202002;JO;06:00:00;Nord-Kivu;Entree;Ituri;Hors_Zone;424
202002;JO;06:00:00;Nord-Kivu;Entree;Ituri;Ituri;5356
202002;JO;06:00:00;Nord-Kivu;Entree;Nord-Kivu;Hors_Zone;7231
202002;JO;06:00:00;Nord-Kivu;Entree;Nord-Kivu;Ituri;978
202002;JO;06:00:00;Nord-Kivu;Entree;Nord-Kivu;Nord-Kivu;190078
202002;JO;06:00:00;Nord-Kivu;Entree;Nord-Kivu;Sud-Kivu;75638
202002;JO;06:00:00;Nord-Kivu;Entree;Sud-Kivu;Hors_Zone;4593
202002;JO;06:00:00;Nord-Kivu;Entree;Sud-Kivu;Nord-Kivu;26849
202002;JO;06:00:00;Nord-Kivu;Entree;Sud-Kivu;Sud-Kivu;164937
202002;JO;06:00:00;Nord-Kivu;Sortie;Hors_Zone;Hors_Zone;42347
202002;JO;06:00:00;Nord-Kivu;Sortie;Hors_Zone;Ituri;461
202002;JO;06:00:00;Nord-Kivu;Sortie;Hors_Zone;Nord-Kivu;18980
202002;JO;06:00:00;Nord-Kivu;Sortie;Hors_Zone;Sud-Kivu;8498
202002;JO;06:00:00;Nord-Kivu;Sortie;Ituri;Ituri;7060
202002;JO;06:00:00;Nord-Kivu;Sortie;Ituri;Nord-Kivu;1089
202002;JO;06:00:00;Nord-Kivu;Sortie;Nord-Kivu;Hors_Zone;3786
202002;JO;06:00:00;Nord-Kivu;Sortie;Nord-Kivu;Ituri;461
202002;JO;06:00:00;Nord-Kivu;Sortie;Nord-Kivu;Nord-Kivu;130174
202002;JO;06:00:00;Nord-Kivu;Sortie;Nord-Kivu;Sud-Kivu;28629
202002;JO;06:00:00;Nord-Kivu;Sortie;Sud-Kivu;Hors_Zone;3537
202002;JO;06:00:00;Nord-Kivu;Sortie;Sud-Kivu;Nord-Kivu;52546
202002;JO;06:00:00;Nord-Kivu;Sortie;Sud-Kivu;Sud-Kivu;196118
202002;JO;06:00:00;Sud-Kivu;Entree;Hors_Zone;Hors_Zone;49287
202002;JO;06:00:00;Sud-Kivu;Entree;Hors_Zone;Nord-Kivu;19148
202002;JO;06:00:00;Sud-Kivu;Entree;Hors_Zone;Sud-Kivu;10331
202002;JO;06:00:00;Sud-Kivu;Entree;Nord-Kivu;Hors_Zone;7462
202002;JO;06:00:00;Sud-Kivu;Entree;Nord-Kivu;Nord-Kivu;235458
202002;JO;06:00:00;Sud-Kivu;Entree;Nord-Kivu;Sud-Kivu;37962
202002;JO;06:00:00;Sud-Kivu;Entree;Sud-Kivu;Hors_Zone;3154
202002;JO;06:00:00;Sud-Kivu;Entree;Sud-Kivu;Nord-Kivu;47805
202002;JO;06:00:00;Sud-Kivu;Entree;Sud-Kivu;Sud-Kivu;141620
202002;JO;06:00:00;Sud-Kivu;Sortie;Hors_Zone;Hors_Zone;37640
202002;JO;06:00:00;Sud-Kivu;Sortie;Hors_Zone;Nord-Kivu;19209
202002;JO;06:00:00;Sud-Kivu;Sortie;Hors_Zone;Sud-Kivu;9867
202002;JO;06:00:00;Sud-Kivu;Sortie;Nord-Kivu;Hors_Zone;8322
202002;JO;06:00:00;Sud-Kivu;Sortie;Nord-Kivu;Nord-Kivu;273630
202002;JO;06:00:00;Sud-Kivu;Sortie;Nord-Kivu;Sud-Kivu;81831
202002;JO;06:00:00;Sud-Kivu;Sortie;Sud-Kivu;Hors_Zone;3296
202002;JO;06:00:00;Sud-Kivu;Sortie;Sud-Kivu;Nord-Kivu;20977
202002;JO;06:00:00;Sud-Kivu;Sortie;Sud-Kivu;Sud-Kivu;82509
202002;JO;06:30:00;Haut-Katanga;Entree;Haut-Katanga;Haut-Katanga;132142
202002;JO;06:30:00;Haut-Katanga;Entree;Haut-Katanga;Hors_Zone;954
202002;JO;06:30:00;Haut-Katanga;Entree;Haut-Katanga;Lualaba;47677
202002;JO;06:30:00;Haut-Katanga;Entree;Hors_Zone;Haut-Katanga;5398
202002;JO;06:30:00;Haut-Katanga;Entree;Hors_Zone;Hors_Zone;11815
202002;JO;06:30:00;Haut-Katanga;Entree;Hors_Zone;Lualaba;3059
202002;JO;06:30:00;Haut-Katanga;Entree;Kinshasa;Kinshasa;947
202002;JO;06:30:00;Haut-Katanga;Entree;Lualaba;Haut-Katanga;10525
202002;JO;06:30:00;Haut-Katanga;Entree;Lualaba;Hors_Zone;222
202002;JO;06:30:00;Haut-Katanga;Entree;Lualaba;Lualaba;37339
202002;JO;06:30:00;Haut-Katanga;Sortie;Haut-Katanga;Haut-Katanga;58904
202002;JO;06:30:00;Haut-Katanga;Sortie;Haut-Katanga;Lualaba;9417
202002;JO;06:30:00;Haut-Katanga;Sortie;Haut-Lomami;Haut-Lomami;206
202002;JO;06:30:00;Haut-Katanga;Sortie;Haut-Lomami;Lomami;224
202002;JO;06:30:00;Haut-Katanga;Sortie;Hors_Zone;Haut-Katanga;5220
202002;JO;06:30:00;Haut-Katanga;Sortie;Hors_Zone;Hors_Zone;5328
202002;JO;06:30:00;Haut-Katanga;Sortie;Hors_Zone;Lualaba;1953
202002;JO;06:30:00;Haut-Katanga;Sortie;Lualaba;Haut-Katanga;15747
202002;JO;06:30:00;Haut-Katanga;Sortie;Lualaba;Hors_Zone;680
202002;JO;06:30:00;Haut-Katanga;Sortie;Lualaba;Lualaba;51632
202002;JO;06:30:00;Haut-Lomami;Entree;Haut-Lomami;Haut-Lomami;9637
202002;JO;06:30:00;Haut-Lomami;Entree;Haut-Lomami;Hors_Zone;972
202002;JO;06:30:00;Haut-Lomami;Entree;Haut-Lomami;Lomami;1524
202002;JO;06:30:00;Haut-Lomami;Entree;Hors_Zone;Haut-Lomami;1052
202002;JO;06:30:00;Haut-Lomami;Entree;Hors_Zone;Hors_Zone;3209
202002;JO;06:30:00;Haut-Lomami;Entree;Hors_Zone;Kasai;4441
202002;JO;06:30:00;Haut-Lomami;Entree;Hors_Zone;Lomami;1134
202002;JO;06:30:00;Haut-Lomami;Entree;Kasai;Hors_Zone;4600
202002;JO;06:30:00;Haut-Lomami;Entree;Kasai;Kasai;82186
202002;JO;06:30:00;Haut-Lomami;Entree;Kasai-Oriental;Kasai-Oriental;210
202002;JO;06:30:00;Haut-Lomami;Entree;Lomami;Haut-Lomami;965
202002;JO;06:30:00;Haut-Lomami;Entree;Lomami;Hors_Zone;386
202002;JO;06:30:00;Haut-Lomami;Entree;Lomami;Kasai-Oriental;301
202002;JO;06:30:00;Haut-Lomami;Entree;Lomami;Lomami;10806
202002;JO;06:30:00;Haut-Lomami;Sortie;Haut-Katanga;Haut-Katanga;223
202002;JO;06:30:00;Haut-Lomami;Sortie;Haut-Lomami;Haut-Lomami;5586
202002;JO;06:30:00;Haut-Lomami;Sortie;Haut-Lomami;Kasai;215
202002;JO;06:30:00;Haut-Lomami;Sortie;Haut-Lomami;Lomami;841
202002;JO;06:30:00;Haut-Lomami;Sortie;Hors_Zone;Haut-Lomami;1730
202002;JO;06:30:00;Haut-Lomami;Sortie;Hors_Zone;Hors_Zone;8301
202002;JO;06:30:00;Haut-Lomami;Sortie;Hors_Zone;Lomami;997
202002;JO;06:30:00;Haut-Lomami;Sortie;Kasai;Kasai;82625
202002;JO;06:30:00;Haut-Lomami;Sortie;Kasai-Oriental;Kasai-Oriental;351
202002;JO;06:30:00;Haut-Lomami;Sortie;Kinshasa;Kasai;5211
202002;JO;06:30:00;Haut-Lomami;Sortie;Lomami;Haut-Lomami;971
202002;JO;06:30:00;Haut-Lomami;Sortie;Lomami;Hors_Zone;522
202002;JO;06:30:00;Haut-Lomami;Sortie;Lomami;Kasai-Oriental;584
202002;JO;06:30:00;Haut-Lomami;Sortie;Lomami;Lomami;11722
202002;JO;06:30:00;Ituri;Entree;Hors_Zone;Hors_Zone;1861
202002;JO;06:30:00;Ituri;Entree;Hors_Zone;Ituri;2534
202002;JO;06:30:00;Ituri;Entree;Hors_Zone;Nord-Kivu;1454
202002;JO;06:30:00;Ituri;Entree;Ituri;Hors_Zone;499
202002;JO;06:30:00;Ituri;Entree;Ituri;Ituri;2899
202002;JO;06:30:00;Ituri;Entree;Nord-Kivu;Ituri;502
202002;JO;06:30:00;Ituri;Entree;Nord-Kivu;Nord-Kivu;1442
202002;JO;06:30:00;Ituri;Sortie;Hors_Zone;Hors_Zone;5474
202002;JO;06:30:00;Ituri;Sortie;Ituri;Hors_Zone;976
