Date;Hour;Type;Activity_Zone;Home_Zone;Zone;Volume
2020-04-25;06:00:00;Local;Hors_Zone;Hors_Zone;ZoneGlobale;4081170
2020-04-25;06:00:00;Local;Tanganyika;Hors_Zone;ZoneGlobale;3259
2020-04-25;06:00:00;Local;Mongala;Hors_Zone;ZoneGlobale;37961
2020-04-25;06:00:00;Local;Sankuru;Hors_Zone;ZoneGlobale;656
2020-04-25;06:00:00;Local;Haut-Katanga;Hors_Zone;ZoneGlobale;183096
2020-04-25;06:00:00;Local;Lualaba;Hors_Zone;ZoneGlobale;46405
2020-04-25;06:00:00;Local;Kinshasa;Hors_Zone;ZoneGlobale;47882
2020-04-25;06:00:00;Local;Nord-Ubangi;Hors_Zone;ZoneGlobale;18980
2020-04-25;06:00:00;Local;Tshuapa;Hors_Zone;ZoneGlobale;19518
2020-04-25;06:00:00;Local;Sud-Kivu;Hors_Zone;ZoneGlobale;63078
2020-04-25;06:00:00;Local;Tshopo;Hors_Zone;ZoneGlobale;68909
2020-04-25;06:00:00;Local;Kongo-Central;Hors_Zone;ZoneGlobale;15978
2020-04-25;06:00:00;Local;Ituri;Hors_Zone;ZoneGlobale;55044
2020-04-25;06:00:00;Local;Kasai;Hors_Zone;ZoneGlobale;59455
2020-04-25;06:00:00;Local;Bas-Uele;Hors_Zone;ZoneGlobale;2566
2020-04-25;06:00:00;Local;Lomami;Hors_Zone;ZoneGlobale;56218
2020-04-25;06:00:00;Local;Kasai-Oriental;Hors_Zone;ZoneGlobale;129427
2020-04-25;06:00:00;Local;Kwilu;Hors_Zone;ZoneGlobale;43401
2020-04-25;06:00:00;Local;Mai-Ndombe;Hors_Zone;ZoneGlobale;86803
2020-04-25;06:00:00;Local;Maniema;Hors_Zone;ZoneGlobale;58813
2020-04-25;06:00:00;Local;Kwango;Hors_Zone;ZoneGlobale;43401
2020-04-25;06:00:00;Local;Sud-Ubangi;Hors_Zone;ZoneGlobale;37961
2020-04-25;06:00:00;Local;Kasai-Central;Hors_Zone;ZoneGlobale;161078
2020-04-25;06:00:00;Local;Equateur;Hors_Zone;ZoneGlobale;113883
2020-04-25;06:00:00;Local;Haut-Lomami;Hors_Zone;ZoneGlobale;7991
2020-04-25;06:00:00;Local;Nord-Kivu;Hors_Zone;ZoneGlobale;154255
2020-04-25;06:00:00;Local;Hors_Zone;Tanganyika;ZoneGlobale;2444
2020-04-25;06:00:00;Local;Tanganyika;Tanganyika;ZoneGlobale;29337
2020-04-25;06:00:00;Local;Hors_Zone;Mongala;ZoneGlobale;37961
2020-04-25;06:00:00;Local;Mongala;Mongala;ZoneGlobale;645341
2020-04-25;06:00:00;Local;Hors_Zone;Sankuru;ZoneGlobale;656
2020-04-25;06:00:00;Local;Sankuru;Sankuru;ZoneGlobale;19706
2020-04-25;06:00:00;Local;Hors_Zone;Haut-Katanga;ZoneGlobale;66892
2020-04-25;06:00:00;Local;Haut-Katanga;Haut-Katanga;ZoneGlobale;7091315
2020-04-25;06:00:00;Local;Lualaba;Haut-Katanga;ZoneGlobale;17928
2020-04-25;06:00:00;Local;Hors_Zone;Lualaba;ZoneGlobale;16428
2020-04-25;06:00:00;Local;Haut-Katanga;Lualaba;ZoneGlobale;15076
2020-04-25;06:00:00;Local;Lualaba;Lualaba;ZoneGlobale;1530533
2020-04-25;06:00:00;Local;Hors_Zone;Kinshasa;ZoneGlobale;63542
2020-04-25;06:00:00;Local;Kinshasa;Kinshasa;ZoneGlobale;3168512
2020-04-25;06:00:00;Local;Kongo-Central;Kinshasa;ZoneGlobale;1917
2020-04-25;06:00:00;Local;Nord-Ubangi;Nord-Ubangi;ZoneGlobale;322670
2020-04-25;06:00:00;Local;Hors_Zone;Tshuapa;ZoneGlobale;37961
2020-04-25;06:00:00;Local;Tshuapa;Tshuapa;ZoneGlobale;75922
2020-04-25;06:00:00;Local;Hors_Zone;Sud-Kivu;ZoneGlobale;54579
2020-04-25;06:00:00;Local;Sud-Kivu;Sud-Kivu;ZoneGlobale;4135261
2020-04-25;06:00:00;Local;Nord-Kivu;Sud-Kivu;ZoneGlobale;25049
2020-04-25;06:00:00;Local;Hors_Zone;Tshopo;ZoneGlobale;63412
2020-04-25;06:00:00;Local;Tshopo;Tshopo;ZoneGlobale;5227155
2020-04-25;06:00:00;Local;Hors_Zone;Kongo-Central;ZoneGlobale;34343
2020-04-25;06:00:00;Local;Kinshasa;Kongo-Central;ZoneGlobale;3094
2020-04-25;06:00:00;Local;Kongo-Central;Kongo-Central;ZoneGlobale;1138165
2020-04-25;06:00:00;Local;Hors_Zone;Ituri;ZoneGlobale;23836
2020-04-25;06:00:00;Local;Ituri;Ituri;ZoneGlobale;1009252
2020-04-25;06:00:00;Local;Nord-Kivu;Ituri;ZoneGlobale;5133
2020-04-25;06:00:00;Local;Kasai;Kasai;ZoneGlobale;152513
2020-04-25;06:00:00;Local;Hors_Zone;Bas-Uele;ZoneGlobale;5133
2020-04-25;06:00:00;Local;Bas-Uele;Bas-Uele;ZoneGlobale;33366
2020-04-25;06:00:00;Local;Hors_Zone;Lomami;ZoneGlobale;45207
2020-04-25;06:00:00;Local;Lomami;Lomami;ZoneGlobale;2623923
2020-04-25;06:00:00;Local;Kasai-Oriental;Lomami;ZoneGlobale;24962
2020-04-25;06:00:00;Local;Haut-Lomami;Lomami;ZoneGlobale;1313
2020-04-25;06:00:00;Local;Hors_Zone;Kasai-Oriental;ZoneGlobale;66135
2020-04-25;06:00:00;Local;Lomami;Kasai-Oriental;ZoneGlobale;24200
2020-04-25;06:00:00;Local;Kasai-Oriental;Kasai-Oriental;ZoneGlobale;6035694
2020-04-25;06:00:00;Local;Kasai-Central;Kasai-Oriental;ZoneGlobale;9340
