Date;Hour;Type;Activity_Zone;Home_Zone;Zone;Volume
2020-04-24;06:00:00;Local;Hors_Zone;Hors_Zone;ZoneGlobale;4398089
2020-04-24;06:00:00;Local;Tanganyika;Hors_Zone;ZoneGlobale;4471
2020-04-24;06:00:00;Local;Mongala;Hors_Zone;ZoneGlobale;34713
2020-04-24;06:00:00;Local;Sankuru;Hors_Zone;ZoneGlobale;677
2020-04-24;06:00:00;Local;Haut-Katanga;Hors_Zone;ZoneGlobale;188297
2020-04-24;06:00:00;Local;Lualaba;Hors_Zone;ZoneGlobale;45753
2020-04-24;06:00:00;Local;Kinshasa;Hors_Zone;ZoneGlobale;45565
2020-04-24;06:00:00;Local;Sud-Kivu;Hors_Zone;ZoneGlobale;95118
2020-04-24;06:00:00;Local;Tshopo;Hors_Zone;ZoneGlobale;61095
2020-04-24;06:00:00;Local;Kongo-Central;Hors_Zone;ZoneGlobale;24979
2020-04-24;06:00:00;Local;Ituri;Hors_Zone;ZoneGlobale;36657
2020-04-24;06:00:00;Local;Kasai;Hors_Zone;ZoneGlobale;15547
2020-04-24;06:00:00;Local;Bas-Uele;Hors_Zone;ZoneGlobale;2443
2020-04-24;06:00:00;Local;Lomami;Hors_Zone;ZoneGlobale;63346
2020-04-24;06:00:00;Local;Kasai-Oriental;Hors_Zone;ZoneGlobale;99677
2020-04-24;06:00:00;Local;Kwilu;Hors_Zone;ZoneGlobale;154165
2020-04-24;06:00:00;Local;Mai-Ndombe;Hors_Zone;ZoneGlobale;102776
2020-04-24;06:00:00;Local;Maniema;Hors_Zone;ZoneGlobale;164057
2020-04-24;06:00:00;Local;Kwango;Hors_Zone;ZoneGlobale;51388
2020-04-24;06:00:00;Local;Sud-Ubangi;Hors_Zone;ZoneGlobale;17356
2020-04-24;06:00:00;Local;Kasai-Central;Hors_Zone;ZoneGlobale;116604
2020-04-24;06:00:00;Local;Equateur;Hors_Zone;ZoneGlobale;17356
2020-04-24;06:00:00;Local;Haut-Lomami;Hors_Zone;ZoneGlobale;7859
2020-04-24;06:00:00;Local;Nord-Kivu;Hors_Zone;ZoneGlobale;219713
2020-04-24;06:00:00;Local;Hors_Zone;Tanganyika;ZoneGlobale;1626
2020-04-24;06:00:00;Local;Tanganyika;Tanganyika;ZoneGlobale;33129
2020-04-24;06:00:00;Local;Mongala;Mongala;ZoneGlobale;557852
2020-04-24;06:00:00;Local;Hors_Zone;Sankuru;ZoneGlobale;2032
2020-04-24;06:00:00;Local;Sankuru;Sankuru;ZoneGlobale;27778
2020-04-24;06:00:00;Local;Kasai-Oriental;Sankuru;ZoneGlobale;677
2020-04-24;06:00:00;Local;Hors_Zone;Haut-Katanga;ZoneGlobale;55765
2020-04-24;06:00:00;Local;Haut-Katanga;Haut-Katanga;ZoneGlobale;6944126
2020-04-24;06:00:00;Local;Lualaba;Haut-Katanga;ZoneGlobale;21546
2020-04-24;06:00:00;Local;Kasai-Oriental;Haut-Katanga;ZoneGlobale;677
2020-04-24;06:00:00;Local;Hors_Zone;Lualaba;ZoneGlobale;18494
2020-04-24;06:00:00;Local;Haut-Katanga;Lualaba;ZoneGlobale;22572
2020-04-24;06:00:00;Local;Lualaba;Lualaba;ZoneGlobale;1549735
2020-04-24;06:00:00;Local;Hors_Zone;Kinshasa;ZoneGlobale;55719
2020-04-24;06:00:00;Local;Kinshasa;Kinshasa;ZoneGlobale;3143176
2020-04-24;06:00:00;Local;Kwilu;Kinshasa;ZoneGlobale;51388
2020-04-24;06:00:00;Local;Hors_Zone;Nord-Ubangi;ZoneGlobale;17356
2020-04-24;06:00:00;Local;Nord-Ubangi;Nord-Ubangi;ZoneGlobale;242991
2020-04-24;06:00:00;Local;Hors_Zone;Tshuapa;ZoneGlobale;26935
2020-04-24;06:00:00;Local;Tshuapa;Tshuapa;ZoneGlobale;138852
2020-04-24;06:00:00;Local;Hors_Zone;Sud-Kivu;ZoneGlobale;61117
2020-04-24;06:00:00;Local;Sud-Kivu;Sud-Kivu;ZoneGlobale;4688916
2020-04-24;06:00:00;Local;Nord-Kivu;Sud-Kivu;ZoneGlobale;18244
2020-04-24;06:00:00;Local;Hors_Zone;Tshopo;ZoneGlobale;96002
2020-04-24;06:00:00;Local;Sud-Kivu;Tshopo;ZoneGlobale;427
2020-04-24;06:00:00;Local;Tshopo;Tshopo;ZoneGlobale;6111037
2020-04-24;06:00:00;Local;Hors_Zone;Kongo-Central;ZoneGlobale;47330
2020-04-24;06:00:00;Local;Kinshasa;Kongo-Central;ZoneGlobale;3776
2020-04-24;06:00:00;Local;Kongo-Central;Kongo-Central;ZoneGlobale;1096423
2020-04-24;06:00:00;Local;Hors_Zone;Ituri;ZoneGlobale;20231
2020-04-24;06:00:00;Local;Ituri;Ituri;ZoneGlobale;937327
2020-04-24;06:00:00;Local;Hors_Zone;Kasai;ZoneGlobale;7773
2020-04-24;06:00:00;Local;Kasai;Kasai;ZoneGlobale;209887
2020-04-24;06:00:00;Local;Hors_Zone;Bas-Uele;ZoneGlobale;2443
2020-04-24;06:00:00;Local;Bas-Uele;Bas-Uele;ZoneGlobale;36907
2020-04-24;06:00:00;Local;Hors_Zone;Lomami;ZoneGlobale;51557
2020-04-24;06:00:00;Local;Lomami;Lomami;ZoneGlobale;2675466
2020-04-24;06:00:00;Local;Kasai-Oriental;Lomami;ZoneGlobale;27778
2020-04-24;06:00:00;Local;Haut-Lomami;Lomami;ZoneGlobale;406
2020-04-24;06:00:00;Local;Hors_Zone;Kasai-Oriental;ZoneGlobale;56912
2020-04-24;06:00:00;Local;Haut-Katanga;Kasai-Oriental;ZoneGlobale;406
2020-04-24;06:00:00;Local;Lomami;Kasai-Oriental;ZoneGlobale;20059
2020-04-24;06:00:00;Local;Kasai-Oriental;Kasai-Oriental;ZoneGlobale;6016684
2020-04-24;06:00:00;Local;Kasai-Central;Kasai-Oriental;ZoneGlobale;1355
2020-04-24;06:00:00;Local;Haut-Lomami;Kasai-Oriental;ZoneGlobale;406
2020-04-24;06:00:00;Local;Hors_Zone;Kwilu;ZoneGlobale;256942
2020-04-24;06:00:00;Local;Kwilu;Kwilu;ZoneGlobale;1800490
2020-04-24;06:00:00;Local;Hors_Zone;Mai-Ndombe;ZoneGlobale;51388
2020-04-24;06:00:00;Local;Mai-Ndombe;Mai-Ndombe;ZoneGlobale;462495
2020-04-24;06:00:00;Local;Maniema;Maniema;ZoneGlobale;901091
2020-04-24;06:00:00;Local;Kwango;Kwango;ZoneGlobale;308330
2020-04-24;06:00:00;Local;Hors_Zone;Haut-Uele;ZoneGlobale;2443
2020-04-24;06:00:00;Local;Haut-Uele;Haut-Uele;ZoneGlobale;30006
2020-04-24;06:00:00;Local;Hors_Zone;Sud-Ubangi;ZoneGlobale;86782
2020-04-24;06:00:00;Local;Sud-Ubangi;Sud-Ubangi;ZoneGlobale;468626
2020-04-24;06:00:00;Local;Hors_Zone;Kasai-Central;ZoneGlobale;86116
2020-04-24;06:00:00;Local;Kasai-Central;Kasai-Central;ZoneGlobale;5000310
2020-04-24;06:00:00;Local;Hors_Zone;Equateur;ZoneGlobale;347130
2020-04-24;06:00:00;Local;Equateur;Equateur;ZoneGlobale;3072712
2020-04-24;06:00:00;Local;Hors_Zone;Haut-Lomami;ZoneGlobale;4742
2020-04-24;06:00:00;Local;Lomami;Haut-Lomami;ZoneGlobale;1761
2020-04-24;06:00:00;Local;Haut-Lomami;Haut-Lomami;ZoneGlobale;102988
2020-04-24;06:00:00;Local;Hors_Zone;Nord-Kivu;ZoneGlobale;105422
2020-04-24;06:00:00;Local;Sud-Kivu;Nord-Kivu;ZoneGlobale;24896
2020-04-24;06:00:00;Local;Ituri;Nord-Kivu;ZoneGlobale;4887
2020-04-24;06:00:00;Local;Nord-Kivu;Nord-Kivu;ZoneGlobale;6133759
2020-04-24;06:00:00;Local;Hors_Zone;Hors_Zone;Tanganyika;4065
2020-04-24;06:00:00;Local;Tanganyika;Hors_Zone;Tanganyika;4065
