Date;Origin;Destination;Immobility;Home_Category;Activity_Category;Recurrence;Volume
2020-04-09;Bas-Uele;Haut-Uele;1h;Outside_Resident;Outside_Worker;Primo;761
2020-04-09;Bas-Uele;Haut-Uele;1h;Outside_Resident;Outside_Worker;Occasional;40
2020-04-09;Bas-Uele;Haut-Uele;1h;Outside_Resident;Origin_Zone_Worker;Primo;80
2020-04-09;Bas-Uele;Haut-Uele;1h;Outside_Resident;Destination_Zone_Worker;Primo;40
2020-04-09;Bas-Uele;Haut-Uele;1h;Origin_Zone_Resident;Origin_Zone_Worker;Primo;40
2020-04-09;Bas-Uele;Haut-Uele;1h;Destination_Zone_Resident;Origin_Zone_Worker;Primo;40
2020-04-09;Bas-Uele;Haut-Uele;1h;Destination_Zone_Resident;Destination_Zone_Worker;Primo;40
2020-04-09;Bas-Uele;Haut-Uele;3h;Outside_Resident;Outside_Worker;Primo;761
2020-04-09;Bas-Uele;Haut-Uele;3h;Outside_Resident;Outside_Worker;Occasional;40
2020-04-09;Bas-Uele;Haut-Uele;3h;Outside_Resident;Origin_Zone_Worker;Primo;80
2020-04-09;Bas-Uele;Haut-Uele;3h;Outside_Resident;Destination_Zone_Worker;Primo;40
2020-04-09;Bas-Uele;Haut-Uele;3h;Origin_Zone_Resident;Origin_Zone_Worker;Primo;40
2020-04-09;Bas-Uele;Haut-Uele;3h;Destination_Zone_Resident;Origin_Zone_Worker;Primo;40
2020-04-09;Bas-Uele;Haut-Uele;3h;Destination_Zone_Resident;Destination_Zone_Worker;Primo;40
2020-04-09;Bas-Uele;Ituri;1h;Origin_Zone_Resident;Origin_Zone_Worker;Primo;40
2020-04-09;Bas-Uele;Ituri;3h;Origin_Zone_Resident;Origin_Zone_Worker;Primo;40
2020-04-09;Bas-Uele;Lualaba;1h;Outside_Resident;Outside_Worker;Primo;40
2020-04-09;Bas-Uele;Lualaba;3h;Outside_Resident;Outside_Worker;Primo;40
2020-04-09;Bas-Uele;Mongala;1h;Outside_Resident;Outside_Worker;Primo;1639
2020-04-09;Bas-Uele;Mongala;1h;Outside_Resident;Outside_Worker;Occasional;88
