Period;Day_type;Zone;Home_Zone;Activity_Zone;PresenceType;Age;Volume
202002;JO;Tshopo;Hors_Zone;Hors_Zone;Nuit;35-44;358
202002;JO;Tshopo;Hors_Zone;Hors_Zone;Nuit;45-54;85
202002;JO;Tshopo;Hors_Zone;Hors_Zone;Nuit;<18;1190
202002;JO;Tshopo;Hors_Zone;Tshopo;Jour;18-24;1135
202002;JO;Tshopo;Hors_Zone;Tshopo;Jour;25-34;2071
202002;JO;Tshopo;Hors_Zone;Tshopo;Jour;35-44;1161
202002;JO;Tshopo;Hors_Zone;Tshopo;Jour;45-54;671
202002;JO;Tshopo;Hors_Zone;Tshopo;Jour;55-64;337
202002;JO;Tshopo;Hors_Zone;Tshopo;Jour;<18;2549
202002;JO;Tshopo;Hors_Zone;Tshopo;Jour;>65;42
202002;JO;Tshopo;Hors_Zone;Tshopo;Nuit;18-24;74
202002;JO;Tshopo;Hors_Zone;Tshopo;Nuit;25-34;364
202002;JO;Tshopo;Hors_Zone;Tshopo;Nuit;35-44;95
202002;JO;Tshopo;Hors_Zone;Tshopo;Nuit;45-54;21
202002;JO;Tshopo;Hors_Zone;Tshopo;Nuit;<18;494
202002;JO;Tshopo;Tshopo;Tshopo;Jour;18-24;840
202002;JO;Tshopo;Tshopo;Tshopo;Jour;25-34;1656
202002;JO;Tshopo;Tshopo;Tshopo;Jour;35-44;888
202002;JO;Tshopo;Tshopo;Tshopo;Jour;45-54;470
202002;JO;Tshopo;Tshopo;Tshopo;Jour;<18;1971
202002;JO;Tshopo;Tshopo;Tshopo;Nuit;18-24;731
202002;JO;Tshopo;Tshopo;Tshopo;Nuit;25-34;1423
202002;JO;Tshopo;Tshopo;Tshopo;Nuit;35-44;750
202002;JO;Tshopo;Tshopo;Tshopo;Nuit;45-54;286
202002;JO;Tshopo;Tshopo;Tshopo;Nuit;<18;1665
202002;JO;Tshuapa;Hors_Zone;Hors_Zone;Jour;18-24;27
202002;JO;Tshuapa;Hors_Zone;Hors_Zone;Jour;25-34;171
202002;JO;Tshuapa;Hors_Zone;Hors_Zone;Jour;35-44;50
202002;JO;Tshuapa;Hors_Zone;Hors_Zone;Jour;<18;182
202002;JO;Tshuapa;Hors_Zone;Hors_Zone;Nuit;25-34;30
202002;JO;Tshuapa;Hors_Zone;Hors_Zone;Nuit;35-44;28
202002;JO;Tshuapa;Hors_Zone;Hors_Zone;Nuit;<18;30
202002;JO;Tshuapa;Hors_Zone;Tshuapa;Jour;18-24;94
202002;JO;Tshuapa;Hors_Zone;Tshuapa;Jour;25-34;557
202002;JO;Tshuapa;Hors_Zone;Tshuapa;Jour;35-44;136
202002;JO;Tshuapa;Hors_Zone;Tshuapa;Jour;<18;604
202002;JO;Tshuapa;Hors_Zone;Tshuapa;Nuit;18-24;21
202002;JO;Tshuapa;Hors_Zone;Tshuapa;Nuit;25-34;77
202002;JO;Tshuapa;Hors_Zone;Tshuapa;Nuit;<18;92
202002;JO;Tshuapa;Tshuapa;Tshuapa;Jour;25-34;67
202002;JO;Tshuapa;Tshuapa;Tshuapa;Jour;<18;67
202002;JO;Tshuapa;Tshuapa;Tshuapa;Nuit;25-34;45
202002;JO;Tshuapa;Tshuapa;Tshuapa;Nuit;<18;44
202002;WE;Bas-Uele;Bas-Uele;Bas-Uele;Jour;25-34;179
202002;WE;Bas-Uele;Bas-Uele;Bas-Uele;Jour;<18;253
202002;WE;Bas-Uele;Bas-Uele;Bas-Uele;Nuit;25-34;155
202002;WE;Bas-Uele;Bas-Uele;Bas-Uele;Nuit;<18;240
202002;WE;Bas-Uele;Hors_Zone;Hors_Zone;Jour;18-24;24
202002;WE;Bas-Uele;Hors_Zone;Hors_Zone;Jour;25-34;104
202002;WE;Bas-Uele;Hors_Zone;Hors_Zone;Jour;35-44;25
202002;WE;Bas-Uele;Hors_Zone;Hors_Zone;Jour;<18;103
202002;WE;Equateur;Equateur;Equateur;Jour;25-34;109
202002;WE;Equateur;Equateur;Equateur;Jour;<18;154
202002;WE;Equateur;Equateur;Equateur;Nuit;<18;55
202002;WE;Equateur;Hors_Zone;Equateur;Jour;<18;56
202002;WE;Equateur;Hors_Zone;Hors_Zone;Jour;18-24;62
202002;WE;Equateur;Hors_Zone;Hors_Zone;Jour;25-34;130
202002;WE;Equateur;Hors_Zone;Hors_Zone;Jour;35-44;30
202002;WE;Equateur;Hors_Zone;Hors_Zone;Jour;<18;269
202002;WE;Haut-Katanga;Haut-Katanga;Haut-Katanga;Jour;18-24;51607
202002;WE;Haut-Katanga;Haut-Katanga;Haut-Katanga;Jour;25-34;111372
202002;WE;Haut-Katanga;Haut-Katanga;Haut-Katanga;Jour;35-44;67962
202002;WE;Haut-Katanga;Haut-Katanga;Haut-Katanga;Jour;45-54;37558
202002;WE;Haut-Katanga;Haut-Katanga;Haut-Katanga;Jour;55-64;19797
202002;WE;Haut-Katanga;Haut-Katanga;Haut-Katanga;Jour;<18;135053
202002;WE;Haut-Katanga;Haut-Katanga;Haut-Katanga;Jour;>65;9276
202002;WE;Haut-Katanga;Haut-Katanga;Haut-Katanga;Nuit;18-24;37804
202002;WE;Haut-Katanga;Haut-Katanga;Haut-Katanga;Nuit;25-34;81253
202002;WE;Haut-Katanga;Haut-Katanga;Haut-Katanga;Nuit;35-44;49430
202002;WE;Haut-Katanga;Haut-Katanga;Haut-Katanga;Nuit;45-54;27080
202002;WE;Haut-Katanga;Haut-Katanga;Haut-Katanga;Nuit;55-64;14181
202002;WE;Haut-Katanga;Haut-Katanga;Haut-Katanga;Nuit;<18;98511
202002;WE;Haut-Katanga;Haut-Katanga;Haut-Katanga;Nuit;>65;6687
202002;WE;Haut-Katanga;Haut-Katanga;Hors_Zone;Jour;18-24;378
202002;WE;Haut-Katanga;Haut-Katanga;Hors_Zone;Jour;25-34;723
202002;WE;Haut-Katanga;Haut-Katanga;Hors_Zone;Jour;35-44;412
202002;WE;Haut-Katanga;Haut-Katanga;Hors_Zone;Jour;45-54;215
202002;WE;Haut-Katanga;Haut-Katanga;Hors_Zone;Jour;55-64;65
202002;WE;Haut-Katanga;Haut-Katanga;Hors_Zone;Jour;<18;1041
202002;WE;Haut-Katanga;Haut-Katanga;Hors_Zone;Nuit;18-24;331
202002;WE;Haut-Katanga;Haut-Katanga;Hors_Zone;Nuit;25-34;676
202002;WE;Haut-Katanga;Haut-Katanga;Hors_Zone;Nuit;35-44;384
202002;WE;Haut-Katanga;Haut-Katanga;Hors_Zone;Nuit;45-54;175
202002;WE;Haut-Katanga;Haut-Katanga;Hors_Zone;Nuit;55-64;40
202002;WE;Haut-Katanga;Haut-Katanga;Hors_Zone;Nuit;<18;941
202002;WE;Haut-Katanga;Haut-Lomami;Haut-Katanga;Nuit;18-24;39
202002;WE;Haut-Katanga;Hors_Zone;Haut-Katanga;Jour;18-24;21289
202002;WE;Haut-Katanga;Hors_Zone;Haut-Katanga;Jour;25-34;43534
202002;WE;Haut-Katanga;Hors_Zone;Haut-Katanga;Jour;35-44;25981
202002;WE;Haut-Katanga;Hors_Zone;Haut-Katanga;Jour;45-54;14715
202002;WE;Haut-Katanga;Hors_Zone;Haut-Katanga;Jour;55-64;8148
202002;WE;Haut-Katanga;Hors_Zone;Haut-Katanga;Jour;<18;53246
202002;WE;Haut-Katanga;Hors_Zone;Haut-Katanga;Jour;>65;3909
202002;WE;Haut-Katanga;Hors_Zone;Haut-Katanga;Nuit;18-24;4725
202002;WE;Haut-Katanga;Hors_Zone;Haut-Katanga;Nuit;25-34;9602
202002;WE;Haut-Katanga;Hors_Zone;Haut-Katanga;Nuit;35-44;5739
202002;WE;Haut-Katanga;Hors_Zone;Haut-Katanga;Nuit;45-54;3246
202002;WE;Haut-Katanga;Hors_Zone;Haut-Katanga;Nuit;55-64;1750
202002;WE;Haut-Katanga;Hors_Zone;Haut-Katanga;Nuit;<18;12403
202002;WE;Haut-Katanga;Hors_Zone;Haut-Katanga;Nuit;>65;829
202002;WE;Haut-Katanga;Hors_Zone;Hors_Zone;Jour;18-24;9978
202002;WE;Haut-Katanga;Hors_Zone;Hors_Zone;Jour;25-34;17544
202002;WE;Haut-Katanga;Hors_Zone;Hors_Zone;Jour;35-44;9637
202002;WE;Haut-Katanga;Hors_Zone;Hors_Zone;Jour;45-54;5259
202002;WE;Haut-Katanga;Hors_Zone;Hors_Zone;Jour;55-64;2750
202002;WE;Haut-Katanga;Hors_Zone;Hors_Zone;Jour;<18;29960
202002;WE;Haut-Katanga;Hors_Zone;Hors_Zone;Jour;>65;1258
202002;WE;Haut-Katanga;Hors_Zone;Hors_Zone;Nuit;18-24;3089
202002;WE;Haut-Katanga;Hors_Zone;Hors_Zone;Nuit;25-34;5499
202002;WE;Haut-Katanga;Hors_Zone;Hors_Zone;Nuit;35-44;3016
202002;WE;Haut-Katanga;Hors_Zone;Hors_Zone;Nuit;45-54;1683
202002;WE;Haut-Katanga;Hors_Zone;Hors_Zone;Nuit;55-64;846
202002;WE;Haut-Katanga;Hors_Zone;Hors_Zone;Nuit;<18;9134
202002;WE;Haut-Katanga;Hors_Zone;Hors_Zone;Nuit;>65;423
202002;WE;Haut-Katanga;Hors_Zone;Lualaba;Jour;18-24;23
202002;WE;Haut-Katanga;Hors_Zone;Lualaba;Jour;25-34;202
202002;WE;Haut-Katanga;Hors_Zone;Lualaba;Jour;35-44;100
202002;WE;Haut-Katanga;Hors_Zone;Lualaba;Jour;45-54;21
202002;WE;Haut-Katanga;Hors_Zone;Lualaba;Jour;<18;326
202002;WE;Haut-Katanga;Hors_Zone;Lualaba;Nuit;<18;78
202002;WE;Haut-Katanga;Hors_Zone;Tanganyika;Jour;<18;23
202002;WE;Haut-Katanga;Kinshasa;Kinshasa;Jour;<18;116
202002;WE;Haut-Katanga;Kinshasa;Kinshasa;Nuit;<18;76
202002;WE;Haut-Katanga;Lualaba;Haut-Katanga;Jour;<18;83
202002;WE;Haut-Katanga;Lualaba;Haut-Katanga;Nuit;<18;76
202002;WE;Haut-Katanga;Lualaba;Lualaba;Jour;18-24;134
202002;WE;Haut-Katanga;Lualaba;Lualaba;Jour;25-34;430
202002;WE;Haut-Katanga;Lualaba;Lualaba;Jour;35-44;271
202002;WE;Haut-Katanga;Lualaba;Lualaba;Jour;45-54;97
202002;WE;Haut-Katanga;Lualaba;Lualaba;Jour;<18;637
202002;WE;Haut-Katanga;Lualaba;Lualaba;Nuit;25-34;230
202002;WE;Haut-Katanga;Lualaba;Lualaba;Nuit;35-44;133
202002;WE;Haut-Katanga;Lualaba;Lualaba;Nuit;<18;396
202002;WE;Haut-Lomami;Haut-Lomami;Haut-Lomami;Jour;18-24;84
202002;WE;Haut-Lomami;Haut-Lomami;Haut-Lomami;Jour;25-34;236
202002;WE;Haut-Lomami;Haut-Lomami;Haut-Lomami;Jour;<18;93
202002;WE;Haut-Lomami;Haut-Lomami;Haut-Lomami;Nuit;18-24;21
202002;WE;Haut-Lomami;Haut-Lomami;Haut-Lomami;Nuit;25-34;115
202002;WE;Haut-Lomami;Haut-Lomami;Haut-Lomami;Nuit;<18;22
202002;WE;Haut-Lomami;Hors_Zone;Haut-Lomami;Jour;18-24;57
202002;WE;Haut-Lomami;Hors_Zone;Haut-Lomami;Jour;25-34;116
202002;WE;Haut-Lomami;Hors_Zone;Haut-Lomami;Jour;35-44;46
202002;WE;Haut-Lomami;Hors_Zone;Haut-Lomami;Jour;45-54;21
202002;WE;Haut-Lomami;Hors_Zone;Haut-Lomami;Jour;<18;141
202002;WE;Haut-Lomami;Hors_Zone;Hors_Zone;Jour;18-24;348
202002;WE;Haut-Lomami;Hors_Zone;Hors_Zone;Jour;25-34;554
202002;WE;Haut-Lomami;Hors_Zone;Hors_Zone;Jour;35-44;249
202002;WE;Haut-Lomami;Hors_Zone;Hors_Zone;Jour;45-54;143
202002;WE;Haut-Lomami;Hors_Zone;Hors_Zone;Jour;55-64;49
202002;WE;Haut-Lomami;Hors_Zone;Hors_Zone;Jour;<18;769
202002;WE;Haut-Lomami;Hors_Zone;Hors_Zone;Nuit;18-24;60
202002;WE;Haut-Lomami;Hors_Zone;Hors_Zone;Nuit;25-34;146
202002;WE;Haut-Lomami;Hors_Zone;Hors_Zone;Nuit;35-44;53
202002;WE;Haut-Lomami;Hors_Zone;Hors_Zone;Nuit;<18;177
202002;WE;Haut-Lomami;Hors_Zone;Kasai;Jour;35-44;38
202002;WE;Haut-Lomami;Lualaba;Hors_Zone;Jour;35-44;38
202002;WE;Haut-Lomami;Lualaba;Lualaba;Jour;<18;23
202002;WE;Haut-Lomami;Lualaba;Lualaba;Nuit;<18;33
202002;WE;Haut-Uele;Hors_Zone;Hors_Zone;Jour;18-24;24
202002;WE;Haut-Uele;Hors_Zone;Hors_Zone;Jour;25-34;27
202002;WE;Haut-Uele;Hors_Zone;Hors_Zone;Jour;<18;68
202002;WE;Ituri;Hors_Zone;Hors_Zone;Jour;18-24;135
202002;WE;Ituri;Hors_Zone;Hors_Zone;Jour;25-34;331
202002;WE;Ituri;Hors_Zone;Hors_Zone;Jour;35-44;153
202002;WE;Ituri;Hors_Zone;Hors_Zone;Jour;45-54;41
202002;WE;Ituri;Hors_Zone;Hors_Zone;Jour;<18;426
202002;WE;Ituri;Hors_Zone;Hors_Zone;Nuit;25-34;87
202002;WE;Ituri;Hors_Zone;Hors_Zone;Nuit;35-44;46
202002;WE;Ituri;Hors_Zone;Hors_Zone;Nuit;<18;143
202002;WE;Ituri;Hors_Zone;Ituri;Jour;18-24;221
202002;WE;Ituri;Hors_Zone;Ituri;Jour;25-34;475
202002;WE;Ituri;Hors_Zone;Ituri;Jour;35-44;255
202002;WE;Ituri;Hors_Zone;Ituri;Jour;45-54;29
202002;WE;Ituri;Hors_Zone;Ituri;Jour;<18;413
202002;WE;Ituri;Hors_Zone;Ituri;Nuit;<18;22
202002;WE;Ituri;Ituri;Hors_Zone;Jour;25-34;26
202002;WE;Ituri;Ituri;Hors_Zone;Nuit;25-34;24
202002;WE;Ituri;Ituri;Hors_Zone;Nuit;<18;55
202002;WE;Ituri;Ituri;Ituri;Jour;18-24;362
202002;WE;Ituri;Ituri;Ituri;Jour;25-34;715
202002;WE;Ituri;Ituri;Ituri;Jour;35-44;393
202002;WE;Ituri;Ituri;Ituri;Jour;45-54;192
202002;WE;Ituri;Ituri;Ituri;Jour;<18;821
202002;WE;Ituri;Ituri;Ituri;Nuit;18-24;277
202002;WE;Ituri;Ituri;Ituri;Nuit;25-34;543
202002;WE;Ituri;Ituri;Ituri;Nuit;35-44;294
202002;WE;Ituri;Ituri;Ituri;Nuit;45-54;84
202002;WE;Ituri;Ituri;Ituri;Nuit;<18;620
202002;WE;Ituri;Kinshasa;Kinshasa;Jour;<18;25
202002;WE;Ituri;Kinshasa;Kinshasa;Nuit;<18;26
202002;WE;Kasai;Hors_Zone;Hors_Zone;Jour;18-24;375
202002;WE;Kasai;Hors_Zone;Hors_Zone;Jour;25-34;534
202002;WE;Kasai;Hors_Zone;Hors_Zone;Jour;35-44;298
202002;WE;Kasai;Hors_Zone;Hors_Zone;Jour;45-54;132
202002;WE;Kasai;Hors_Zone;Hors_Zone;Jour;<18;859
202002;WE;Kasai;Hors_Zone;Hors_Zone;Nuit;18-24;33
202002;WE;Kasai;Hors_Zone;Hors_Zone;Nuit;25-34;39
202002;WE;Kasai;Hors_Zone;Hors_Zone;Nuit;35-44;31
202002;WE;Kasai;Hors_Zone;Hors_Zone;Nuit;<18;154
202002;WE;Kasai;Hors_Zone;Kasai;Jour;18-24;51
202002;WE;Kasai;Hors_Zone;Kasai;Jour;25-34;66
202002;WE;Kasai;Hors_Zone;Kasai;Jour;<18;151
202002;WE;Kasai;Hors_Zone;Kasai;Nuit;<18;28
202002;WE;Kasai;Kasai;Kasai;Jour;<18;46
202002;WE;Kasai;Kasai;Kasai;Nuit;<18;25
202002;WE;Kasai;Kasai-Central;Kasai-Central;Jour;<18;22
202002;WE;Kasai-Central;Hors_Zone;Hors_Zone;Jour;18-24;508
202002;WE;Kasai-Central;Hors_Zone;Hors_Zone;Jour;25-34;682
202002;WE;Kasai-Central;Hors_Zone;Hors_Zone;Jour;35-44;304
202002;WE;Kasai-Central;Hors_Zone;Hors_Zone;Jour;45-54;153
202002;WE;Kasai-Central;Hors_Zone;Hors_Zone;Jour;55-64;30
202002;WE;Kasai-Central;Hors_Zone;Hors_Zone;Jour;<18;1061
202002;WE;Kasai-Central;Hors_Zone;Hors_Zone;Nuit;<18;144
202002;WE;Kasai-Central;Hors_Zone;Kasai-Central;Jour;18-24;186
202002;WE;Kasai-Central;Hors_Zone;Kasai-Central;Jour;25-34;281
202002;WE;Kasai-Central;Hors_Zone;Kasai-Central;Jour;35-44;105
202002;WE;Kasai-Central;Hors_Zone;Kasai-Central;Jour;<18;352
202002;WE;Kasai-Central;Hors_Zone;Kasai-Central;Nuit;18-24;23
202002;WE;Kasai-Central;Hors_Zone;Kasai-Central;Nuit;25-34;35
202002;WE;Kasai-Central;Hors_Zone;Kasai-Central;Nuit;<18;75
202002;WE;Kasai-Central;Hors_Zone;Kasai-Oriental;Jour;25-34;34
202002;WE;Kasai-Central;Kasai;Kasai;Jour;35-44;33
202002;WE;Kasai-Central;Kasai;Kasai;Nuit;35-44;70
202002;WE;Kasai-Central;Kasai-Central;Kasai-Central;Jour;18-24;289
202002;WE;Kasai-Central;Kasai-Central;Kasai-Central;Jour;25-34;437
202002;WE;Kasai-Central;Kasai-Central;Kasai-Central;Jour;35-44;168
202002;WE;Kasai-Central;Kasai-Central;Kasai-Central;Jour;45-54;48
202002;WE;Kasai-Central;Kasai-Central;Kasai-Central;Jour;<18;487
202002;WE;Kasai-Central;Kasai-Central;Kasai-Central;Nuit;18-24;165
202002;WE;Kasai-Central;Kasai-Central;Kasai-Central;Nuit;25-34;251
202002;WE;Kasai-Central;Kasai-Central;Kasai-Central;Nuit;35-44;51
202002;WE;Kasai-Central;Kasai-Central;Kasai-Central;Nuit;<18;303
202002;WE;Kasai-Central;Kinshasa;Kinshasa;Jour;<18;24
202002;WE;Kasai-Central;Kinshasa;Kinshasa;Nuit;25-34;24
202002;WE;Kasai-Central;Kinshasa;Kinshasa;Nuit;<18;29
202002;WE;Kasai-Oriental;Hors_Zone;Hors_Zone;Jour;18-24;2075
202002;WE;Kasai-Oriental;Hors_Zone;Hors_Zone;Jour;25-34;2157
202002;WE;Kasai-Oriental;Hors_Zone;Hors_Zone;Jour;35-44;1142
202002;WE;Kasai-Oriental;Hors_Zone;Hors_Zone;Jour;45-54;818
202002;WE;Kasai-Oriental;Hors_Zone;Hors_Zone;Jour;55-64;478
202002;WE;Kasai-Oriental;Hors_Zone;Hors_Zone;Jour;<18;4275
202002;WE;Kasai-Oriental;Hors_Zone;Hors_Zone;Jour;>65;276
202002;WE;Kasai-Oriental;Hors_Zone;Hors_Zone;Nuit;18-24;350
202002;WE;Kasai-Oriental;Hors_Zone;Hors_Zone;Nuit;25-34;375
202002;WE;Kasai-Oriental;Hors_Zone;Hors_Zone;Nuit;35-44;193
202002;WE;Kasai-Oriental;Hors_Zone;Hors_Zone;Nuit;45-54;44
202002;WE;Kasai-Oriental;Hors_Zone;Hors_Zone;Nuit;<18;759
202002;WE;Kasai-Oriental;Hors_Zone;Kasai-Oriental;Jour;18-24;723
202002;WE;Kasai-Oriental;Hors_Zone;Kasai-Oriental;Jour;25-34;737
202002;WE;Kasai-Oriental;Hors_Zone;Kasai-Oriental;Jour;35-44;437
202002;WE;Kasai-Oriental;Hors_Zone;Kasai-Oriental;Jour;45-54;317
202002;WE;Kasai-Oriental;Hors_Zone;Kasai-Oriental;Jour;55-64;193
202002;WE;Kasai-Oriental;Hors_Zone;Kasai-Oriental;Jour;<18;1195
202002;WE;Kasai-Oriental;Hors_Zone;Kasai-Oriental;Jour;>65;45
202002;WE;Kasai-Oriental;Hors_Zone;Kasai-Oriental;Nuit;18-24;95
202002;WE;Kasai-Oriental;Hors_Zone;Kasai-Oriental;Nuit;25-34;100
202002;WE;Kasai-Oriental;Hors_Zone;Kasai-Oriental;Nuit;<18;213
202002;WE;Kasai-Oriental;Kasai-Oriental;Kasai-Central;Jour;<18;25
202002;WE;Kasai-Oriental;Kasai-Oriental;Kasai-Oriental;Jour;18-24;904
202002;WE;Kasai-Oriental;Kasai-Oriental;Kasai-Oriental;Jour;25-34;1083
202002;WE;Kasai-Oriental;Kasai-Oriental;Kasai-Oriental;Jour;35-44;658
202002;WE;Kasai-Oriental;Kasai-Oriental;Kasai-Oriental;Jour;45-54;501
202002;WE;Kasai-Oriental;Kasai-Oriental;Kasai-Oriental;Jour;55-64;343
202002;WE;Kasai-Oriental;Kasai-Oriental;Kasai-Oriental;Jour;<18;1374
202002;WE;Kasai-Oriental;Kasai-Oriental;Kasai-Oriental;Jour;>65;152
202002;WE;Kasai-Oriental;Kasai-Oriental;Kasai-Oriental;Nuit;18-24;745
202002;WE;Kasai-Oriental;Kasai-Oriental;Kasai-Oriental;Nuit;25-34;890
202002;WE;Kasai-Oriental;Kasai-Oriental;Kasai-Oriental;Nuit;35-44;534
202002;WE;Kasai-Oriental;Kasai-Oriental;Kasai-Oriental;Nuit;45-54;406
202002;WE;Kasai-Oriental;Kasai-Oriental;Kasai-Oriental;Nuit;55-64;273
202002;WE;Kasai-Oriental;Kasai-Oriental;Kasai-Oriental;Nuit;<18;1102
202002;WE;Kinshasa;Haut-Katanga;Haut-Katanga;Jour;<18;101
202002;WE;Kinshasa;Haut-Katanga;Haut-Katanga;Nuit;<18;90
202002;WE;Kinshasa;Hors_Zone;Hors_Zone;Jour;18-24;9839
202002;WE;Kinshasa;Hors_Zone;Hors_Zone;Jour;25-34;17859
202002;WE;Kinshasa;Hors_Zone;Hors_Zone;Jour;35-44;10476
202002;WE;Kinshasa;Hors_Zone;Hors_Zone;Jour;45-54;6548
202002;WE;Kinshasa;Hors_Zone;Hors_Zone;Jour;55-64;3310
202002;WE;Kinshasa;Hors_Zone;Hors_Zone;Jour;<18;29994
202002;WE;Kinshasa;Hors_Zone;Hors_Zone;Jour;>65;1702
202002;WE;Kinshasa;Hors_Zone;Hors_Zone;Nuit;18-24;3521
202002;WE;Kinshasa;Hors_Zone;Hors_Zone;Nuit;25-34;6677
202002;WE;Kinshasa;Hors_Zone;Hors_Zone;Nuit;35-44;3892
202002;WE;Kinshasa;Hors_Zone;Hors_Zone;Nuit;45-54;2359
202002;WE;Kinshasa;Hors_Zone;Hors_Zone;Nuit;55-64;1186
202002;WE;Kinshasa;Hors_Zone;Hors_Zone;Nuit;<18;11338
202002;WE;Kinshasa;Hors_Zone;Hors_Zone;Nuit;>65;599
202002;WE;Kinshasa;Hors_Zone;Kinshasa;Jour;18-24;4535
202002;WE;Kinshasa;Hors_Zone;Kinshasa;Jour;25-34;9206
202002;WE;Kinshasa;Hors_Zone;Kinshasa;Jour;35-44;5602
202002;WE;Kinshasa;Hors_Zone;Kinshasa;Jour;45-54;3993
202002;WE;Kinshasa;Hors_Zone;Kinshasa;Jour;55-64;1957
202002;WE;Kinshasa;Hors_Zone;Kinshasa;Jour;<18;14429
202002;WE;Kinshasa;Hors_Zone;Kinshasa;Jour;>65;1030
202002;WE;Kinshasa;Hors_Zone;Kinshasa;Nuit;18-24;1396
202002;WE;Kinshasa;Hors_Zone;Kinshasa;Nuit;25-34;2820
202002;WE;Kinshasa;Hors_Zone;Kinshasa;Nuit;35-44;1746
202002;WE;Kinshasa;Hors_Zone;Kinshasa;Nuit;45-54;1221
202002;WE;Kinshasa;Hors_Zone;Kinshasa;Nuit;55-64;546
202002;WE;Kinshasa;Hors_Zone;Kinshasa;Nuit;<18;4741
202002;WE;Kinshasa;Hors_Zone;Kinshasa;Nuit;>65;288
202002;WE;Kinshasa;Hors_Zone;Kongo-Central;Jour;18-24;287
202002;WE;Kinshasa;Hors_Zone;Kongo-Central;Jour;25-34;629
202002;WE;Kinshasa;Hors_Zone;Kongo-Central;Jour;35-44;278
202002;WE;Kinshasa;Hors_Zone;Kongo-Central;Jour;45-54;270
202002;WE;Kinshasa;Hors_Zone;Kongo-Central;Jour;55-64;116
202002;WE;Kinshasa;Hors_Zone;Kongo-Central;Jour;<18;1200
202002;WE;Kinshasa;Hors_Zone;Kongo-Central;Nuit;18-24;182
202002;WE;Kinshasa;Hors_Zone;Kongo-Central;Nuit;25-34;423
202002;WE;Kinshasa;Hors_Zone;Kongo-Central;Nuit;35-44;217
202002;WE;Kinshasa;Hors_Zone;Kongo-Central;Nuit;45-54;228
202002;WE;Kinshasa;Hors_Zone;Kongo-Central;Nuit;55-64;58
202002;WE;Kinshasa;Hors_Zone;Kongo-Central;Nuit;<18;963
202002;WE;Kinshasa;Kasai-Central;Kinshasa;Jour;35-44;39
202002;WE;Kinshasa;Kasai-Central;Kinshasa;Jour;<18;24
202002;WE;Kinshasa;Kasai-Central;Kinshasa;Nuit;35-44;39
202002;WE;Kinshasa;Kasai-Central;Kinshasa;Nuit;<18;24
202002;WE;Kinshasa;Kasai-Oriental;Kasai-Oriental;Jour;<18;23
202002;WE;Kinshasa;Kasai-Oriental;Kasai-Oriental;Nuit;<18;25
202002;WE;Kinshasa;Kinshasa;Hors_Zone;Jour;18-24;390
202002;WE;Kinshasa;Kinshasa;Hors_Zone;Jour;25-34;800
202002;WE;Kinshasa;Kinshasa;Hors_Zone;Jour;35-44;442
202002;WE;Kinshasa;Kinshasa;Hors_Zone;Jour;45-54;243
202002;WE;Kinshasa;Kinshasa;Hors_Zone;Jour;<18;1261
202002;WE;Kinshasa;Kinshasa;Hors_Zone;Nuit;18-24;453
202002;WE;Kinshasa;Kinshasa;Hors_Zone;Nuit;25-34;877
202002;WE;Kinshasa;Kinshasa;Hors_Zone;Nuit;35-44;474
202002;WE;Kinshasa;Kinshasa;Hors_Zone;Nuit;45-54;264
202002;WE;Kinshasa;Kinshasa;Hors_Zone;Nuit;55-64;22
202002;WE;Kinshasa;Kinshasa;Hors_Zone;Nuit;<18;1370
202002;WE;Kinshasa;Kinshasa;Kinshasa;Jour;18-24;31330
202002;WE;Kinshasa;Kinshasa;Kinshasa;Jour;25-34;66098
202002;WE;Kinshasa;Kinshasa;Kinshasa;Jour;35-44;37749
202002;WE;Kinshasa;Kinshasa;Kinshasa;Jour;45-54;24807
202002;WE;Kinshasa;Kinshasa;Kinshasa;Jour;55-64;11274
202002;WE;Kinshasa;Kinshasa;Kinshasa;Jour;<18;100943
202002;WE;Kinshasa;Kinshasa;Kinshasa;Jour;>65;5086
202002;WE;Kinshasa;Kinshasa;Kinshasa;Nuit;18-24;28023
202002;WE;Kinshasa;Kinshasa;Kinshasa;Nuit;25-34;59241
202002;WE;Kinshasa;Kinshasa;Kinshasa;Nuit;35-44;33501
202002;WE;Kinshasa;Kinshasa;Kinshasa;Nuit;45-54;21800
202002;WE;Kinshasa;Kinshasa;Kinshasa;Nuit;55-64;9862
202002;WE;Kinshasa;Kinshasa;Kinshasa;Nuit;<18;90121
202002;WE;Kinshasa;Kinshasa;Kinshasa;Nuit;>65;4415
202002;WE;Kinshasa;Kinshasa;Kongo-Central;Jour;25-34;161
202002;WE;Kinshasa;Kinshasa;Kongo-Central;Jour;35-44;79
202002;WE;Kinshasa;Kinshasa;Kongo-Central;Jour;45-54;102
202002;WE;Kinshasa;Kinshasa;Kongo-Central;Jour;<18;416
202002;WE;Kinshasa;Kinshasa;Kongo-Central;Nuit;25-34;148
202002;WE;Kinshasa;Kinshasa;Kongo-Central;Nuit;35-44;82
202002;WE;Kinshasa;Kinshasa;Kongo-Central;Nuit;45-54;71
202002;WE;Kinshasa;Kinshasa;Kongo-Central;Nuit;<18;588
202002;WE;Kinshasa;Kongo-Central;Hors_Zone;Jour;18-24;21
