Date;Hour;Day_type;Zone;TypeFlux;Home_Zone;Activity_Zone;Volume
2020-02-15;06:00:00;WE;Haut-Katanga;Entree;Haut-Katanga;Haut-Katanga;2954
2020-02-15;06:00:00;WE;Haut-Katanga;Entree;Haut-Katanga;Lualaba;3693
2020-02-15;06:00:00;WE;Haut-Katanga;Entree;Hors_Zone;Hors_Zone;738
2020-02-15;06:00:00;WE;Haut-Katanga;Entree;Lualaba;Haut-Katanga;1231
2020-02-15;06:00:00;WE;Haut-Katanga;Entree;Lualaba;Lualaba;1969
2020-02-15;06:00:00;WE;Haut-Katanga;Sortie;Haut-Katanga;Haut-Katanga;2462
2020-02-15;06:00:00;WE;Haut-Katanga;Sortie;Haut-Katanga;Lualaba;738
2020-02-15;06:00:00;WE;Haut-Katanga;Sortie;Hors_Zone;Lualaba;246
2020-02-15;06:00:00;WE;Haut-Katanga;Sortie;Lualaba;Haut-Katanga;738
2020-02-15;06:00:00;WE;Haut-Katanga;Sortie;Lualaba;Lualaba;1969
2020-02-15;06:00:00;WE;Haut-Lomami;Entree;Hors_Zone;Haut-Lomami;246
2020-02-15;06:00:00;WE;Haut-Lomami;Entree;Kasai;Kasai;9443
2020-02-15;06:00:00;WE;Haut-Lomami;Entree;Lomami;Hors_Zone;298
2020-02-15;06:00:00;WE;Haut-Lomami;Entree;Lomami;Lomami;596
2020-02-15;06:00:00;WE;Haut-Lomami;Sortie;Haut-Lomami;Haut-Lomami;492
2020-02-15;06:00:00;WE;Haut-Lomami;Sortie;Kasai;Kasai;4721
2020-02-15;06:00:00;WE;Haut-Lomami;Sortie;Lomami;Lomami;790
2020-02-15;06:00:00;WE;Kasai;Entree;Kwilu;Kwilu;4721
2020-02-15;06:00:00;WE;Kasai;Sortie;Kwilu;Kwilu;310
2020-02-15;06:00:00;WE;Kasai-Central;Entree;Hors_Zone;Hors_Zone;4721
2020-02-15;06:00:00;WE;Kasai-Central;Entree;Hors_Zone;Kasai-Oriental;596
2020-02-15;06:00:00;WE;Kasai-Central;Entree;Kasai-Central;Kasai-Central;9443
2020-02-15;06:00:00;WE;Kasai-Central;Entree;Kasai-Central;Kasai-Oriental;298
2020-02-15;06:00:00;WE;Kasai-Central;Entree;Kasai-Oriental;Kasai-Oriental;2088
2020-02-15;06:00:00;WE;Kasai-Central;Sortie;Kasai-Central;Kasai-Central;18887
2020-02-15;06:00:00;WE;Kasai-Central;Sortie;Kasai-Oriental;Kasai-Central;298
2020-02-15;06:00:00;WE;Kasai-Central;Sortie;Kasai-Oriental;Kasai-Oriental;298
2020-02-15;06:00:00;WE;Kasai-Central;Sortie;Lomami;Lomami;298
2020-02-15;06:00:00;WE;Kasai-Oriental;Entree;Hors_Zone;Hors_Zone;596
2020-02-15;06:00:00;WE;Kasai-Oriental;Entree;Hors_Zone;Kasai-Oriental;298
2020-02-15;06:00:00;WE;Kasai-Oriental;Entree;Kasai-Central;Kasai-Central;23608
2020-02-15;06:00:00;WE;Kasai-Oriental;Entree;Kasai-Oriental;Kasai-Oriental;9247
2020-02-15;06:00:00;WE;Kasai-Oriental;Entree;Kasai-Oriental;Lomami;894
2020-02-15;06:00:00;WE;Kasai-Oriental;Entree;Lomami;Hors_Zone;596
2020-02-15;06:00:00;WE;Kasai-Oriental;Entree;Lomami;Kasai-Oriental;1491
2020-02-15;06:00:00;WE;Kasai-Oriental;Entree;Lomami;Lomami;7159
2020-02-15;06:00:00;WE;Kasai-Oriental;Sortie;Hors_Zone;Hors_Zone;5616
2020-02-15;06:00:00;WE;Kasai-Oriental;Sortie;Hors_Zone;Kasai-Oriental;894
2020-02-15;06:00:00;WE;Kasai-Oriental;Sortie;Kasai-Central;Kasai-Central;14165
2020-02-15;06:00:00;WE;Kasai-Oriental;Sortie;Kasai-Central;Kasai-Oriental;4721
2020-02-15;06:00:00;WE;Kasai-Oriental;Sortie;Kasai-Oriental;Kasai-Central;4721
2020-02-15;06:00:00;WE;Kasai-Oriental;Sortie;Kasai-Oriental;Kasai-Oriental;5369
2020-02-15;06:00:00;WE;Kasai-Oriental;Sortie;Kasai-Oriental;Lomami;1491
2020-02-15;06:00:00;WE;Kasai-Oriental;Sortie;Lomami;Hors_Zone;894
2020-02-15;06:00:00;WE;Kasai-Oriental;Sortie;Lomami;Kasai-Oriental;596
2020-02-15;06:00:00;WE;Kasai-Oriental;Sortie;Lomami;Lomami;6861
2020-02-15;06:00:00;WE;Kinshasa;Entree;Hors_Zone;Kongo-Central;310
2020-02-15;06:00:00;WE;Kinshasa;Entree;Kinshasa;Kinshasa;1233
2020-02-15;06:00:00;WE;Kinshasa;Entree;Kongo-Central;Hors_Zone;306
2020-02-15;06:00:00;WE;Kinshasa;Entree;Kongo-Central;Kongo-Central;616
2020-02-15;06:00:00;WE;Kinshasa;Sortie;Hors_Zone;Hors_Zone;310
2020-02-15;06:00:00;WE;Kinshasa;Sortie;Kongo-Central;Kinshasa;306
2020-02-15;06:00:00;WE;Kinshasa;Sortie;Kongo-Central;Kongo-Central;612
2020-02-15;06:00:00;WE;Kongo-Central;Entree;Kinshasa;Kinshasa;310
2020-02-15;06:00:00;WE;Kongo-Central;Entree;Kongo-Central;Kongo-Central;306
2020-02-15;06:00:00;WE;Kongo-Central;Sortie;Hors_Zone;Kinshasa;310
2020-02-15;06:00:00;WE;Kongo-Central;Sortie;Hors_Zone;Kongo-Central;310
2020-02-15;06:00:00;WE;Kongo-Central;Sortie;Kinshasa;Kinshasa;1548
2020-02-15;06:00:00;WE;Kongo-Central;Sortie;Kongo-Central;Hors_Zone;306
2020-02-15;06:00:00;WE;Kongo-Central;Sortie;Kongo-Central;Kongo-Central;616
2020-02-15;06:00:00;WE;Lomami;Entree;Haut-Lomami;Haut-Lomami;246
2020-02-15;06:00:00;WE;Lomami;Entree;Hors_Zone;Hors_Zone;1789
2020-02-15;06:00:00;WE;Lomami;Entree;Hors_Zone;Kasai-Oriental;596
2020-02-15;06:00:00;WE;Lomami;Entree;Kasai-Oriental;Hors_Zone;596
