Date;Origin;Destination;Immobility;Home_Category;Activity_Category;Recurrence;Volume
2020-02-14;Bas-Uele;Haut-Uele;1h;Outside_Resident;Outside_Worker;Primo;772
2020-02-14;Bas-Uele;Haut-Uele;1h;Outside_Resident;Outside_Worker;Occasional;40
2020-02-14;Bas-Uele;Haut-Uele;1h;Outside_Resident;Origin_Zone_Worker;Primo;200
2020-02-14;Bas-Uele;Haut-Uele;1h;Outside_Resident;Destination_Zone_Worker;Primo;40
2020-02-14;Bas-Uele;Haut-Uele;1h;Outside_Resident;Destination_Zone_Worker;Occasional;40
2020-02-14;Bas-Uele;Haut-Uele;1h;Outside_Resident;Study_Zone_Worker;Primo;40
2020-02-14;Bas-Uele;Haut-Uele;1h;Origin_Zone_Resident;Origin_Zone_Worker;Primo;200
2020-02-14;Bas-Uele;Haut-Uele;1h;Study_Zone_Resident;Study_Zone_Worker;Primo;40
2020-02-14;Bas-Uele;Haut-Uele;3h;Outside_Resident;Outside_Worker;Primo;772
2020-02-14;Bas-Uele;Haut-Uele;3h;Outside_Resident;Outside_Worker;Occasional;40
2020-02-14;Bas-Uele;Haut-Uele;3h;Outside_Resident;Origin_Zone_Worker;Primo;200
2020-02-14;Bas-Uele;Haut-Uele;3h;Outside_Resident;Destination_Zone_Worker;Primo;40
2020-02-14;Bas-Uele;Haut-Uele;3h;Outside_Resident;Destination_Zone_Worker;Occasional;40
2020-02-14;Bas-Uele;Haut-Uele;3h;Outside_Resident;Study_Zone_Worker;Primo;40
2020-02-14;Bas-Uele;Haut-Uele;3h;Origin_Zone_Resident;Origin_Zone_Worker;Primo;200
2020-02-14;Bas-Uele;Haut-Uele;3h;Study_Zone_Resident;Study_Zone_Worker;Primo;40
2020-02-14;Bas-Uele;Ituri;1h;Outside_Resident;Outside_Worker;Primo;80
2020-02-14;Bas-Uele;Ituri;3h;Outside_Resident;Outside_Worker;Primo;80
2020-02-14;Bas-Uele;Mongala;1h;Outside_Resident;Outside_Worker;Primo;1629
2020-02-14;Bas-Uele;Mongala;1h;Outside_Resident;Origin_Zone_Worker;Primo;175
2020-02-14;Bas-Uele;Mongala;1h;Outside_Resident;Destination_Zone_Worker;Primo;168
2020-02-14;Bas-Uele;Mongala;1h;Origin_Zone_Resident;Outside_Worker;Primo;40
2020-02-14;Bas-Uele;Mongala;1h;Destination_Zone_Resident;Outside_Worker;Primo;175
2020-02-14;Bas-Uele;Mongala;1h;Destination_Zone_Resident;Destination_Zone_Worker;Primo;391
2020-02-14;Bas-Uele;Mongala;3h;Outside_Resident;Outside_Worker;Primo;1542
2020-02-14;Bas-Uele;Mongala;3h;Outside_Resident;Origin_Zone_Worker;Primo;175
2020-02-14;Bas-Uele;Mongala;3h;Outside_Resident;Destination_Zone_Worker;Primo;168
2020-02-14;Bas-Uele;Mongala;3h;Origin_Zone_Resident;Outside_Worker;Primo;40
2020-02-14;Bas-Uele;Mongala;3h;Destination_Zone_Resident;Outside_Worker;Primo;175
2020-02-14;Bas-Uele;Mongala;3h;Destination_Zone_Resident;Destination_Zone_Worker;Primo;391
2020-02-14;Bas-Uele;Nord-Ubangi;1h;Outside_Resident;Outside_Worker;Primo;648
2020-02-14;Bas-Uele;Nord-Ubangi;1h;Outside_Resident;Destination_Zone_Worker;Primo;216
2020-02-14;Bas-Uele;Nord-Ubangi;1h;Origin_Zone_Resident;Outside_Worker;Primo;87
2020-02-14;Bas-Uele;Nord-Ubangi;1h;Origin_Zone_Resident;Origin_Zone_Worker;Primo;120
2020-02-14;Bas-Uele;Nord-Ubangi;1h;Destination_Zone_Resident;Destination_Zone_Worker;Primo;40
2020-02-14;Bas-Uele;Nord-Ubangi;3h;Outside_Resident;Outside_Worker;Primo;648
2020-02-14;Bas-Uele;Nord-Ubangi;3h;Outside_Resident;Destination_Zone_Worker;Primo;216
2020-02-14;Bas-Uele;Nord-Ubangi;3h;Origin_Zone_Resident;Outside_Worker;Primo;87
2020-02-14;Bas-Uele;Nord-Ubangi;3h;Origin_Zone_Resident;Origin_Zone_Worker;Primo;120
2020-02-14;Bas-Uele;Nord-Ubangi;3h;Destination_Zone_Resident;Destination_Zone_Worker;Primo;40
2020-02-14;Bas-Uele;Tshopo;1h;Outside_Resident;Outside_Worker;Primo;3751
2020-02-14;Bas-Uele;Tshopo;1h;Outside_Resident;Outside_Worker;Occasional;40
2020-02-14;Bas-Uele;Tshopo;1h;Outside_Resident;Origin_Zone_Worker;Primo;647
2020-02-14;Bas-Uele;Tshopo;1h;Outside_Resident;Destination_Zone_Worker;Primo;2144
2020-02-14;Bas-Uele;Tshopo;1h;Outside_Resident;Destination_Zone_Worker;Occasional;80
2020-02-14;Bas-Uele;Tshopo;1h;Outside_Resident;Study_Zone_Worker;Primo;236
2020-02-14;Bas-Uele;Tshopo;1h;Origin_Zone_Resident;Outside_Worker;Primo;160
2020-02-14;Bas-Uele;Tshopo;1h;Origin_Zone_Resident;Origin_Zone_Worker;Primo;875
2020-02-14;Bas-Uele;Tshopo;1h;Origin_Zone_Resident;Destination_Zone_Worker;Primo;281
