Period;Hour;Day_type;Origin;Destination;Immobility;Home_Category;Activity_Category;Age;Observation_Zone;Mode;Volume
202002;15:30:00;JO;Kongo-Central;Kinshasa;3h;Origin_Zone_Resident;Origin_Zone_Worker;<18;ZoneGlobale;All_modes;210
202002;15:30:00;WE;Hors_Zone;Kinshasa;1h;Outside_Resident;Outside_Worker;<18;ZoneGlobale;All_modes;76
202002;15:30:00;WE;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;25-34;ZoneGlobale;All_modes;41
202002;15:30:00;WE;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;45-54;ZoneGlobale;All_modes;24
202002;15:30:00;WE;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;<18;ZoneGlobale;All_modes;72
202002;15:30:00;WE;Hors_Zone;Lualaba;1h;Outside_Resident;Outside_Worker;<18;ZoneGlobale;All_modes;23
202002;15:30:00;WE;Kinshasa;Kongo-Central;3h;Outside_Resident;Outside_Worker;<18;ZoneGlobale;All_modes;24
202002;15:30:00;WE;Kinshasa;Kongo-Central;3h;Destination_Zone_Resident;Destination_Zone_Worker;<18;ZoneGlobale;All_modes;22
202002;15:30:00;WE;Kongo-Central;Kinshasa;1h;Origin_Zone_Resident;Origin_Zone_Worker;25-34;ZoneGlobale;All_modes;39
202002;15:30:00;WE;Kongo-Central;Kinshasa;1h;Origin_Zone_Resident;Origin_Zone_Worker;<18;ZoneGlobale;All_modes;49
202002;15:30:00;WE;Kongo-Central;Kinshasa;3h;Origin_Zone_Resident;Origin_Zone_Worker;25-34;ZoneGlobale;All_modes;23
202002;15:30:00;WE;Kongo-Central;Kinshasa;3h;Origin_Zone_Resident;Origin_Zone_Worker;<18;ZoneGlobale;All_modes;102
202002;16:00:00;JO;Haut-Katanga;Lualaba;1h;Outside_Resident;Outside_Worker;18-24;ZoneGlobale;All_modes;23
202002;16:00:00;JO;Haut-Katanga;Lualaba;3h;Outside_Resident;Outside_Worker;>65;ZoneGlobale;All_modes;23
202002;16:00:00;JO;Haut-Lomami;Lomami;3h;Outside_Resident;Outside_Worker;35-44;ZoneGlobale;All_modes;25
202002;16:00:00;JO;Hors_Zone;Haut-Katanga;1h;Outside_Resident;Outside_Worker;25-34;ZoneGlobale;All_modes;22
202002;16:00:00;JO;Hors_Zone;Haut-Katanga;1h;Outside_Resident;Outside_Worker;<18;ZoneGlobale;All_modes;104
202002;16:00:00;JO;Hors_Zone;Kinshasa;1h;Outside_Resident;Outside_Worker;<18;ZoneGlobale;All_modes;131
202002;16:00:00;JO;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;25-34;ZoneGlobale;All_modes;69
202002;16:00:00;JO;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;45-54;ZoneGlobale;All_modes;39
202002;16:00:00;JO;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;<18;ZoneGlobale;All_modes;316
202002;16:00:00;JO;Kasai-Central;Kasai-Oriental;1h;Destination_Zone_Resident;Destination_Zone_Worker;25-34;ZoneGlobale;All_modes;23
202002;16:00:00;JO;Kinshasa;Kongo-Central;1h;Outside_Resident;Destination_Zone_Worker;25-34;ZoneGlobale;All_modes;25
202002;16:00:00;JO;Kinshasa;Kongo-Central;1h;Outside_Resident;Destination_Zone_Worker;>65;ZoneGlobale;All_modes;25
202002;16:00:00;JO;Kongo-Central;Kinshasa;1h;Origin_Zone_Resident;Origin_Zone_Worker;18-24;ZoneGlobale;All_modes;25
202002;16:00:00;JO;Kongo-Central;Kinshasa;1h;Origin_Zone_Resident;Origin_Zone_Worker;25-34;ZoneGlobale;All_modes;76
202002;16:00:00;JO;Kongo-Central;Kinshasa;1h;Origin_Zone_Resident;Origin_Zone_Worker;<18;ZoneGlobale;All_modes;219
202002;16:00:00;JO;Kongo-Central;Kinshasa;3h;Origin_Zone_Resident;Origin_Zone_Worker;18-24;ZoneGlobale;All_modes;24
202002;16:00:00;JO;Kongo-Central;Kinshasa;3h;Origin_Zone_Resident;Origin_Zone_Worker;25-34;ZoneGlobale;All_modes;189
202002;16:00:00;JO;Kongo-Central;Kinshasa;3h;Origin_Zone_Resident;Origin_Zone_Worker;<18;ZoneGlobale;All_modes;325
202002;16:00:00;JO;Lualaba;Haut-Katanga;3h;Origin_Zone_Resident;Destination_Zone_Worker;25-34;ZoneGlobale;All_modes;24
202002;16:00:00;WE;Hors_Zone;Kinshasa;1h;Outside_Resident;Outside_Worker;<18;ZoneGlobale;All_modes;52
202002;16:00:00;WE;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;<18;ZoneGlobale;All_modes;26
202002;16:00:00;WE;Hors_Zone;Tshopo;1h;Outside_Resident;Outside_Worker;<18;ZoneGlobale;All_modes;26
202002;16:00:00;WE;Kinshasa;Kongo-Central;3h;Outside_Resident;Destination_Zone_Worker;25-34;ZoneGlobale;All_modes;23
202002;16:00:00;WE;Kinshasa;Kongo-Central;3h;Outside_Resident;Destination_Zone_Worker;<18;ZoneGlobale;All_modes;24
202002;16:00:00;WE;Kinshasa;Kongo-Central;3h;Origin_Zone_Resident;Outside_Worker;25-34;ZoneGlobale;All_modes;24
202002;16:00:00;WE;Kinshasa;Kongo-Central;3h;Origin_Zone_Resident;Origin_Zone_Worker;<18;ZoneGlobale;All_modes;22
202002;16:00:00;WE;Kongo-Central;Kinshasa;1h;Origin_Zone_Resident;Origin_Zone_Worker;55-64;ZoneGlobale;All_modes;29
202002;16:00:00;WE;Kongo-Central;Kinshasa;1h;Origin_Zone_Resident;Origin_Zone_Worker;<18;ZoneGlobale;All_modes;77
202002;16:00:00;WE;Kongo-Central;Kinshasa;3h;Origin_Zone_Resident;Origin_Zone_Worker;<18;ZoneGlobale;All_modes;103
202002;16:00:00;WE;Nord-Kivu;Kinshasa;3h;Study_Zone_Resident;Study_Zone_Worker;<18;ZoneGlobale;All_modes;24
202002;16:30:00;JO;Haut-Katanga;Lualaba;3h;Outside_Resident;Origin_Zone_Worker;<18;ZoneGlobale;All_modes;22
202002;16:30:00;JO;Hors_Zone;Haut-Katanga;1h;Outside_Resident;Outside_Worker;25-34;ZoneGlobale;All_modes;27
202002;16:30:00;JO;Hors_Zone;Haut-Katanga;1h;Outside_Resident;Outside_Worker;<18;ZoneGlobale;All_modes;127
202002;16:30:00;JO;Hors_Zone;Kinshasa;1h;Outside_Resident;Outside_Worker;25-34;ZoneGlobale;All_modes;49
202002;16:30:00;JO;Hors_Zone;Kinshasa;1h;Outside_Resident;Outside_Worker;<18;ZoneGlobale;All_modes;107
202002;16:30:00;JO;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;18-24;ZoneGlobale;All_modes;28
202002;16:30:00;JO;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;25-34;ZoneGlobale;All_modes;95
202002;16:30:00;JO;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;35-44;ZoneGlobale;All_modes;26
202002;16:30:00;JO;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;<18;ZoneGlobale;All_modes;282
202002;16:30:00;JO;Hors_Zone;Maniema;1h;Outside_Resident;Outside_Worker;25-34;ZoneGlobale;All_modes;25
202002;16:30:00;JO;Kasai-Oriental;Lomami;1h;Outside_Resident;Outside_Worker;<18;ZoneGlobale;All_modes;24
202002;16:30:00;JO;Kinshasa;Kongo-Central;1h;Outside_Resident;Outside_Worker;25-34;ZoneGlobale;All_modes;22
202002;16:30:00;JO;Kinshasa;Kongo-Central;1h;Destination_Zone_Resident;Destination_Zone_Worker;<18;ZoneGlobale;All_modes;33
202002;16:30:00;JO;Kinshasa;Kongo-Central;3h;Destination_Zone_Resident;Destination_Zone_Worker;<18;ZoneGlobale;All_modes;49
202002;16:30:00;JO;Kongo-Central;Kinshasa;1h;Origin_Zone_Resident;Destination_Zone_Worker;55-64;ZoneGlobale;All_modes;25
202002;16:30:00;JO;Kongo-Central;Kinshasa;1h;Origin_Zone_Resident;Origin_Zone_Worker;25-34;ZoneGlobale;All_modes;71
202002;16:30:00;JO;Kongo-Central;Kinshasa;1h;Origin_Zone_Resident;Origin_Zone_Worker;<18;ZoneGlobale;All_modes;125
202002;16:30:00;JO;Kongo-Central;Kinshasa;3h;Outside_Resident;Destination_Zone_Worker;25-34;ZoneGlobale;All_modes;22
202002;16:30:00;JO;Kongo-Central;Kinshasa;3h;Origin_Zone_Resident;Origin_Zone_Worker;25-34;ZoneGlobale;All_modes;85
202002;16:30:00;JO;Kongo-Central;Kinshasa;3h;Origin_Zone_Resident;Origin_Zone_Worker;<18;ZoneGlobale;All_modes;195
202002;16:30:00;JO;Lualaba;Haut-Katanga;3h;Outside_Resident;Origin_Zone_Worker;45-54;ZoneGlobale;All_modes;23
202002;16:30:00;WE;Hors_Zone;Haut-Katanga;1h;Outside_Resident;Outside_Worker;<18;ZoneGlobale;All_modes;49
202002;16:30:00;WE;Hors_Zone;Kinshasa;1h;Outside_Resident;Outside_Worker;<18;ZoneGlobale;All_modes;24
202002;16:30:00;WE;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;25-34;ZoneGlobale;All_modes;28
202002;16:30:00;WE;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;<18;ZoneGlobale;All_modes;27
202002;16:30:00;WE;Ituri;Nord-Kivu;1h;Destination_Zone_Resident;Destination_Zone_Worker;25-34;ZoneGlobale;All_modes;24
202002;16:30:00;WE;Kongo-Central;Kinshasa;1h;Outside_Resident;Origin_Zone_Worker;25-34;ZoneGlobale;All_modes;25
202002;16:30:00;WE;Kongo-Central;Kinshasa;1h;Origin_Zone_Resident;Origin_Zone_Worker;35-44;ZoneGlobale;All_modes;27
202002;16:30:00;WE;Kongo-Central;Kinshasa;1h;Origin_Zone_Resident;Origin_Zone_Worker;<18;ZoneGlobale;All_modes;46
202002;16:30:00;WE;Kongo-Central;Kinshasa;3h;Origin_Zone_Resident;Origin_Zone_Worker;35-44;ZoneGlobale;All_modes;25
202002;16:30:00;WE;Kongo-Central;Kinshasa;3h;Origin_Zone_Resident;Origin_Zone_Worker;<18;ZoneGlobale;All_modes;37
202002;17:00:00;JO;Haut-Katanga;Lualaba;1h;Outside_Resident;Outside_Worker;<18;ZoneGlobale;All_modes;25
202002;17:00:00;JO;Haut-Katanga;Lualaba;3h;Outside_Resident;Outside_Worker;<18;ZoneGlobale;All_modes;25
202002;17:00:00;JO;Hors_Zone;Haut-Katanga;1h;Outside_Resident;Outside_Worker;25-34;ZoneGlobale;All_modes;22
202002;17:00:00;JO;Hors_Zone;Haut-Katanga;1h;Outside_Resident;Outside_Worker;<18;ZoneGlobale;All_modes;134
202002;17:00:00;JO;Hors_Zone;Kinshasa;1h;Outside_Resident;Outside_Worker;25-34;ZoneGlobale;All_modes;26
202002;17:00:00;JO;Hors_Zone;Kinshasa;1h;Outside_Resident;Outside_Worker;<18;ZoneGlobale;All_modes;192
202002;17:00:00;JO;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;25-34;ZoneGlobale;All_modes;27
202002;17:00:00;JO;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;55-64;ZoneGlobale;All_modes;24
202002;17:00:00;JO;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;<18;ZoneGlobale;All_modes;59
202002;17:00:00;JO;Hors_Zone;Lualaba;1h;Outside_Resident;Outside_Worker;<18;ZoneGlobale;All_modes;21
202002;17:00:00;JO;Kasai-Central;Kasai-Oriental;3h;Origin_Zone_Resident;Origin_Zone_Worker;>65;ZoneGlobale;All_modes;23
202002;17:00:00;JO;Kinshasa;Kongo-Central;1h;Destination_Zone_Resident;Destination_Zone_Worker;25-34;ZoneGlobale;All_modes;28
202002;17:00:00;JO;Kinshasa;Kongo-Central;1h;Destination_Zone_Resident;Destination_Zone_Worker;<18;ZoneGlobale;All_modes;75
202002;17:00:00;JO;Kinshasa;Kongo-Central;3h;Outside_Resident;Outside_Worker;25-34;ZoneGlobale;All_modes;25
202002;17:00:00;JO;Kinshasa;Kongo-Central;3h;Destination_Zone_Resident;Destination_Zone_Worker;<18;ZoneGlobale;All_modes;130
202002;17:00:00;JO;Kongo-Central;Kinshasa;3h;Origin_Zone_Resident;Origin_Zone_Worker;18-24;ZoneGlobale;All_modes;31
202002;17:00:00;JO;Lualaba;Haut-Katanga;1h;Outside_Resident;Destination_Zone_Worker;<18;ZoneGlobale;All_modes;23
202002;17:00:00;JO;Lualaba;Haut-Katanga;3h;Outside_Resident;Destination_Zone_Worker;18-24;ZoneGlobale;All_modes;24
202002;17:00:00;JO;Lualaba;Haut-Katanga;3h;Outside_Resident;Origin_Zone_Worker;<18;ZoneGlobale;All_modes;25
202002;17:00:00;WE;Haut-Katanga;Lualaba;1h;Study_Zone_Resident;Study_Zone_Worker;35-44;ZoneGlobale;All_modes;23
202002;17:00:00;WE;Haut-Katanga;Lualaba;3h;Study_Zone_Resident;Study_Zone_Worker;35-44;ZoneGlobale;All_modes;23
202002;17:00:00;WE;Hors_Zone;Haut-Katanga;1h;Outside_Resident;Outside_Worker;<18;ZoneGlobale;All_modes;58
202002;17:00:00;WE;Hors_Zone;Kongo-Central;1h;Outside_Resident;Outside_Worker;25-34;ZoneGlobale;All_modes;47
