Date;Hour;Type;Activity_Zone;Home_Zone;Zone;Volume
2020-04-26;06:00:00;Local;Hors_Zone;Hors_Zone;ZoneGlobale;3986784
2020-04-26;06:00:00;Local;Tanganyika;Hors_Zone;ZoneGlobale;5258
2020-04-26;06:00:00;Local;Mongala;Hors_Zone;ZoneGlobale;38236
2020-04-26;06:00:00;Local;Sankuru;Hors_Zone;ZoneGlobale;709
2020-04-26;06:00:00;Local;Haut-Katanga;Hors_Zone;ZoneGlobale;169445
2020-04-26;06:00:00;Local;Lualaba;Hors_Zone;ZoneGlobale;67254
2020-04-26;06:00:00;Local;Kinshasa;Hors_Zone;ZoneGlobale;108957
2020-04-26;06:00:00;Local;Sud-Kivu;Hors_Zone;ZoneGlobale;111238
2020-04-26;06:00:00;Local;Tshopo;Hors_Zone;ZoneGlobale;90191
2020-04-26;06:00:00;Local;Kongo-Central;Hors_Zone;ZoneGlobale;23083
2020-04-26;06:00:00;Local;Ituri;Hors_Zone;ZoneGlobale;61405
2020-04-26;06:00:00;Local;Lomami;Hors_Zone;ZoneGlobale;57937
2020-04-26;06:00:00;Local;Kasai-Oriental;Hors_Zone;ZoneGlobale;69315
2020-04-26;06:00:00;Local;Mai-Ndombe;Hors_Zone;ZoneGlobale;36441
2020-04-26;06:00:00;Local;Maniema;Hors_Zone;ZoneGlobale;34107
2020-04-26;06:00:00;Local;Sud-Ubangi;Hors_Zone;ZoneGlobale;19118
2020-04-26;06:00:00;Local;Kasai-Central;Hors_Zone;ZoneGlobale;158758
2020-04-26;06:00:00;Local;Haut-Lomami;Hors_Zone;ZoneGlobale;7990
2020-04-26;06:00:00;Local;Nord-Kivu;Hors_Zone;ZoneGlobale;216201
2020-04-26;06:00:00;Local;Hors_Zone;Tanganyika;ZoneGlobale;3640
2020-04-26;06:00:00;Local;Tanganyika;Tanganyika;ZoneGlobale;28720
2020-04-26;06:00:00;Local;Hors_Zone;Mongala;ZoneGlobale;38236
2020-04-26;06:00:00;Local;Mongala;Mongala;ZoneGlobale;535308
2020-04-26;06:00:00;Local;Hors_Zone;Sankuru;ZoneGlobale;1418
2020-04-26;06:00:00;Local;Sankuru;Sankuru;ZoneGlobale;24107
2020-04-26;06:00:00;Local;Hors_Zone;Haut-Katanga;ZoneGlobale;64066
2020-04-26;06:00:00;Local;Haut-Katanga;Haut-Katanga;ZoneGlobale;6983910
2020-04-26;06:00:00;Local;Lualaba;Haut-Katanga;ZoneGlobale;20225
2020-04-26;06:00:00;Local;Haut-Lomami;Haut-Katanga;ZoneGlobale;809
2020-04-26;06:00:00;Local;Hors_Zone;Lualaba;ZoneGlobale;17394
2020-04-26;06:00:00;Local;Haut-Katanga;Lualaba;ZoneGlobale;16180
2020-04-26;06:00:00;Local;Lualaba;Lualaba;ZoneGlobale;1580326
