Date;Hour;Day_type;Zone;TypeFlux;Home_Zone;Activity_Zone;Volume
2020-04-12;06:00:00;WE;Haut-Katanga;Entree;Haut-Katanga;Haut-Katanga;3229
2020-04-12;06:00:00;WE;Haut-Katanga;Entree;Haut-Katanga;Lualaba;1211
2020-04-12;06:00:00;WE;Haut-Katanga;Entree;Lualaba;Lualaba;1211
2020-04-12;06:00:00;WE;Haut-Katanga;Sortie;Haut-Katanga;Haut-Katanga;2422
2020-04-12;06:00:00;WE;Haut-Katanga;Sortie;Hors_Zone;Hors_Zone;403
2020-04-12;06:00:00;WE;Haut-Katanga;Sortie;Lualaba;Haut-Katanga;807
2020-04-12;06:00:00;WE;Haut-Katanga;Sortie;Lualaba;Lualaba;807
2020-04-12;06:00:00;WE;Haut-Lomami;Entree;Haut-Lomami;Haut-Lomami;403
2020-04-12;06:00:00;WE;Haut-Lomami;Entree;Lomami;Lomami;1280
2020-04-12;06:00:00;WE;Haut-Lomami;Sortie;Lomami;Lomami;2560
2020-04-12;06:00:00;WE;Ituri;Sortie;Hors_Zone;Hors_Zone;669
2020-04-12;06:00:00;WE;Kasai-Central;Entree;Hors_Zone;Kasai-Central;7851
2020-04-12;06:00:00;WE;Kasai-Central;Entree;Kasai-Central;Kasai-Oriental;640
2020-04-12;06:00:00;WE;Kasai-Central;Entree;Kasai-Oriental;Kasai-Oriental;640
2020-04-12;06:00:00;WE;Kasai-Central;Sortie;Hors_Zone;Kasai-Oriental;640
2020-04-12;06:00:00;WE;Kasai-Central;Sortie;Kasai-Central;Hors_Zone;7851
2020-04-12;06:00:00;WE;Kasai-Central;Sortie;Kasai-Central;Kasai-Central;7851
2020-04-12;06:00:00;WE;Kasai-Central;Sortie;Kasai-Oriental;Kasai-Oriental;7851
2020-04-12;06:00:00;WE;Kasai-Oriental;Entree;Hors_Zone;Hors_Zone;1280
2020-04-12;06:00:00;WE;Kasai-Oriental;Entree;Hors_Zone;Lomami;640
