Date;Hour;Day_type;Zone;TypeFlux;Home_Zone;Activity_Zone;Volume
2020-04-04;06:00:00;WE;Haut-Katanga;Entree;Haut-Katanga;Haut-Katanga;2773
2020-04-04;06:00:00;WE;Haut-Katanga;Entree;Haut-Katanga;Lualaba;792
2020-04-04;06:00:00;WE;Haut-Katanga;Entree;Hors_Zone;Lualaba;396
2020-04-04;06:00:00;WE;Haut-Katanga;Entree;Lualaba;Lualaba;792
2020-04-04;06:00:00;WE;Haut-Katanga;Sortie;Haut-Katanga;Haut-Katanga;2773
2020-04-04;06:00:00;WE;Haut-Katanga;Sortie;Lualaba;Haut-Katanga;396
2020-04-04;06:00:00;WE;Haut-Katanga;Sortie;Lualaba;Lualaba;792
2020-04-04;06:00:00;WE;Haut-Lomami;Entree;Haut-Lomami;Haut-Lomami;396
2020-04-04;06:00:00;WE;Haut-Lomami;Entree;Haut-Lomami;Lomami;709
2020-04-04;06:00:00;WE;Haut-Lomami;Entree;Hors_Zone;Hors_Zone;1105
2020-04-04;06:00:00;WE;Haut-Lomami;Entree;Lomami;Haut-Lomami;396
2020-04-04;06:00:00;WE;Haut-Lomami;Entree;Lomami;Lomami;709
2020-04-04;06:00:00;WE;Haut-Lomami;Sortie;Haut-Lomami;Hors_Zone;396
2020-04-04;06:00:00;WE;Haut-Lomami;Sortie;Lomami;Lomami;709
2020-04-04;06:00:00;WE;Ituri;Entree;Nord-Kivu;Hors_Zone;693
2020-04-04;06:00:00;WE;Kasai;Sortie;Haut-Lomami;Haut-Lomami;396
2020-04-04;06:00:00;WE;Kasai-Central;Entree;Hors_Zone;Kasai-Oriental;709
2020-04-04;06:00:00;WE;Kasai-Central;Entree;Kasai-Central;Hors_Zone;709
2020-04-04;06:00:00;WE;Kasai-Central;Entree;Kasai-Central;Kasai-Central;15415
2020-04-04;06:00:00;WE;Kasai-Central;Entree;Kasai-Central;Kasai-Oriental;8417
2020-04-04;06:00:00;WE;Kasai-Central;Entree;Kasai-Oriental;Kasai-Oriental;709
2020-04-04;06:00:00;WE;Kasai-Central;Sortie;Hors_Zone;Hors_Zone;7707
2020-04-04;06:00:00;WE;Kasai-Central;Sortie;Kasai-Central;Kasai-Central;7707
2020-04-04;06:00:00;WE;Kasai-Central;Sortie;Kasai-Central;Kasai-Oriental;15415
2020-04-04;06:00:00;WE;Kasai-Central;Sortie;Lomami;Lomami;709
2020-04-04;06:00:00;WE;Kasai-Oriental;Entree;Hors_Zone;Hors_Zone;709
2020-04-04;06:00:00;WE;Kasai-Oriental;Entree;Kasai-Central;Kasai-Oriental;15415
2020-04-04;06:00:00;WE;Kasai-Oriental;Entree;Kasai-Oriental;Kasai-Oriental;5677
2020-04-04;06:00:00;WE;Kasai-Oriental;Entree;Kasai-Oriental;Lomami;1419
2020-04-04;06:00:00;WE;Kasai-Oriental;Entree;Lomami;Hors_Zone;709
2020-04-04;06:00:00;WE;Kasai-Oriental;Entree;Lomami;Kasai-Oriental;1419
2020-04-04;06:00:00;WE;Kasai-Oriental;Entree;Lomami;Lomami;7097
2020-04-04;06:00:00;WE;Kasai-Oriental;Sortie;Hors_Zone;Kasai-Oriental;709
2020-04-04;06:00:00;WE;Kasai-Oriental;Sortie;Kasai-Central;Hors_Zone;709
2020-04-04;06:00:00;WE;Kasai-Oriental;Sortie;Kasai-Central;Kasai-Central;15415
2020-04-04;06:00:00;WE;Kasai-Oriental;Sortie;Kasai-Oriental;Kasai-Oriental;12675
2020-04-04;06:00:00;WE;Kasai-Oriental;Sortie;Kasai-Oriental;Lomami;1419
2020-04-04;06:00:00;WE;Kasai-Oriental;Sortie;Lomami;Kasai-Oriental;3548
2020-04-04;06:00:00;WE;Kasai-Oriental;Sortie;Lomami;Lomami;8516
2020-04-04;06:00:00;WE;Kinshasa;Sortie;Kongo-Central;Kinshasa;799
2020-04-04;06:00:00;WE;Lomami;Entree;Haut-Lomami;Hors_Zone;396
2020-04-04;06:00:00;WE;Lomami;Entree;Hors_Zone;Hors_Zone;709
2020-04-04;06:00:00;WE;Lomami;Entree;Kasai-Oriental;Kasai-Oriental;7097
2020-04-04;06:00:00;WE;Lomami;Entree;Kasai-Oriental;Lomami;2129
2020-04-04;06:00:00;WE;Lomami;Entree;Lomami;Kasai-Oriental;2129
2020-04-04;06:00:00;WE;Lomami;Entree;Lomami;Lomami;4967
2020-04-04;06:00:00;WE;Lomami;Sortie;Haut-Lomami;Haut-Lomami;396
