Origine;NomOrigine;Destination;NomDestination;Distance
23;Kasai-Central;21;Haut-Uele;1257203,695
23;Kasai-Central;22;Sud-Ubangi;1087598,791
23;Kasai-Central;24;Equateur;816547,9359
23;Kasai-Central;25;Haut-Lomami;393600,9936
23;Kasai-Central;26;Nord-Kivu;928995,8937
24;Equateur;1;Tanganyika;1276054,593
24;Equateur;2;Mongala;354801,7509
24;Equateur;3;Sankuru;663318,0769
24;Equateur;4;Haut-Katanga;1539219,916
24;Equateur;5;Lualaba;1242279,215
24;Equateur;6;Kinshasa;615282,1722
24;Equateur;7;Nord-Ubangi;467845,826
24;Equateur;8;Tshuapa;331704,5708
24;Equateur;9;Sud-Kivu;1106742,74
24;Equateur;10;Tshopo;700318,9419
24;Equateur;11;Kongo-Central;796659,1467
24;Equateur;12;Ituri;1189080,077
24;Equateur;13;Kasai;622062,6746
24;Equateur;14;Bas-Uele;787652,347
24;Equateur;15;Lomami;957882,0091
24;Equateur;16;Kasai-Oriental;871181,3434
24;Equateur;17;Kwilu;554960,3045
24;Equateur;18;Mai-Ndombe;326014,8101
24;Equateur;19;Maniema;911683,2547
24;Equateur;20;Kwango;746134,3375
24;Equateur;21;Haut-Uele;1129737,177
24;Equateur;22;Sud-Ubangi;320092,6999
24;Equateur;23;Kasai-Central;816547,9359
24;Equateur;25;Haut-Lomami;1182358,896
24;Equateur;26;Nord-Kivu;1093212,906
25;Haut-Lomami;1;Tanganyika;357271,436
25;Haut-Lomami;2;Mongala;1222601,527
25;Haut-Lomami;3;Sankuru;563274,8945
25;Haut-Lomami;4;Haut-Katanga;360327,8744
25;Haut-Lomami;5;Lualaba;244804,3022
25;Haut-Lomami;6;Kinshasa;1133629,206
25;Haut-Lomami;7;Nord-Ubangi;1423468,713
25;Haut-Lomami;8;Tshuapa;930351,78
25;Haut-Lomami;9;Sud-Kivu;637142,0053
25;Haut-Lomami;10;Tshopo;964371,1049
25;Haut-Lomami;11;Kongo-Central;1271170,417
25;Haut-Lomami;12;Ituri;1193273,146
25;Haut-Lomami;13;Kasai;600695,456
25;Haut-Lomami;14;Bas-Uele;1312223,185
25;Haut-Lomami;15;Lomami;238182,6731
25;Haut-Lomami;16;Kasai-Oriental;312562,7567
25;Haut-Lomami;17;Kwilu;841027,9045
25;Haut-Lomami;18;Mai-Ndombe;979893,7635
25;Haut-Lomami;19;Maniema;580213,4559
25;Haut-Lomami;20;Kwango;858615,5425
25;Haut-Lomami;21;Haut-Uele;1328065,08
25;Haut-Lomami;22;Sud-Ubangi;1422692,132
25;Haut-Lomami;23;Kasai-Central;393600,9936
25;Haut-Lomami;24;Equateur;1182358,896
25;Haut-Lomami;26;Nord-Kivu;918619,9438
26;Nord-Kivu;1;Tanganyika;661744,6684
26;Nord-Kivu;2;Mongala;854581,6971
26;Nord-Kivu;3;Sankuru;650458,9718
26;Nord-Kivu;4;Haut-Katanga;1092715,533
26;Nord-Kivu;5;Lualaba;1151647,16
26;Nord-Kivu;6;Kinshasa;1484483,24
26;Nord-Kivu;7;Nord-Ubangi;983363,5428
26;Nord-Kivu;8;Tshuapa;772821,3493
26;Nord-Kivu;9;Sud-Kivu;293123,5015
26;Nord-Kivu;10;Tshopo;407694,8187
26;Nord-Kivu;11;Kongo-Central;1681261,361
26;Nord-Kivu;12;Ituri;275329,9576
26;Nord-Kivu;13;Kasai;971932,3554
26;Nord-Kivu;14;Bas-Uele;613353,667
26;Nord-Kivu;15;Lomami;764908,2675
26;Nord-Kivu;16;Kasai-Oriental;841386,6684
26;Nord-Kivu;17;Kwilu;1209070,38
26;Nord-Kivu;18;Mai-Ndombe;1155605,806
26;Nord-Kivu;19;Maniema;373629,6039
26;Nord-Kivu;20;Kwango;1365573,927
26;Nord-Kivu;21;Haut-Uele;437322,2008
26;Nord-Kivu;22;Sud-Ubangi;1118069,677
26;Nord-Kivu;23;Kasai-Central;928995,8937
26;Nord-Kivu;24;Equateur;1093212,906
26;Nord-Kivu;25;Haut-Lomami;918619,9438
